dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.554740,11.855756,4.227402,2.161043,9.052195,3.498302,1.193805,0.149105,7.073942,0.823761
cuda,AlbertForQuestionAnswering,4,12.848741,11.281835,4.134977,2.115571,8.970559,3.419492,1.172315,0.144909,7.039284,0.437990
cuda,AllenaiLongformerBase,4,112.318736,104.971079,86.524622,63.476680,111.642155,63.880300,33.285757,0.417793,0.677340,88.922246
cuda,BartForCausalLM,4,15.293810,13.744147,6.366694,2.220862,9.512668,3.028450,1.737951,0.267506,2.210087,5.729611
cuda,BartForConditionalGeneration,2,38.117554,33.971857,14.869936,5.876937,20.548192,9.173769,3.538696,1.058511,1.206824,11.800431
cuda,BertForMaskedLM,16,14.940113,13.171443,5.415936,2.119865,8.352123,3.871196,1.542751,0.297583,5.152467,1.410373
cuda,BertForQuestionAnswering,16,14.938808,13.149608,5.367595,2.094412,8.185691,3.845748,1.530717,0.288717,5.010132,1.012269
cuda,BlenderbotForCausalLM,4,26.170055,22.972967,8.608449,4.801243,15.359211,7.512987,2.999225,0.835311,11.739046,3.898777
cuda,BlenderbotSmallForCausalLM,64,9.724291,8.687043,3.763116,1.663506,6.093563,2.278138,1.052366,0.168066,4.225133,2.374615
cuda,BlenderbotSmallForConditionalGeneration,64,24.338491,21.752501,9.177364,3.737951,13.458076,6.177735,2.499035,0.595263,1.867662,8.177877
cuda,CamemBert,16,14.741568,12.980701,5.276820,2.094220,8.116694,3.785141,1.510518,0.292841,5.030739,0.334462
cuda,DebertaForMaskedLM,4,31.794245,26.543875,17.892764,5.143187,26.235037,11.077429,4.989511,0.349313,0.951898,13.706244
cuda,DebertaForQuestionAnswering,8,32.209075,26.659959,17.608655,5.090921,26.095826,11.051572,4.227506,0.347967,1.830871,13.800704
cuda,DebertaV2ForMaskedLM,1,43.885582,34.654377,18.861407,5.489384,24.225496,8.758273,4.064879,0.614475,1.496896,11.217226
cuda,DebertaV2ForQuestionAnswering,2,45.281008,35.362311,19.381559,7.107787,28.226166,13.003644,4.849384,0.612092,0.569369,16.320512
cuda,DistilBertForMaskedLM,128,8.156975,7.391056,3.451141,1.139980,5.573468,2.256058,0.845651,0.125288,3.312018,1.172868
cuda,DistilBertForQuestionAnswering,256,8.146528,7.367043,3.410987,1.135062,5.463352,2.095989,0.858350,0.120745,3.237233,0.627485
cuda,DistillGPT2,16,9.080245,8.174131,4.465995,1.306442,6.449561,2.088954,0.840346,0.112681,2.299508,3.338057
cuda,ElectraForCausalLM,32,16.870062,15.039398,7.192496,2.226010,11.041220,4.080122,1.606980,0.302634,2.559937,6.176717
cuda,ElectraForQuestionAnswering,64,14.828171,13.051964,5.339590,2.137184,8.153123,3.862547,1.529740,0.294386,5.047734,1.355838
cuda,GPT2ForSequenceClassification,4,14.020563,12.233710,5.434347,2.917658,7.720044,3.186264,1.486976,0.252212,5.297562,1.340536
cuda,LayoutLMForMaskedLM,16,15.114779,13.118640,5.308738,2.185036,8.213432,3.899144,1.552167,0.299885,5.188669,1.411616
cuda,LayoutLMForSequenceClassification,16,15.060692,12.912311,5.310099,2.148272,8.619744,3.870963,1.562911,0.297180,5.555214,5.948912
cuda,M2M100ForConditionalGeneration,16,36.475128,32.340793,13.725983,5.237186,23.283417,10.022202,3.874530,0.861859,12.183894,15.036300
cuda,MBartForCausalLM,4,15.656373,14.158569,6.914391,2.347452,10.214472,3.474468,1.457627,0.289990,2.114605,5.742047
cuda,MBartForConditionalGeneration,2,36.364904,32.307242,13.405374,6.484275,20.159444,9.641297,3.660321,1.142557,0.570330,13.487577
cuda,MT5ForConditionalGeneration,16,25.763228,22.171583,9.474404,4.448451,16.539109,7.379285,2.302488,0.481822,20.219220,11.706134
cuda,MegatronBertForCausalLM,4,28.467237,24.783116,9.927590,5.271111,14.482619,7.257263,3.051414,0.849565,10.020290,0.404386
cuda,MegatronBertForQuestionAnswering,8,28.618116,24.857241,9.873306,5.270919,14.273699,7.146785,2.997149,0.843368,9.866601,0.500092
