dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.077770,16.418093,13.755321,6.663076,2.345594,12.627322,3.019690,1.560967,0.155279,7.507231,8.471020
cuda,AlbertForQuestionAnswering,4,18.924697,16.317885,13.612941,6.611404,1.934543,12.846397,3.043764,1.571924,0.152508,3.394794,8.745339
cuda,AllenaiLongformerBase,4,79.287363,67.749195,64.577934,41.047137,8.897116,56.014288,22.146832,8.222968,0.446446,4.785295,24.511458
cuda,BartForCausalLM,4,29.017956,22.597643,19.433386,11.902124,2.131572,18.583292,3.765291,2.157821,0.213503,2.862161,9.011066
cuda,BartForConditionalGeneration,2,52.703631,39.350192,36.177668,16.953680,5.816637,25.625992,10.076015,4.859063,1.264004,0.448198,15.006142
cuda,BertForMaskedLM,16,25.412113,19.707965,16.646578,8.513594,2.021639,14.526527,4.030848,1.927592,0.286072,2.928277,8.224019
cuda,BertForQuestionAnswering,16,25.209911,19.673874,16.619535,8.537828,2.008740,14.396944,4.022726,1.926547,0.280518,2.638978,8.057364
cuda,BlenderbotForCausalLM,4,41.831446,30.009336,26.931815,12.855739,3.846476,23.364027,7.340361,4.423435,0.425033,8.445255,14.737774
cuda,BlenderbotSmallForCausalLM,64,21.504949,16.979298,13.733505,8.821835,1.289912,16.429943,2.707317,1.429614,0.140889,3.030226,9.029163
cuda,BlenderbotSmallForConditionalGeneration,64,36.453131,28.148107,24.955918,11.815649,3.322824,18.538317,6.481227,3.225997,0.632786,2.315488,10.357705
cuda,CamemBert,16,25.401215,19.816753,16.722557,8.602290,2.033163,13.635766,4.065932,1.945306,0.288522,1.664872,7.254011
cuda,DebertaForMaskedLM,4,30.604128,23.260625,20.392337,13.208780,2.037975,22.138649,4.652105,2.293548,0.293736,3.509793,11.248809
cuda,DebertaForQuestionAnswering,8,30.247855,23.266465,20.398968,13.361110,2.219371,22.439666,4.572568,2.255445,0.289540,3.717912,11.575855
cuda,DebertaV2ForMaskedLM,1,47.254732,31.446273,28.537302,15.213293,2.812040,24.176019,5.969825,3.473432,0.564367,1.469703,12.785936
cuda,DebertaV2ForQuestionAnswering,2,45.800115,30.474345,27.643389,13.264156,3.308034,22.703007,7.036496,4.098009,0.587471,13.497907
cuda,DistilBertForMaskedLM,128,16.616553,14.127605,11.488639,7.545011,1.272870,11.750924,2.203809,1.095918,0.121518,8.943640,5.581326
cuda,DistilBertForQuestionAnswering,256,17.644193,15.166383,11.721986,7.509218,1.491908,11.923291,1.983909,1.065750,0.114320,10.206790,6.006325
cuda,DistillGPT2,16,16.135962,13.672208,10.568072,7.082448,1.375243,11.540874,2.111959,1.026475,0.110714,4.477951,5.926853
cuda,ElectraForCausalLM,32,35.143554,26.679638,23.453483,15.019054,2.311310,29.111360,4.122134,2.088729,0.309203,9.589917,16.602886
cuda,ElectraForQuestionAnswering,64,25.097011,19.559556,16.265794,8.410625,2.046979,18.680175,4.108313,1.963016,0.295765,2.980131,12.506239
cuda,GPT2ForSequenceClassification,4,23.373072,18.631731,15.599351,8.776395,2.257499,13.090369,3.821538,1.847948,0.261610,2.333687,6.747148
cuda,LayoutLMForMaskedLM,16,25.961103,19.941267,16.844934,8.531046,2.066795,14.448631,4.174620,1.975578,0.294408,2.846777,8.179146
cuda,LayoutLMForSequenceClassification,16,24.527663,18.554344,15.927431,8.018453,2.070981,15.475747,4.998931,2.264324,0.312208,7.354816,9.722139
cuda,M2M100ForConditionalGeneration,16,57.591790,43.150117,39.995878,20.917473,5.468287,34.813384,10.314293,5.475322,0.681623,23.718022,19.860196
cuda,MBartForCausalLM,4,29.498733,23.010204,19.607673,12.208967,2.063450,19.876927,4.123462,2.379607,0.219299,2.835777,9.928996
cuda,MBartForConditionalGeneration,2,53.186499,40.903054,37.779745,18.713000,5.775619,28.335257,10.421095,4.997178,1.323232,0.390001,15.875624
cuda,MT5ForConditionalGeneration,16,38.481930,30.377874,27.290448,13.323715,3.881976,22.038795,6.517812,2.695978,0.481875,76.122403,12.953061
cuda,MegatronBertForCausalLM,4,43.116087,31.857088,28.765728,13.386743,4.351090,21.753355,8.545762,4.089341,0.956939,3.437791,13.838562
cuda,MegatronBertForQuestionAnswering,8,42.432685,31.271274,28.329011,12.716087,4.263787,22.154848,8.435129,3.973214,0.913306,2.983314,14.515588
cuda,MobileBertForMaskedLM,64,67.146980,49.361192,45.815071,16.910530,6.894368,34.763315,14.059522,7.489839,3.676957,39.845809,25.422877
cuda,MobileBertForQuestionAnswering,128,66.315946,48.671818,45.483384,16.953843,6.919644,36.505824,14.086612,7.628405,3.763927,32.741482,27.154304
cuda,OPTForCausalLM,2,24.909221,19.197844,15.990437,9.116961,2.013651,16.475064,3.954300,2.221915,0.212219,2.788403,9.556645
cuda,PLBartForCausalLM,8,21.745024,18.202916,15.042135,11.280736,1.092651,17.283419,2.490805,1.136943,0.108582,1.884838,7.198076
cuda,PLBartForConditionalGeneration,4,40.012367,30.656165,27.458164,16.788364,2.624346,25.795078,4.936778,2.707300,0.285788,3.909073,11.880406
cuda,PegasusForCausalLM,32,26.881776,20.824414,17.688043,10.518248,1.971004,18.487503,3.750432,2.116359,0.213804,3.485580,10.131119
cuda,PegasusForConditionalGeneration,32,46.279348,41.050589,37.875645,18.844196,5.208046,29.846450,9.219972,4.965340,0.936522,1.958178,17.145525
cuda,RobertaForCausalLM,16,24.603481,19.204567,16.256952,8.613478,2.285173,13.030205,3.821378,1.959029,0.285976,2.027465,6.888760
cuda,RobertaForQuestionAnswering,16,24.557540,19.156640,16.164940,8.443573,2.015231,12.711317,4.022910,1.929358,0.282806,1.332644,6.470720
