dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.247779,11.539852,4.002904,2.475980,8.233758,2.781210,1.137241,0.148610,6.797906,0.823015
cuda,AlbertForQuestionAnswering,4,13.032864,11.343595,3.903904,2.434810,8.108334,2.709513,1.116425,0.144384,6.729902,0.433156
cuda,AllenaiLongformerBase,4,56.673946,49.197313,29.354904,7.391045,35.319753,15.800334,5.030922,0.423971,0.657344,13.676003
cuda,BartForCausalLM,4,15.906478,14.228485,6.290449,1.985862,9.828849,3.239777,1.759665,0.293145,2.264591,5.620414
cuda,BartForConditionalGeneration,2,38.834496,34.226956,14.253016,6.128083,20.390108,8.937073,3.702659,1.113441,1.195533,12.503260
cuda,BertForMaskedLM,16,15.191011,13.113009,5.156334,2.057657,7.956390,3.529985,1.502887,0.295616,4.957052,1.425764
cuda,BertForQuestionAnswering,16,15.135324,13.038786,5.127477,2.304560,7.521259,3.248987,1.497950,0.294521,4.793522,1.005740
cuda,BlenderbotForCausalLM,4,27.955770,24.397436,8.420145,4.648047,15.007930,7.171470,2.945179,0.830406,11.423620,3.797233
cuda,BlenderbotSmallForCausalLM,64,9.998323,8.865838,3.521565,1.561334,5.949093,2.050833,1.014589,0.170927,4.055205,2.530353
cuda,BlenderbotSmallForConditionalGeneration,64,25.422605,22.303380,9.059644,3.582276,13.312697,5.854936,2.500884,0.605932,1.833032,7.993018
cuda,CamemBert,16,15.559543,13.411059,5.270287,2.117370,8.040765,3.612315,1.551477,0.300226,4.986753,0.339944
cuda,DebertaForMaskedLM,4,29.588145,23.700494,13.798476,3.343527,17.949516,5.112202,2.300987,0.360961,0.937248,7.722021
cuda,DebertaForQuestionAnswering,8,29.915683,23.822583,14.025191,2.980522,18.255485,5.245713,2.247711,0.353183,1.815261,7.437243
cuda,DebertaV2ForMaskedLM,1,44.365742,33.463517,16.620283,3.895741,20.884507,6.067616,2.909457,0.615473,1.499770,8.517439
cuda,DebertaV2ForQuestionAnswering,2,43.938667,33.099989,15.950816,4.236438,21.570072,6.977402,3.882612,0.625756,0.576118,10.231191
cuda,DistilBertForMaskedLM,128,8.299665,7.457449,3.297382,1.263909,5.203619,1.856459,0.798737,0.126396,3.221560,1.147075
cuda,DistilBertForQuestionAnswering,256,8.418061,7.558787,3.342774,1.263008,5.320604,1.878589,0.807242,0.122370,3.292022,0.553958
cuda,DistillGPT2,16,8.801383,7.842814,4.134145,1.181303,6.275604,2.022709,0.778640,0.116529,2.345986,3.369567
cuda,ElectraForCausalLM,32,17.124653,15.014211,7.071902,2.316305,10.441326,3.401863,1.560849,0.295711,2.513122,5.787901
cuda,ElectraForQuestionAnswering,64,15.171433,13.084201,5.170511,2.030446,7.882227,3.524066,1.487099,0.291191,4.837761,1.313440
cuda,GPT2ForSequenceClassification,4,14.319723,12.275653,5.381809,2.474040,7.939815,3.199898,1.410017,0.254883,5.123677,1.390923
cuda,LayoutLMForMaskedLM,16,15.568973,13.256045,5.220441,2.106641,8.079982,3.644227,1.518536,0.300246,5.065911,1.427587
cuda,LayoutLMForSequenceClassification,16,15.443832,13.119773,5.148438,2.055986,9.235780,4.279624,1.721413,0.296416,6.241114,6.047111
cuda,M2M100ForConditionalGeneration,16,36.897125,32.461547,12.836493,4.794770,21.872428,8.894872,3.724520,0.825486,11.537297,14.072374
cuda,MBartForCausalLM,4,16.028296,14.238014,6.623195,2.098096,10.332959,3.611084,1.533948,0.306197,2.261143,5.903163
cuda,MBartForConditionalGeneration,2,37.982669,33.488182,13.329485,6.447807,20.334693,9.484415,3.832906,1.232275,0.588531,13.707474
cuda,MT5ForConditionalGeneration,16,26.374706,22.543092,9.276668,4.055836,15.836737,6.565156,2.216098,0.479543,19.915438,10.806563
cuda,MegatronBertForCausalLM,4,28.925231,24.986483,9.604096,4.735777,14.501018,7.354699,3.011762,0.855041,9.825382,0.404237
cuda,MegatronBertForQuestionAnswering,8,28.868669,24.902889,9.524005,5.107169,13.966406,6.762531,2.973751,0.867541,9.743126,0.509809
cuda,MobileBertForMaskedLM,64,49.155394,40.605182,11.387146,7.469763,25.701747,13.849379,5.636616,3.299018,22.533224,1.707073
cuda,MobileBertForQuestionAnswering,128,49.129985,40.581500,11.335518,7.491892,25.462799,13.808854,5.588100,3.246615,22.361652,1.034101
cuda,OPTForCausalLM,2,15.601046,13.751993,6.224420,2.046071,9.693270,3.917137,1.585598,0.277255,3.007628,5.605977
cuda,PLBartForCausalLM,8,9.702616,8.821172,4.700004,1.055565,7.160944,1.801425,0.783416,0.120203,1.507651,3.565952
cuda,PLBartForConditionalGeneration,4,20.522201,18.157924,7.807804,2.704517,11.929792,4.692340,1.972473,0.412242,2.577165,7.176637
cuda,PegasusForCausalLM,32,15.878206,14.164099,6.341058,2.043013,10.406095,3.597579,1.547405,0.308052,2.454723,6.207271
cuda,PegasusForConditionalGeneration,32,36.293548,31.756487,12.081292,5.028461,20.554100,9.093845,3.784390,0.851543,0.659673,13.944912
cuda,RobertaForCausalLM,16,15.682024,13.612643,5.752730,2.051790,8.265581,3.591591,1.502924,0.297104,0.699196,4.661342
cuda,RobertaForQuestionAnswering,16,14.945384,12.875801,5.040478,2.018401,7.398034,3.478448,1.476609,0.289677,4.472328
cuda,Speech2Text2ForCausalLM,256,9.863459,8.942241,5.269784,0.932459,7.831526,1.726936,0.768157,0.121499,1.345320,3.542041
cuda,T5ForConditionalGeneration,4,18.724178,16.066826,7.380360,2.412613,11.137478,4.538753,1.591393,0.299101,6.472527,6.517410
cuda,T5Small,4,18.738451,16.084786,7.382755,2.640870,11.141156,4.259170,1.594633,0.302065,6.488457,6.522194
cuda,TrOCRForCausalLM,32,15.552348,13.918483,6.126640,1.920499,9.603815,3.202973,1.720448,0.286877,1.323403,5.488832
cuda,XGLMForCausalLM,8,31.294187,27.830064,11.505812,5.478561,18.424088,7.766014,3.176197,0.849792,32.371897,12.608316
cuda,XLNetLMHeadModel,8,43.162701,38.622840,16.992649,7.408350,21.398307,11.674860,3.376901,0.839130,7.936505,12.664698
cuda,YituTechConvBert,16,23.090669,20.155083,8.236868,3.507871,13.909294,5.371707,2.220352,0.494978,7.742133,9.651343
