dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.1620
cuda,AlbertForQuestionAnswering,2,1.1628
cuda,AllenaiLongformerBase,1,1.1721
cuda,BartForCausalLM,2,1.0013
cuda,BartForConditionalGeneration,1,1.0515
cuda,BertForMaskedLM,64,1.0546
cuda,BertForQuestionAnswering,64,1.0716
cuda,BigBird,1,0.9830
cuda,BlenderbotSmallForCausalLM,64,1.0147
cuda,BlenderbotSmallForConditionalGeneration,32,1.0438
cuda,CamemBert,1,1.0833
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.1041
cuda,DistilBertForQuestionAnswering,32,1.0405
cuda,DistillGPT2,1,1.2608
cuda,ElectraForCausalLM,1,1.0778
cuda,ElectraForQuestionAnswering,64,1.2696
cuda,GPT2ForSequenceClassification,4,1.5604
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,1.1394
cuda,LayoutLMForMaskedLM,16,1.1455
cuda,LayoutLMForSequenceClassification,16,1.1859
cuda,M2M100ForConditionalGeneration,2,1.0832
cuda,MBartForCausalLM,16,1.0299
cuda,MBartForConditionalGeneration,8,1.0872
cuda,MT5ForConditionalGeneration,0,0.0000
cuda,MegatronBertForCausalLM,2,1.1412
cuda,MegatronBertForQuestionAnswering,8,1.1429
cuda,MobileBertForMaskedLM,16,1.0643
cuda,MobileBertForQuestionAnswering,32,1.0635
cuda,OPTForCausalLM,4,1.1606
cuda,PLBartForCausalLM,16,1.0676
cuda,PLBartForConditionalGeneration,8,1.0356
cuda,PegasusForCausalLM,8,1.0733
cuda,PegasusForConditionalGeneration,4,1.0793
cuda,RobertaForCausalLM,4,1.0882
cuda,RobertaForQuestionAnswering,64,1.0729
cuda,Speech2Text2ForCausalLM,64,1.0795
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,8,1.0669
cuda,XGLMForCausalLM,1,1.0894
cuda,XLNetLMHeadModel,4,1.1246
cuda,YituTechConvBert,1,1.0797
