dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BartForCausalLM,2,10.351598,19.896023,1.253271,38.966618,2.690497,1.002518,0.219308,0.421620,20.839715
cuda,BartForConditionalGeneration,1,26.992414,43.377788,2.295828,80.332530,5.588963,2.013669,0.720649,0.719032,40.198249
cuda,BertForQuestionAnswering,64,5.389598,30.209782,1.296589,41.598122,3.470665,1.098278,0.245514,0.466477,13.248466
cuda,BigBird,1,12.643830,9.313525,0.929393,19.189974,1.836764,0.875863,0.183654,8.418041,19.337040
cuda,BlenderbotSmallForConditionalGeneration,32,12.537618,29.878501,2.021202,59.800725,4.650548,1.806383,0.469549,0.591066,32.689905
cuda,CamemBert,1,5.452147,27.963972,1.121804,39.249939,3.148330,0.943139,0.228535,0.415963,12.920052
cuda,DebertaForQuestionAnswering,4,8.225485,20.387756,2.201790,32.471963,3.950717,1.778938,0.308497,18.685976,33.211950
cuda,DistilBertForMaskedLM,16,1.882212,17.108474,0.960059,30.620525,1.473618,0.583868,0.107514,0.270878,14.793655
cuda,DistilBertForQuestionAnswering,32,1.941555,15.602944,0.960543,27.395698,1.436481,0.582817,0.105532,0.283654,13.088153
cuda,DistillGPT2,1,1.602379,16.866993,0.559883,26.844894,1.474472,0.513732,0.085775,0.249225,10.831647
cuda,ElectraForCausalLM,1,5.505577,27.965768,1.159726,42.657714,3.171645,0.958202,0.227433,0.402426,16.349026
cuda,GoogleFnet,1,2.361856,8.113772,0.673419,19.320158,1.429831,0.588891,0.107143,4.267237,16.220980
cuda,M2M100ForConditionalGeneration,2,27.340701,65.358682,2.916468,118.872896,6.397081,3.375111,0.710380,2.869020,59.535545
cuda,MBartForCausalLM,16,10.403013,21.827792,1.287845,41.584435,2.791148,1.100089,0.226217,0.423474,21.562190
cuda,MBartForConditionalGeneration,8,27.881271,47.469778,2.798329,86.636921,6.839766,3.196728,0.829818,0.731237,42.932415
cuda,MT5ForConditionalGeneration,2,7.382699,52.671335,2.080470,88.706977,4.557044,1.600798,0.402346,0.693102,38.987147
cuda,MegatronBertForCausalLM,2,17.407898,61.232470,3.052593,74.227188,7.353076,2.216061,0.658548,0.818630,17.057571
cuda,MegatronBertForQuestionAnswering,8,17.302280,60.337884,2.807341,72.647127,7.099606,1.999614,0.588342,0.767945,16.076735
cuda,MobileBertForMaskedLM,16,141.169416,31.652523,3.240638,60.741159,7.954717,3.289040,1.746448,1.480897,34.152061
cuda,MobileBertForQuestionAnswering,32,141.561755,31.171663,3.227224,60.140839,7.958518,3.290166,1.744119,1.318090,33.850435
cuda,OPTForCausalLM,4,5.282589,28.763782,1.307634,51.050113,2.770671,1.135152,0.230949,0.589327,24.275539
cuda,PLBartForCausalLM,16,3.412163,16.043329,0.771104,33.559298,1.447288,0.605115,0.104032,0.281851,18.619703
cuda,PLBartForConditionalGeneration,8,7.570172,37.058788,1.716608,73.371847,3.897374,1.468860,0.330088,0.431811,38.586447
cuda,PegasusForCausalLM,8,10.432147,22.744822,1.183104,40.704366,2.611308,1.000113,0.207431,0.987140,20.224222
cuda,PegasusForConditionalGeneration,4,27.751639,36.115774,2.925749,68.513941,6.139704,2.711148,0.667665,2.855798,38.424851
cuda,RobertaForCausalLM,4,5.552754,31.570381,1.488894,43.449512,3.609351,1.160263,0.254166,0.422024,13.886625
cuda,RobertaForQuestionAnswering,64,5.594732,30.491838,1.315266,41.699887,3.508716,1.108529,0.244897,0.458543,13.078362
cuda,Speech2Text2ForCausalLM,64,3.213964,17.604342,0.639008,36.235070,1.321805,0.549186,0.097705,0.672092,19.990580
cuda,T5Small,1,4.584968,43.560087,1.404587,65.979693,2.465886,0.954505,0.238485,0.520789,24.464983
cuda,TrOCRForCausalLM,8,10.906013,25.949372,1.247900,48.797487,2.741996,0.987254,0.210884,0.634958,24.829074
cuda,XGLMForCausalLM,1,16.161817,56.413928,1.983255,99.143316,6.514084,1.856053,0.561452,1.576663,46.493670
cuda,XLNetLMHeadModel,4,20.051596,77.498749,3.418864,94.261782,10.354054,2.857720,0.767115,20.473690
cuda,YituTechConvBert,1,9.759730,36.273859,2.316786,56.530846,4.184888,1.438823,0.385267,0.572973,23.288875
