dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.3068
cuda,AlbertForQuestionAnswering,2,1.3191
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.1738
cuda,BartForConditionalGeneration,1,1.8077
cuda,BertForMaskedLM,64,1.0786
cuda,BertForQuestionAnswering,64,1.1822
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.0678
cuda,BlenderbotSmallForConditionalGeneration,32,1.5843
cuda,CamemBert,1,3.2381
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,0,0.0000
cuda,DistilBertForQuestionAnswering,0,0.0000
cuda,DistillGPT2,1,2.3194
cuda,ElectraForCausalLM,1,4.8848
cuda,ElectraForQuestionAnswering,64,1.5742
cuda,GPT2ForSequenceClassification,4,1.8042
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,1.1665
cuda,LayoutLMForSequenceClassification,16,1.2795
cuda,M2M100ForConditionalGeneration,2,2.9720
cuda,MBartForCausalLM,16,1.1970
cuda,MBartForConditionalGeneration,8,2.0945
cuda,MT5ForConditionalGeneration,2,4.1113
cuda,MegatronBertForCausalLM,2,3.5531
cuda,MegatronBertForQuestionAnswering,8,2.6602
cuda,MobileBertForMaskedLM,16,3.7520
cuda,MobileBertForQuestionAnswering,32,3.0563
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.3669
cuda,PLBartForConditionalGeneration,8,2.1619
cuda,PegasusForCausalLM,8,1.6897
cuda,PegasusForConditionalGeneration,4,2.5715
cuda,RobertaForCausalLM,4,3.2309
cuda,RobertaForQuestionAnswering,64,1.1947
cuda,Speech2Text2ForCausalLM,64,1.6121
cuda,T5ForConditionalGeneration,4,0.0021
cuda,T5Small,1,0.0329
cuda,TrOCRForCausalLM,8,1.9948
cuda,XGLMForCausalLM,1,3.6674
cuda,XLNetLMHeadModel,4,0.8228
cuda,YituTechConvBert,0,0.0000
