dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,2.124465,4.419398,1.917883,8.859212,2.880100,1.056766,0.143123,5.786320,8.220486,12.241074
cuda,AlbertForQuestionAnswering,4,2.187718,4.611063,1.881206,8.995062,2.890575,1.076309,0.147910,4.499781,6.972530,10.859307
cuda,BartForCausalLM,4,2.240569,6.028916,2.248414,8.479634,2.833095,1.287217,0.253022,5.920702,7.494283,10.983419
cuda,BartForConditionalGeneration,2,6.246413,13.310265,5.634268,19.689035,8.471206,3.331170,1.011535,9.412382,12.809409,21.710411
cuda,BertForMaskedLM,64,2.814648,6.950373,2.400235,9.331748,3.549247,1.431934,0.286069,11.621851,16.157411,16.515672
cuda,BertForQuestionAnswering,128,2.831745,6.868427,2.338607,9.267339,3.473362,1.404782,0.283052,5.953998,8.371662,10.806790
cuda,BigBird,1,10.778688,6.985995,1.593559,9.938864,2.396997,1.265910,0.212708,10.536982,15.208020,1.446345
cuda,BlenderbotSmallForCausalLM,64,1.514414,3.471740,1.586774,5.973402,2.026437,0.958390,0.160964,12.538924,16.700217,12.207813
cuda,BlenderbotSmallForConditionalGeneration,64,4.100595,8.445307,3.897187,13.229843,5.619597,2.378991,0.576613,13.076428,14.447155,21.948292
cuda,CamemBert,1,2.889466,6.551378,2.078458,8.725931,3.211227,1.276093,0.266148,3.056611,7.437566,2.631854
cuda,DebertaForMaskedLM,4,6.930246,61.306337,3.678590,65.291861,4.729257,2.240113,0.340837,22.010388,27.601408,29.936258
cuda,DebertaForQuestionAnswering,8,6.921974,55.910631,3.539239,59.669173,4.596444,2.199048,0.335097,27.304412,25.032766,34.857458
cuda,DistilBertForMaskedLM,64,1.158357,4.054478,1.360944,5.737423,1.747567,0.769924,0.119799,10.496263,15.104444,13.598705
cuda,DistilBertForQuestionAnswering,64,1.179499,4.020005,1.300550,5.630223,1.687284,0.754048,0.117749,9.902170,14.525504,12.871354
cuda,DistillGPT2,1,1.248716,3.501788,0.919667,5.243798,1.351333,0.635164,0.099811,18.597492,21.476081,18.390063
cuda,ElectraForCausalLM,32,2.897616,7.145354,2.478800,9.586857,3.736717,1.492055,0.288652,17.055845,23.142202,22.092350
cuda,ElectraForQuestionAnswering,64,2.851209,6.881664,2.362017,9.165965,3.549163,1.435344,0.285066,10.852952,13.568703,15.615681
cuda,GPT2ForSequenceClassification,4,2.477785,6.710128,2.398451,8.858722,2.922270,1.327449,0.227953,6.880281,12.810051,11.525747
cuda,LayoutLMForMaskedLM,16,3.127516,7.131769,2.479375,9.626309,3.681888,1.473817,0.292423,11.352966,15.239836,16.442818
cuda,LayoutLMForSequenceClassification,16,2.990393,6.872829,2.374477,10.847332,4.193660,2.052984,0.286200,32.772419,36.578643,39.236920
