dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.8856,8.9688,0.7431
cuda,AlbertForQuestionAnswering,4,0.8859,8.9295,0.7540
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,0.9616,8.7823,0.8997
cuda,BartForConditionalGeneration,2,0.9074,22.6388,0.9133
cuda,BertForMaskedLM,64,0.9579,9.1451,0.8990
cuda,BertForQuestionAnswering,128,0.9757,9.5382,0.9520
cuda,BigBird,1,0.9182,17.4303,0.9547
cuda,BlenderbotSmallForCausalLM,64,0.9177,5.8154,0.8172
cuda,BlenderbotSmallForConditionalGeneration,64,0.9236,15.2011,0.8918
cuda,CamemBert,1,0.8361,9.6387,0.7872
cuda,DebertaForMaskedLM,4,0.7323,13.1366,0.9824
cuda,DebertaForQuestionAnswering,8,0.7841,13.4612,1.0737
cuda,DistilBertForMaskedLM,64,0.9399,4.5213,0.8599
cuda,DistilBertForQuestionAnswering,64,0.9524,4.5682,0.9216
cuda,DistillGPT2,1,0.8606,4.2461,0.7527
cuda,ElectraForCausalLM,32,0.9403,9.4797,0.8480
cuda,ElectraForQuestionAnswering,64,0.9802,9.4156,0.9538
cuda,GPT2ForSequenceClassification,4,0.9681,8.4573,0.9164
cuda,LayoutLMForMaskedLM,16,0.9714,9.9570,0.9238
cuda,LayoutLMForSequenceClassification,16,0.9808,9.8564,0.9325
cuda,M2M100ForConditionalGeneration,8,0.8116,23.2360,0.9427
cuda,MBartForCausalLM,32,0.9531,8.6057,0.8924
cuda,MBartForConditionalGeneration,16,0.8352,23.2015,0.8695
cuda,MT5ForConditionalGeneration,8,0.8620,17.0395,0.8300
cuda,MegatronBertForCausalLM,16,0.8552,18.9528,0.8499
cuda,MegatronBertForQuestionAnswering,16,0.8553,18.9105,0.8529
cuda,MobileBertForMaskedLM,32,0.8212,41.3418,0.8864
cuda,MobileBertForQuestionAnswering,64,0.8280,41.8023,0.9965
cuda,OPTForCausalLM,32,0.9311,8.7064,0.8679
cuda,PLBartForCausalLM,32,0.9410,4.4018,0.8444
cuda,PLBartForConditionalGeneration,16,0.8331,11.6157,0.9007
cuda,PegasusForCausalLM,32,0.9517,8.4453,0.8906
cuda,PegasusForConditionalGeneration,16,0.8297,22.2052,0.9628
cuda,RobertaForCausalLM,64,0.9601,9.5038,0.8994
cuda,RobertaForQuestionAnswering,128,0.9836,9.5258,0.9520
cuda,Speech2Text2ForCausalLM,128,0.9338,4.3732,0.8196
cuda,T5ForConditionalGeneration,4,0.9392,11.4585,0.9594
cuda,T5Small,1,0.8758,11.4387,0.9124
cuda,TrOCRForCausalLM,32,0.9540,8.5239,0.8921
cuda,XGLMForCausalLM,8,0.8287,17.8117,0.9234
cuda,YituTechConvBert,1,0.8388,14.3060,0.7819
