dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,2.125211,4.437702,1.916727,8.927606,2.882455,1.071013,0.145110,8.466370,6.494874
cuda,AlbertForQuestionAnswering,4,2.144617,4.489787,1.860101,8.857053,2.859781,1.085006,0.145191,6.781770,6.320092
cuda,BartForCausalLM,4,2.285172,6.055749,2.588625,8.598183,2.870520,1.321692,0.255264,6.424331,5.495972
cuda,BartForConditionalGeneration,2,6.102965,13.267663,5.590717,19.572890,8.395464,3.304169,1.027595,13.045525,12.882499
cuda,BertForMaskedLM,64,2.909488,6.963636,2.424476,9.808961,3.920244,1.447016,0.285304,15.118434,5.380081
cuda,BertForQuestionAnswering,128,2.821305,6.950943,2.345650,9.771438,3.849194,1.412346,0.280389,8.217621,5.275689
cuda,BigBird,1,10.789107,7.213901,2.121577,9.942350,2.382321,1.236516,0.211286,4.961620,1.474171
cuda,BlenderbotSmallForCausalLM,64,1.520064,3.424271,1.833439,5.938910,2.019357,0.951807,0.161309,4.421442,12.137470
cuda,BlenderbotSmallForConditionalGeneration,64,4.088037,8.253591,4.417447,12.549123,5.115343,2.378735,0.589199,14.850580,8.897728
cuda,CamemBert,1,2.812214,6.502483,2.055103,9.112922,3.565435,1.250179,0.265044,4.771874,2.632189
cuda,DebertaForMaskedLM,4,6.556967,58.951407,4.264775,62.651630,4.692284,2.365087,0.332757,26.793231,8.193826
cuda,DebertaForQuestionAnswering,8,7.065184,55.097243,3.481193,59.649101,4.837635,2.545710,0.335910,24.913240,8.259597
cuda,DistilBertForMaskedLM,64,1.169151,4.060665,1.357033,5.699945,1.741705,0.767377,0.119725,15.053364,3.055847
cuda,DistilBertForQuestionAnswering,64,1.178322,4.073929,1.319511,5.706972,1.698064,0.752944,0.121164,14.017948,3.011871
cuda,DistillGPT2,1,1.270215,3.594815,0.937423,5.561638,1.579068,0.632279,0.100519,3.123078,15.257637
cuda,ElectraForCausalLM,32,2.869325,7.148195,2.472335,9.987885,4.128270,1.483482,0.285510,22.669621,5.426033
cuda,ElectraForQuestionAnswering,64,2.991687,7.080568,2.427503,9.779057,3.993155,1.474068,0.290803,12.884447,5.237233
cuda,GPT2ForSequenceClassification,4,2.462475,6.718585,2.720365,8.881298,2.909599,1.323121,0.228441,12.543896,4.982461
cuda,LayoutLMForMaskedLM,16,3.019728,6.986617,2.448920,9.811097,4.009143,1.446458,0.286202,14.168536,5.386064
cuda,LayoutLMForSequenceClassification,16,3.003989,6.937190,2.380449,10.936769,4.562464,1.665874,0.284257,36.329249,6.490689
cuda,M2M100ForConditionalGeneration,8,6.246130,12.284338,4.417686,20.733442,7.358774,3.332122,0.779229,91.422575,13.121912
cuda,MBartForCausalLM,32,2.286198,6.373866,2.457274,9.640233,3.160048,1.433044,0.275261,6.538243,6.164469
cuda,MBartForConditionalGeneration,16,6.141995,12.095503,6.069757,19.499238,9.083350,3.651098,1.104094,10.497703,14.465770
cuda,MT5ForConditionalGeneration,8,5.090573,11.882674,4.218516,17.008614,5.984138,2.072423,0.445240,51.003257,9.536237
cuda,MegatronBertForCausalLM,16,5.622624,14.314018,5.361694,19.211089,8.012863,2.872641,0.799821,24.543985,10.494221
cuda,MegatronBertForQuestionAnswering,16,5.663106,14.138448,5.268493,19.081030,7.958316,2.854036,0.768239,22.652764,10.440083
cuda,MobileBertForMaskedLM,32,13.319420,14.409293,5.412429,27.271199,12.449175,4.854614,2.613835,34.842681,18.696404
cuda,MobileBertForQuestionAnswering,64,13.208097,13.932920,5.312409,26.461390,12.161109,4.813663,2.577350,21.851306,18.243342
cuda,OPTForCausalLM,32,2.350413,5.162118,1.859807,8.600551,3.786493,1.469105,0.264420,5.389534,6.376435
cuda,PLBartForCausalLM,32,1.219911,4.337275,1.564094,6.547044,1.614895,0.744003,0.113854,7.767355,3.830105
cuda,PLBartForConditionalGeneration,16,3.025940,7.360001,3.192009,11.528657,4.024715,2.326266,0.390036,22.629297,7.904504
cuda,PegasusForCausalLM,32,2.486433,6.417166,2.391094,10.027724,3.062651,1.428253,0.274890,8.209439,6.410026
cuda,PegasusForConditionalGeneration,16,6.683697,12.503059,5.596265,20.455808,8.317877,3.755047,0.800572,13.643559,14.096576
cuda,RobertaForCausalLM,64,2.942871,7.126776,2.450121,9.855942,4.032909,1.476096,0.287308,11.064890,5.293219
cuda,RobertaForQuestionAnswering,128,2.837817,6.928128,2.360486,9.569448,3.845533,1.416599,0.280079,5.083668,5.112927
cuda,Speech2Text2ForCausalLM,128,1.229127,4.859197,0.914489,7.629060,1.667165,0.712290,0.113142,7.714842,3.734494
cuda,T5ForConditionalGeneration,4,3.268225,9.078508,2.744747,11.937960,3.862845,1.504394,0.282009,36.881799,6.162411
cuda,T5Small,1,3.264310,8.523591,2.418452,11.587037,3.442075,1.287803,0.263730,33.202562,5.613742
cuda,TrOCRForCausalLM,32,2.262408,6.050600,2.281514,8.831656,2.923558,1.380034,0.266109,7.011808,5.753871
cuda,XGLMForCausalLM,8,5.114816,11.131805,5.344335,17.419450,7.236958,2.755641,0.709862,145.977570,12.437155
cuda,YituTechConvBert,1,4.057518,8.539975,3.510941,12.541011,5.460609,1.878124,0.433733,105.740339,7.681137
