dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BartForCausalLM,4,1.996446,10.303466,5.441593,1.833295,7.852423,2.312557,1.091855,0.223800,1.286819,1.498705,5.611819
cuda,BartForConditionalGeneration,2,4.911401,26.061296,13.323645,4.442814,17.967909,7.166263,2.731350,0.812685,0.849353,1.139281,10.152533
cuda,BertForMaskedLM,16,2.348423,10.547498,5.387158,1.812432,9.298416,2.745590,1.215387,0.263459,1.805730,7.619567,1.455561
cuda,BertForQuestionAnswering,16,2.349127,10.574906,5.393384,1.801106,9.220436,2.731549,1.211424,0.261272,1.389611,7.106943,1.033921
cuda,BlenderbotSmallForCausalLM,64,1.194332,6.529119,3.221580,1.072674,5.260784,1.661168,0.806903,0.143391,2.381863,5.701914,2.093257
cuda,BlenderbotSmallForConditionalGeneration,64,3.402549,14.986058,6.415802,2.747262,10.373099,4.979197,1.958566,0.486367,2.066189,8.918411,1.380672
cuda,CamemBert,16,2.411572,10.944345,5.675921,1.832256,9.537509,2.755702,1.222276,0.269594,0.718966,6.502418,0.347701
cuda,DistilBertForMaskedLM,128,0.893263,5.564026,2.864773,0.980472,5.019595,1.528428,0.642990,0.118597,1.415956,4.597332,1.195506
cuda,DistilBertForQuestionAnswering,256,0.960993,5.792940,2.967264,1.007748,5.166326,1.616404,0.668517,0.115673,0.860107,4.137728,0.590793
cuda,DistillGPT2,16,1.091433,6.186336,3.652772,1.016026,5.450565,1.554597,0.663812,0.096962,2.060669,2.286467,4.916696
cuda,ElectraForCausalLM,32,2.360656,12.747582,7.714051,1.819323,12.037592,2.916535,1.280744,0.269167,3.144723,2.631536,9.568957
cuda,ElectraForQuestionAnswering,64,2.408788,10.933552,5.690869,1.796989,9.308699,2.738306,1.209529,0.264041,1.707072,7.210627,1.340305
cuda,GPT2ForSequenceClassification,4,2.299495,8.905201,4.295179,2.119800,6.636562,2.388707,1.463056,0.210709,1.294218,5.836226,1.020001
cuda,GoogleFnet,16,1.273068,12.167148,9.637406,1.037977,12.660424,1.514886,0.633020,0.105911,3.722623,1.754946,7.848578
cuda,LayoutLMForMaskedLM,16,2.659666,10.659673,5.374558,1.844577,9.268770,2.787865,1.222650,0.268756,1.787212,7.618421,1.462834
cuda,LayoutLMForSequenceClassification,16,2.672429,10.966494,5.693507,1.837703,16.428950,3.694671,1.430710,0.267486,6.966097,19.629684,6.586723
cuda,M2M100ForConditionalGeneration,16,4.671411,23.534878,11.779811,3.831962,17.959694,6.670319,2.865941,0.628890,3.670634,9.610535,13.873636
cuda,MBartForCausalLM,4,1.939873,10.963160,6.168962,1.622692,8.709827,2.305879,1.087643,0.205359,1.358572,1.324378,5.603850
cuda,MBartForConditionalGeneration,2,4.931040,24.127496,11.232117,4.415942,15.953943,7.166821,2.782335,0.786251,0.933507,0.489791,10.282394
cuda,MT5ForConditionalGeneration,16,4.717354,17.785195,8.211623,2.913038,12.835764,5.226969,1.757678,0.438685,3.824039,20.270144,11.529485
cuda,MegatronBertForCausalLM,4,4.530347,17.450565,7.373610,3.768301,12.940553,5.979838,2.377315,0.700902,0.993336,10.506931,0.394843
cuda,MegatronBertForQuestionAnswering,8,4.592267,17.222982,7.130452,3.646848,12.614523,5.782067,2.301288,0.691949,1.242392,10.547239,0.535611
cuda,MobileBertForMaskedLM,64,10.666567,24.900348,7.799006,4.514432,16.421629,7.855739,3.489080,1.875509,2.881578,16.726576,1.755395
cuda,MobileBertForQuestionAnswering,128,10.607903,24.582657,7.607730,5.413735,16.972759,7.757803,3.940228,2.225724,2.501036,17.977695,1.038165
