dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.192501,3.635721,2.093694,8.269507,3.062958,1.128928,0.145051,1.270776,8.088884,0.807129
cuda,AlbertForQuestionAnswering,4,2.179378,3.609962,1.836210,8.202733,2.994419,1.112313,0.137188,0.889294,7.590738,0.411437
cuda,BartForCausalLM,4,2.298456,6.274337,2.409782,9.368170,3.622650,1.395602,0.263467,2.195999,2.341432,7.806479
cuda,BartForConditionalGeneration,2,6.586952,13.370385,5.549865,19.555985,8.991607,3.433758,1.000237,1.036235,1.139494,13.043244
cuda,BertForMaskedLM,16,2.806555,5.147889,2.613979,7.757345,3.592240,1.509664,0.288720,1.734000,7.068029,1.434649
cuda,BertForQuestionAnswering,16,2.815381,5.115995,2.554366,7.595219,3.546498,1.501917,0.283569,1.317540,6.460396,1.015006
cuda,BlenderbotSmallForCausalLM,64,1.513088,3.756445,1.585641,6.038919,2.385197,1.020439,0.166047,2.857397,6.794897,2.536310
cuda,BlenderbotSmallForConditionalGeneration,64,4.476983,8.414513,3.639448,13.130644,6.185812,2.477603,0.580034,1.995041,1.922374,10.531332
cuda,CamemBert,16,2.815241,5.230996,2.629236,7.783445,3.598799,1.510479,0.290738,0.642609,5.937672,0.329749
cuda,DebertaForMaskedLM,4,7.092517,14.810510,3.427105,18.676610,5.055190,2.405267,0.338013,20.389394,0.912084,27.942700
cuda,DebertaForQuestionAnswering,8,6.938810,14.951827,3.433943,18.875568,5.119404,2.437968,0.340262,23.484230,1.796557,31.103001
cuda,DebertaV2ForMaskedLM,1,11.583367,17.764286,4.581019,22.770764,6.053300,3.155123,0.595458,57.721769,1.489998,67.737941
cuda,DebertaV2ForQuestionAnswering,2,11.544893,17.038665,5.175560,22.335531,7.169827,3.594006,0.584819,57.646400,0.576628,68.540111
cuda,DistilBertForMaskedLM,128,1.171322,3.111094,1.260039,4.989861,1.783369,0.824640,0.121342,1.413715,4.609691,1.143173
cuda,DistilBertForQuestionAnswering,256,1.194172,3.121122,1.207150,5.049784,1.768137,0.822011,0.117676,0.826195,4.018313,0.550187
cuda,DistillGPT2,16,1.282895,4.139150,1.074528,6.177603,1.909094,0.806721,0.110822,2.458376,2.358794,5.623639
cuda,ElectraForCausalLM,32,2.850833,6.832870,2.618494,9.919893,3.395714,1.585336,0.287854,3.239948,2.576702,9.060431
cuda,ElectraForQuestionAnswering,64,2.836066,5.148226,2.559855,7.657735,3.586673,1.503659,0.288576,1.645896,6.824533,1.327735
cuda,GPT2ForSequenceClassification,4,2.468030,4.877128,2.047763,7.604359,3.163835,1.393493,0.262057,1.526142,6.395098,1.226794
cuda,LayoutLMForMaskedLM,16,3.273147,5.422084,2.469928,8.456192,4.033171,1.557845,0.296411,1.749052,7.367931,1.423525
cuda,LayoutLMForSequenceClassification,16,3.219644,5.724727,2.407083,9.684955,4.630260,1.785594,0.293267,6.341735,13.095965,5.887165
cuda,M2M100ForConditionalGeneration,16,6.194434,12.471624,4.519957,21.019595,8.449497,3.684849,0.840116,5.173690,12.324821,18.677919
cuda,MBartForCausalLM,4,2.288519,6.761945,2.510736,10.071259,3.757151,1.459594,0.293829,2.118448,2.155691,8.046555
cuda,MBartForConditionalGeneration,2,6.660642,12.337335,5.713034,19.570967,9.530597,3.588584,1.100749,1.041547,0.579378,14.267919
cuda,MT5ForConditionalGeneration,16,5.207597,9.634592,3.679951,16.145194,6.693893,2.220078,0.499018,3.950696,18.943500,14.324828
cuda,MegatronBertForCausalLM,4,5.676361,9.638063,5.095135,14.984246,7.899025,3.059004,0.850039,1.184411,11.851675,0.395117
cuda,MegatronBertForQuestionAnswering,8,5.575128,9.309121,4.885709,14.486011,7.153946,2.917457,0.829428,1.328680,11.615186,0.487090
cuda,MobileBertForMaskedLM,64,13.310525,10.602095,6.243049,24.868444,12.584009,6.685913,2.822251,2.777620,23.666026,1.716274
cuda,MobileBertForQuestionAnswering,128,13.338902,10.001324,6.756007,25.434260,14.117188,5.469359,3.139253,2.645683,25.212847,1.008248
cuda,OPTForCausalLM,2,2.317704,5.713420,1.935704,9.203262,3.884197,1.544845,0.271079,2.414435,2.418669,7.933644
cuda,PLBartForCausalLM,8,1.178979,4.387885,1.240695,6.379539,1.701666,0.793034,0.116050,1.352830,1.523935,4.804293
cuda,PLBartForConditionalGeneration,4,3.195430,7.408961,3.028179,11.613617,4.519943,1.932595,0.394530,2.691749,2.730796,10.061765
cuda,PegasusForCausalLM,32,2.275557,6.356220,2.455865,10.167614,3.693557,1.501602,0.296617,2.623397,2.313048,8.997442
cuda,PegasusForConditionalGeneration,32,5.940543,12.112466,5.680357,20.063293,8.984220,3.750156,0.836890,2.804490,0.647616,16.709792
cuda,Reformer,16,2.187787,7.687479,0.747513,8.442098,1.184277,0.594510,0.052270,1.271947,1.614927,2.820932
cuda,RobertaForCausalLM,16,2.798268,5.823630,2.615872,8.163517,3.636102,1.527254,0.289327,0.651682,0.708343,5.717749
cuda,RobertaForQuestionAnswering,16,2.799397,5.155889,2.563120,7.372503,3.511335,1.499949,0.283377,0.421335,5.311491
cuda,Speech2Text2ForCausalLM,256,1.227552,4.891889,0.860450,7.263155,1.643896,0.726173,0.111354,1.482626,1.320408,4.762373
cuda,T5ForConditionalGeneration,4,3.701510,7.280918,2.245041,11.374682,4.645950,1.599975,0.310225,2.997319,6.446706,9.460588
cuda,T5Small,4,3.551974,7.332304,2.279714,11.477031,4.720629,1.620315,0.312464,2.946836,6.301170,9.501424
cuda,TrOCRForCausalLM,32,2.269961,6.226005,2.404511,9.644833,3.776418,1.493834,0.276711,1.226823,1.274973,7.154769
cuda,XGLMForCausalLM,8,4.740494,11.581037,5.640898,17.928226,7.838512,2.951059,0.782853,5.139490,32.049821,17.355875
cuda,XLNetLMHeadModel,8,6.678849,71.026972,5.687028,77.574605,10.634058,61.158836,0.892043,8.078267,12.954094
