
cuda,AlbertForMaskedLM,0,0.0000
cuda,AlbertForQuestionAnswering,0,0.0000
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,0.7580,148.3050,9.8508,0.3748
cuda,BartForConditionalGeneration,0,0.0000
cuda,BertForMaskedLM,16,0.7539,145.5109,10.5596,0.3656
cuda,BertForQuestionAnswering,16,0.7715,124.0438,10.6879,0.3618
cuda,BlenderbotForCausalLM,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.7156,81.6316,6.7499,0.3687
cuda,BlenderbotSmallForConditionalGeneration,64,0.7333,150.0955,18.3666,0.3960
cuda,CamemBert,16,0.7655,154.3758,10.8943,0.3657
cuda,DebertaForMaskedLM,4,0.7784,79.0122,35.6165,0.3624
cuda,DebertaForQuestionAnswering,8,0.7242,103.9868,35.5833,0.3252
cuda,DebertaV2ForMaskedLM,1,0.7701,129.7239,79.8835,0.4917
cuda,DebertaV2ForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,128,0.7150,117.8968,6.2535,0.3516
cuda,DistilBertForQuestionAnswering,256,0.7578,135.7565,5.8109,0.3185
cuda,DistillGPT2,16,0.7633,138.5156,5.0758,0.3596
cuda,ElectraForCausalLM,32,0.7140,122.3420,11.2864,0.3928
cuda,ElectraForQuestionAnswering,64,0.7673,149.4921,10.8930,0.3384
cuda,GPT2ForSequenceClassification,0,0.0000
cuda,LayoutLMForMaskedLM,16,0.7565,148.1370,11.8422,0.3662
cuda,LayoutLMForSequenceClassification,16,0.7737,125.6888,11.6182,0.3632
cuda,M2M100ForConditionalGeneration,16,0.8452,127.7060,28.9788,0.4099
cuda,MBartForCausalLM,4,0.7553,146.6273,10.0932,0.3747
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,16,1.0885,85.7228,21.0118,0.4151
cuda,MegatronBertForCausalLM,4,0.7622,114.4560,22.5845,0.3875
cuda,MegatronBertForQuestionAnswering,8,0.7656,186.7422,23.3526,0.3721
cuda,MobileBertForMaskedLM,64,1.2379,142.9037,58.9628,0.3355
cuda,MobileBertForQuestionAnswering,128,0.9901,182.9888,58.9893,0.3060
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,8,0.7612,144.5895,5.2857,0.3624
cuda,PLBartForConditionalGeneration,4,0.7381,157.6636,13.9474,0.3746
cuda,PegasusForCausalLM,32,0.7506,91.7489,10.3259,0.4175
cuda,PegasusForConditionalGeneration,0,0.0000
cuda,Reformer,16,0.9799,306.4396,5.8950,0.5635
cuda,RobertaForCausalLM,16,0.7564,151.6209,11.1384,0.3654
cuda,RobertaForQuestionAnswering,16,0.7651,124.5103,10.6075,0.3619
cuda,Speech2Text2ForCausalLM,256,0.6887,76.9458,5.7445,0.3505
cuda,T5ForConditionalGeneration,4,0.7572,134.8586,13.5905,0.3625
cuda,T5Small,4,0.7564,134.3841,13.8472,0.3625
cuda,TrOCRForCausalLM,0,0.0000
cuda,XGLMForCausalLM,8,0.9106,94.0417,28.3778,0.4336
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,16,0.7888,169.1462,17.1653,0.3774
