dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,AlbertForMaskedLM,4,1,1,475,475,1.0000,0.9971,2.0286
cuda,AlbertForQuestionAnswering,4,1,1,471,471,1.0000,0.9971,2.0460
cuda,AllenaiLongformerBase,1,4,4,3312,3315,0.9991,0.9944,9.4868
cuda,BartForCausalLM,8,1,1,505,505,1.0000,0.9983,2.6382
cuda,BartForConditionalGeneration,2,1,1,1306,1306,1.0000,0.9989,10.2728
cuda,BertForMaskedLM,64,1,1,379,379,1.0000,0.9966,5.0448
cuda,BertForQuestionAnswering,64,1,1,410,410,1.0000,0.9965,5.1188
cuda,BigBird,1,64,75,5439,5517,0.9859,0.9716,7.7488
cuda,BlenderbotSmallForCausalLM,64,1,1,344,344,1.0000,0.9960,1.5514
cuda,BlenderbotSmallForConditionalGeneration,64,1,1,879,879,1.0000,0.9981,5.5034
cuda,CamemBert,1,1,1,412,412,1.0000,0.9965,5.0768
cuda,DebertaForMaskedLM,16,111,51,779,821,0.9488,0.7735,3.5409
cuda,DebertaForQuestionAnswering,16,111,51,801,848,0.9446,0.7707,3.4671
cuda,DebertaV2ForMaskedLM,4,163,99,956,1037,0.9219,0.7837,6.2908
cuda,DebertaV2ForQuestionAnswering,4,163,99,958,1049,0.9133,0.7873,6.2950
cuda,DistilBertForMaskedLM,32,1,1,244,244,1.0000,0.9946,1.1198
cuda,DistilBertForQuestionAnswering,32,1,1,236,236,1.0000,0.9948,1.1110
cuda,DistillGPT2,1,1,1,393,393,1.0000,0.9926,1.6664
cuda,ElectraForCausalLM,32,1,1,412,412,1.0000,0.9967,5.2892
cuda,ElectraForQuestionAnswering,64,1,1,401,401,1.0000,0.9970,5.1921
cuda,GPT2ForSequenceClassification,4,2,2,737,738,0.9986,0.9986,4.4940
cuda,GPTNeoForCausalLM,4,1,1,1271,1271,1.0000,0.9994,7.3643
cuda,GPTNeoForSequenceClassification,4,2,2,1192,1192,1.0000,0.9993,7.5059
cuda,GoogleFnet,1,27,27,240,276,0.8696,0.8224,0.9912
cuda,LayoutLMForMaskedLM,16,1,1,452,452,1.0000,0.9966,5.3739
cuda,LayoutLMForSequenceClassification,16,2,2,457,458,0.9978,0.9958,5.2388
cuda,M2M100ForConditionalGeneration,4,7,7,1317,1319,0.9985,0.9972,6.1887
cuda,MBartForCausalLM,16,1,1,504,504,1.0000,0.9976,2.5757
cuda,MBartForConditionalGeneration,8,1,1,1329,1329,1.0000,0.9990,10.4741
cuda,MT5ForConditionalGeneration,4,1,1,1251,1251,1.0000,0.9980,13.4014
cuda,MegatronBertForCausalLM,8,1,1,776,776,1.0000,0.9979,16.7168
cuda,MegatronBertForQuestionAnswering,8,1,1,777,777,1.0000,0.9981,16.5010
cuda,MobileBertForMaskedLM,16,1,1,1639,1639,1.0000,0.9990,67.0011
cuda,MobileBertForQuestionAnswering,32,1,1,1625,1625,1.0000,0.9990,67.2958
cuda,OPTForCausalLM,16,1,1,612,612,1.0000,0.9976,2.6160
cuda,PLBartForCausalLM,16,1,1,269,269,1.0000,0.9965,1.2389
cuda,PLBartForConditionalGeneration,8,1,1,671,671,1.0000,0.9980,3.7799
cuda,PegasusForCausalLM,16,4,4,506,507,0.9980,0.9961,2.4405
cuda,PegasusForConditionalGeneration,8,7,7,1303,1306,0.9977,0.9979,6.2962
cuda,RobertaForCausalLM,64,1,1,416,416,1.0000,0.9968,5.2052
cuda,RobertaForQuestionAnswering,64,1,1,409,409,1.0000,0.9954,5.1787
cuda,Speech2Text2ForCausalLM,64,4,4,273,275,0.9927,0.9967,1.2256
cuda,T5ForConditionalGeneration,4,1,1,863,863,1.0000,0.9986,7.6627
cuda,T5Small,1,1,1,869,869,1.0000,0.9978,7.5530
cuda,TrOCRForCausalLM,16,1,1,505,505,1.0000,0.9976,2.4415
cuda,XGLMForCausalLM,4,4,4,1002,1002,1.0000,0.9974,6.2746
cuda,XLNetLMHeadModel,8,1,1,981,981,1.0000,0.9991,14.7302
cuda,YituTechConvBert,1,1,1,680,680,1.0000,0.9979,8.2956
