dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.5809
cuda,AlbertForQuestionAnswering,2,1.5887
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.3888
cuda,BartForConditionalGeneration,1,0.9412
cuda,BertForMaskedLM,64,1.2394
cuda,BertForQuestionAnswering,64,1.3559
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.2085
cuda,BlenderbotSmallForConditionalGeneration,32,1.7149
cuda,CamemBert,1,2.8006
cuda,DebertaForMaskedLM,4,1.3093
cuda,DebertaForQuestionAnswering,4,1.7905
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.7396
cuda,DistilBertForQuestionAnswering,32,1.6301
cuda,DistillGPT2,1,2.3295
cuda,ElectraForCausalLM,1,4.5663
cuda,ElectraForQuestionAnswering,64,1.8888
cuda,GPT2ForSequenceClassification,4,2.4587
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,1.3959
cuda,LayoutLMForSequenceClassification,16,1.5308
cuda,M2M100ForConditionalGeneration,2,3.1176
cuda,MBartForCausalLM,16,1.2730
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,0,0.0000
cuda,MegatronBertForCausalLM,2,3.3713
cuda,MegatronBertForQuestionAnswering,8,2.8055
cuda,MobileBertForMaskedLM,16,4.3177
cuda,MobileBertForQuestionAnswering,32,4.0402
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.3487
cuda,PLBartForConditionalGeneration,0,0.0000
cuda,PegasusForCausalLM,8,1.7314
cuda,PegasusForConditionalGeneration,4,2.8802
cuda,RobertaForCausalLM,4,3.1507
cuda,RobertaForQuestionAnswering,64,1.3703
cuda,Speech2Text2ForCausalLM,64,1.7464
cuda,T5ForConditionalGeneration,4,1.7419
cuda,T5Small,1,1.8386
cuda,TrOCRForCausalLM,8,1.6615
cuda,XGLMForCausalLM,0,0.0000
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,0,0.0000
