dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,0.9996
cuda,AlbertForQuestionAnswering,2,1.0002
cuda,AllenaiLongformerBase,1,1.0323
cuda,BartForCausalLM,2,0.9989
cuda,BartForConditionalGeneration,1,1.0168
cuda,BertForMaskedLM,64,0.9991
cuda,BertForQuestionAnswering,64,0.9996
cuda,BigBird,1,1.0047
cuda,BlenderbotSmallForCausalLM,64,0.9987
cuda,BlenderbotSmallForConditionalGeneration,32,1.0112
cuda,CamemBert,1,1.0413
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.0290
cuda,DistilBertForQuestionAnswering,32,1.0347
cuda,DistillGPT2,1,1.0285
cuda,ElectraForCausalLM,1,1.0379
cuda,ElectraForQuestionAnswering,64,0.9996
cuda,GPT2ForSequenceClassification,4,1.0001
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,0.9993
cuda,LayoutLMForSequenceClassification,16,0.9990
cuda,M2M100ForConditionalGeneration,2,1.2520
cuda,MBartForCausalLM,16,1.0136
cuda,MBartForConditionalGeneration,8,1.0112
cuda,MT5ForConditionalGeneration,2,1.0206
cuda,MegatronBertForCausalLM,2,1.0361
cuda,MegatronBertForQuestionAnswering,8,1.0364
cuda,MobileBertForMaskedLM,16,1.0130
cuda,MobileBertForQuestionAnswering,32,1.0135
cuda,OPTForCausalLM,4,1.0137
cuda,PLBartForCausalLM,16,1.0149
cuda,PLBartForConditionalGeneration,8,1.0153
cuda,PegasusForCausalLM,8,1.1999
cuda,PegasusForConditionalGeneration,4,1.2273
cuda,RobertaForCausalLM,4,1.0361
cuda,RobertaForQuestionAnswering,64,0.9997
cuda,Speech2Text2ForCausalLM,64,1.1323
cuda,T5ForConditionalGeneration,4,1.0023
cuda,T5Small,1,1.0184
cuda,TrOCRForCausalLM,8,1.0109
cuda,XGLMForCausalLM,1,1.2210
cuda,XLNetLMHeadModel,4,1.0005
cuda,YituTechConvBert,1,1.0218
