dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.671438,3.243254,1.929089,6.942110,2.600290,0.966307,0.134890,1.404706,7.110054,0.875639
cuda,AlbertForQuestionAnswering,4,1.705596,3.251878,1.875051,7.493044,2.566124,0.957302,0.131169,1.091410,7.284099,0.520973
cuda,BartForCausalLM,4,1.861988,6.245671,2.295775,8.345199,2.841985,1.116870,0.202796,1.360814,1.378126,5.843258
cuda,BartForConditionalGeneration,2,4.863291,14.439375,6.419733,18.455969,7.358829,2.787796,0.773122,1.113153,1.135352,11.777419
cuda,BertForMaskedLM,64,2.511156,6.696669,2.390851,8.425078,2.950247,1.222909,0.239946,2.068037,6.282394,1.482796
cuda,BertForQuestionAnswering,128,2.524053,6.549454,2.313290,8.419216,2.896815,1.204225,0.235739,1.411981,5.689224,0.790619
cuda,BlenderbotSmallForCausalLM,64,1.209030,3.611394,1.459331,5.663136,1.791578,0.831540,0.135585,2.634849,6.384612,2.266515
cuda,BlenderbotSmallForConditionalGeneration,64,3.291991,8.700790,4.177248,11.933991,5.128686,2.015550,0.455527,2.384809,1.890464,9.955353
cuda,CamemBert,1,2.336216,6.255627,2.062644,8.054113,2.626710,1.023363,0.213670,0.959842,4.913384,0.565311
cuda,DebertaForMaskedLM,4,6.153260,16.440345,2.913616,19.285890,3.872627,1.847937,0.306725,19.113161,0.854811,25.103059
cuda,DebertaForQuestionAnswering,8,6.276948,16.375783,2.839002,19.198188,3.817281,1.825364,0.303518,19.794641,1.791102,25.685806
cuda,DistilBertForMaskedLM,64,0.901362,3.451731,1.194404,4.764859,1.626528,0.630488,0.105902,1.803434,4.358819,1.488449
cuda,DistilBertForQuestionAnswering,64,0.900422,3.315984,1.143559,4.661538,1.578885,0.616199,0.103040,1.393233,3.929824,1.058938
cuda,DistillGPT2,1,1.015174,2.402210,0.801488,4.163387,1.089762,0.531165,0.088606,3.840993,6.445316,3.623849
cuda,ElectraForCausalLM,32,2.350919,8.690688,2.360752,11.667397,3.037468,1.286320,0.237580,3.493856,2.629153,8.926143
cuda,ElectraForQuestionAnswering,64,2.424897,6.532437,2.295867,8.314034,2.902353,1.191487,0.236309,1.931564,6.105732,1.313829
cuda,GPT2ForSequenceClassification,4,2.086270,4.621034,2.219120,6.666612,2.397608,1.153069,0.203685,1.403616,5.752043,1.013400
cuda,GoogleFnet,1,1.238840,9.225521,0.962467,11.917876,1.345004,0.623184,0.104407,4.911498,8.642085,0.628172
cuda,LayoutLMForMaskedLM,16,2.729434,6.746039,2.426126,8.545092,3.047503,1.233911,0.238639,2.026321,6.346013,1.420981
cuda,LayoutLMForSequenceClassification,16,2.650429,6.472187,2.295231,9.703513,3.603127,1.409834,0.231849,7.238571,12.857605,6.782844
cuda,M2M100ForConditionalGeneration,8,4.755929,11.947273,4.481629,17.764724,6.177903,2.732246,0.595264,4.636082,13.720722,15.143540
cuda,MBartForCausalLM,32,1.779777,7.800588,2.293274,10.151982,2.930690,1.186621,0.217916,1.368812,1.254510,6.101403
cuda,MBartForConditionalGeneration,16,4.934802,13.687819,6.591657,18.178074,8.178817,3.053932,0.839926,1.182264,0.492717,12.490221
cuda,MT5ForConditionalGeneration,8,4.787759,6.915921,4.027586,11.144259,5.081743,1.680367,0.425117,4.453284,12.873976,3.922215
cuda,MegatronBertForCausalLM,16,4.660331,9.350240,5.678598,11.565405,5.866719,2.372328,0.596881,2.254333,10.332375,1.326279
cuda,MegatronBertForQuestionAnswering,16,4.655752,9.641520,5.557682,11.872134,5.738890,2.338616,0.610175,1.851624,9.823794,0.925534
cuda,MobileBertForMaskedLM,32,10.991668,6.943047,7.164636,15.427786,7.418277,3.587240,1.703035,3.595298,19.560163,2.270751
cuda,MobileBertForQuestionAnswering,64,11.182486,7.069538,6.975664,15.179771,7.089453,3.533934,1.735047,2.812960,18.210443,1.333173
cuda,OPTForCausalLM,32,1.812038,5.707800,2.178962,8.225008,2.904941,1.257431,0.222276,1.479519,1.649156,6.257415
cuda,PLBartForCausalLM,32,0.946252,4.758818,1.227525,6.801126,1.725050,0.666448,0.100849,1.440439,1.583390,4.760647
