dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,29.605339,27.424443,23.938223,16.384444,1.893441,29.487552,3.596154,1.376162,0.164735,3.028853,7.470475,18.194730
cuda,AlbertForQuestionAnswering,4,27.241205,25.054605,21.546524,13.920319,1.862720,24.954757,3.563486,1.366002,0.162815,1.006778,3.721393,14.073726
cuda,BartForCausalLM,4,31.726151,27.342325,23.805140,15.241134,2.224478,22.320750,4.182073,2.159475,0.251517,4.386486,2.721920,13.932480
cuda,BartForConditionalGeneration,2,62.197906,50.503777,46.847782,23.427945,6.703771,30.585225,12.035079,5.117769,1.448052,1.016027,0.434804,15.484914
cuda,BertForMaskedLM,16,33.738190,28.431697,24.704955,15.054727,2.373988,23.880150,4.862155,2.082715,0.347408,0.570128,6.744613,12.008194
cuda,BertForQuestionAnswering,16,32.195054,27.372203,23.762761,14.339063,2.315248,21.601221,4.752067,2.059397,0.341882,0.218639,6.324949,10.037532
cuda,BlenderbotSmallForCausalLM,64,23.665162,20.582933,17.097197,11.173520,1.476987,19.262115,2.795329,1.463504,0.171627,3.945164,2.904225,13.675436
cuda,BlenderbotSmallForConditionalGeneration,64,42.910645,35.860254,32.107936,16.718363,4.177093,23.854887,8.071170,3.440979,0.753837,1.664071,2.256291,13.376232
cuda,CamemBert,16,33.275462,28.428630,24.651561,15.294068,2.350692,22.397825,5.130745,2.065789,0.340664,0.579098,5.404992,10.271222
cuda,DebertaForMaskedLM,4,37.819542,32.116374,28.566543,20.432201,2.288095,29.866741,4.739468,2.240871,0.319207,15.392089,3.232648,27.444823
cuda,DebertaForQuestionAnswering,8,38.259604,32.503257,28.746019,20.632282,2.277249,31.262306,4.695009,2.245818,0.319516,17.261353,3.789364,30.500049
cuda,DebertaV2ForMaskedLM,1,55.866664,42.593982,38.781844,22.723125,3.810822,31.614576,6.566637,3.596680,0.630844,36.250934,1.363753,49.890441
cuda,DebertaV2ForQuestionAnswering,2,53.688914,40.429853,36.578897,20.431399,4.461283,29.584558,7.709680,4.130972,0.649565,36.257067,50.530534
cuda,DistilBertForMaskedLM,128,20.784783,18.810201,15.306651,10.373603,1.248739,15.679540,2.474793,1.118336,0.147503,3.591630,9.031476,10.271003
cuda,DistilBertForQuestionAnswering,256,21.080387,19.114115,15.604659,10.655793,1.223698,16.196248,2.498886,1.112509,0.142539,3.895059,10.613742,10.780715
cuda,DistillGPT2,16,18.734949,16.941897,13.412875,9.112153,1.279254,14.258502,2.305548,1.008211,0.131374,0.996887,2.347439,7.531167
cuda,ElectraForCausalLM,32,39.873693,34.480644,30.823270,21.362940,2.374858,37.054360,4.970000,2.137439,0.360739,2.291295,14.137779,20.600559
cuda,ElectraForQuestionAnswering,64,34.220534,29.369869,24.853567,15.418737,2.339489,27.768548,4.824480,2.066552,0.345976,0.224245,6.908571,15.154602
cuda,GPT2ForSequenceClassification,4,27.723759,24.248909,20.019676,11.968226,2.711876,16.302181,4.037343,1.895970,0.310812,0.518851,2.244965,7.776983
cuda,LayoutLMForMaskedLM,16,35.943838,31.107202,27.474301,17.971750,2.614988,27.005970,5.005253,2.122136,0.351736,3.039955,6.719826,14.935320
cuda,LayoutLMForSequenceClassification,16,35.136505,30.293919,26.637767,17.192789,2.573282,27.218634,4.934764,2.116319,0.348917,5.468553,8.987743,18.318932
cuda,M2M100ForConditionalGeneration,16,81.412845,63.219662,59.129120,33.268927,7.888420,46.073848,13.171383,6.302432,0.852644,17.693990,22.962660,39.156655
cuda,MBartForCausalLM,4,32.785078,28.372135,24.547094,15.971826,2.335031,24.035412,4.237327,2.155464,0.252415,4.343457,2.740824,14.984708
cuda,MBartForConditionalGeneration,2,64.845993,52.909929,49.128318,25.282624,7.451717,34.100961,12.434530,5.912194,1.623600,0.686049,0.390706,17.581010
cuda,MT5ForConditionalGeneration,16,52.147648,46.047526,42.012621,27.522034,3.982155,40.078242,6.530167,2.646580,0.450516,37.458199,67.019491,54.391538
cuda,MegatronBertForCausalLM,4,57.273224,46.666914,42.815558,23.516969,5.402755,33.555878,10.299491,4.118770,1.042640,2.186412,11.995870,18.110013
cuda,MegatronBertForQuestionAnswering,8,55.812741,45.505221,41.622466,23.106964,5.339577,32.989432,10.121839,4.060177,1.026319,2.484201,10.661395,18.187218
cuda,MobileBertForMaskedLM,64,69.356484,56.354550,52.456880,22.687116,5.946554,44.643016,14.770592,6.650070,4.144221,23.129513,43.728068,51.699492
cuda,MobileBertForQuestionAnswering,128,70.439718,57.373778,53.493193,23.576324,6.575020,46.746490,14.178272,6.675712,4.134053,18.113436,36.513391,48.526022
cuda,OPTForCausalLM,2,28.951190,24.715358,20.893360,12.665363,2.508535,20.528525,4.434541,2.258424,0.250321,4.612879,2.555373,15.225543
cuda,PLBartForCausalLM,8,25.401433,22.874481,19.074388,14.174506,1.206271,21.345265,2.258096,1.145143,0.127090,2.456016,1.918169,10.965664
cuda,PLBartForConditionalGeneration,4,44.959048,38.217329,34.305398,22.772924,3.262872,31.987154,5.707737,2.780592,0.347920,3.886605,3.657233,16.675665
cuda,PegasusForCausalLM,32,32.647990,28.323909,24.429587,15.475473,2.317298,24.058170,4.211333,2.142222,0.255330,5.007589,3.267893,16.149255
cuda,PegasusForConditionalGeneration,32,49.884462,45.439896,41.515447,21.355656,4.824632,33.653621,9.434531,4.312644,0.980316,2.573780,1.817716,20.158888
cuda,RobertaForCausalLM,16,36.401062,31.560879,27.716386,18.281541,2.336034,24.894269,5.145883,2.078244,0.340318,0.567675,5.779104,9.753805
cuda,RobertaForQuestionAnswering,16,33.234841,28.409062,24.502043,15.121764,2.331829,20.632568,4.732055,2.037761,0.345001,0.233073,5.061679,8.312023
cuda,Speech2Text2ForCausalLM,256,24.440475,22.145153,18.359322,14.120372,1.205523,21.418084,2.144634,1.110340,0.129490,2.688321,3.835101,11.314724
cuda,T5ForConditionalGeneration,4,39.861426,35.464288,31.606481,21.284287,2.638761,30.304137,4.644600,1.919532,0.296101,3.821629,10.815166,15.751475
cuda,T5Small,4,39.845641,35.477848,31.647824,21.479630,2.635111,30.490673,4.647190,1.917017,0.295763,3.964713,11.180789,15.878885
cuda,TrOCRForCausalLM,32,34.148642,29.693786,25.755539,17.127210,2.202374,24.893388,4.247880,2.166348,0.249429,3.326393,1.794157,13.537231
cuda,XGLMForCausalLM,8,52.357638,43.377352,39.391428,20.643112,5.327617,31.738299,8.563848,4.788744,0.513305,8.949645,4.909424,25.878841
cuda,YituTechConvBert,16,50.616278,43.414422,38.357919,23.734488,4.490161,40.312400,7.293869,3.407921,0.596301,1.144375,19.151772,23.064697
