dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.6469,162.3453,18.6826,1.5169
cuda,AlbertForQuestionAnswering,4,1.6597,159.8294,18.0536,1.5590
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.4438,77.8044,22.7779,1.1144
cuda,BartForConditionalGeneration,2,1.4254,95.6671,53.2429,1.1976
cuda,BertForMaskedLM,64,1.3360,56.4891,21.8753,0.9793
cuda,BertForQuestionAnswering,128,1.4721,75.0982,20.8908,1.0722
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.2847,45.9116,16.8708,0.9426
cuda,BlenderbotSmallForConditionalGeneration,64,1.4426,76.8882,35.6609,1.1105
cuda,CamemBert,1,1.8027,22.6147,20.1427,0.9309
cuda,DebertaForMaskedLM,4,1.1353,55.8350,38.4765,1.0674
cuda,DebertaForQuestionAnswering,8,1.2134,61.8723,39.3602,1.1616
cuda,DistilBertForMaskedLM,64,1.2675,35.7405,12.6939,0.9480
cuda,DistilBertForQuestionAnswering,64,1.4483,21.0237,12.0996,1.0655
cuda,DistillGPT2,1,2.0199,11.4962,13.7131,1.0240
cuda,ElectraForCausalLM,32,1.8305,47.8105,25.7585,0.9328
cuda,ElectraForQuestionAnswering,64,2.0657,55.5586,21.6035,1.0704
cuda,GPT2ForSequenceClassification,4,2.2924,39.8813,19.2186,1.1712
cuda,LayoutLMForMaskedLM,16,1.6301,68.7544,22.6189,0.9848
cuda,LayoutLMForSequenceClassification,16,1.8155,53.4826,28.0431,1.0277
cuda,M2M100ForConditionalGeneration,8,1.7679,64.5190,66.0500,1.0035
cuda,MBartForCausalLM,32,1.1958,58.3606,23.5407,1.0114
cuda,MBartForConditionalGeneration,16,1.6070,68.7878,53.9014,1.0986
cuda,MT5ForConditionalGeneration,8,2.4930,37.2866,38.6649,0.9190
cuda,MegatronBertForCausalLM,16,1.7878,49.0138,43.6264,1.0276
cuda,MegatronBertForQuestionAnswering,16,1.8020,51.9932,43.4233,1.0179
cuda,MobileBertForMaskedLM,32,1.7092,131.5014,70.3473,0.9454
cuda,MobileBertForQuestionAnswering,64,1.6996,135.9008,69.4718,0.8221
cuda,OPTForCausalLM,32,1.5920,35.5696,22.2308,1.0063
cuda,PLBartForCausalLM,32,1.2895,30.6572,14.9019,0.9361
cuda,PLBartForConditionalGeneration,16,1.7464,38.6104,30.6241,1.0284
cuda,PegasusForCausalLM,32,1.1912,58.8657,23.7474,1.0342
cuda,PegasusForConditionalGeneration,16,1.5811,70.7149,51.3690,1.0993
cuda,RobertaForCausalLM,64,1.4302,56.2222,21.7646,0.9789
cuda,RobertaForQuestionAnswering,128,1.4651,75.9262,20.0173,1.0722
cuda,Speech2Text2ForCausalLM,128,1.6470,20.0740,14.7639,0.9490
cuda,T5ForConditionalGeneration,4,1.6827,60.3223,29.9496,1.1856
cuda,T5Small,1,1.4693,42.9713,31.2433,1.1391
cuda,TrOCRForCausalLM,32,1.1893,58.4341,22.4791,0.9877
cuda,XGLMForCausalLM,8,1.7250,60.7491,75.9818,0.9902
cuda,YituTechConvBert,1,1.6603,40.4474,48.7352,0.9314
