dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,XLNetLMHeadModel,8,1.1368,0.0,1.5654
cuda,DistillGPT2,1,1.3633,1.7328,0.0
cuda,GPT2ForSequenceClassification,4,1.5598,1.5746,0.0
cuda,CamemBert,1,1.1353,1.5444,0.0
cuda,MobileBertForQuestionAnswering,32,1.0638,1.4272,0.0
cuda,YituTechConvBert,1,1.1114,1.4266,0.0
cuda,MobileBertForMaskedLM,16,1.0706,1.4097,0.0
cuda,T5Small,1,0.0,1.3814,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.3167,0.0
cuda,ElectraForQuestionAnswering,64,1.3388,1.2471,0.0
cuda,AlbertForMaskedLM,4,1.1899,1.2342,0.0
cuda,DistilBertForQuestionAnswering,32,1.0218,1.2087,0.0
cuda,DebertaForMaskedLM,16,0.0,1.1689,0.0
cuda,LayoutLMForSequenceClassification,16,1.2022,1.1176,0.0
cuda,Speech2Text2ForCausalLM,64,1.0622,1.0976,0.0
cuda,OPTForCausalLM,16,1.0937,1.0806,0.0
cuda,DistilBertForMaskedLM,32,1.0155,1.0691,0.0
cuda,AllenaiLongformerBase,1,1.1041,1.0546,0.0
cuda,LayoutLMForMaskedLM,16,1.1657,1.0529,0.0
cuda,XGLMForCausalLM,4,1.0588,1.0416,0.0
cuda,ElectraForCausalLM,32,1.1736,1.0221,0.0
cuda,BertForQuestionAnswering,64,1.0922,1.0167,0.0
cuda,M2M100ForConditionalGeneration,4,1.0618,1.0132,0.0
cuda,BartForConditionalGeneration,2,1.0209,1.0127,0.0
cuda,PLBartForConditionalGeneration,8,1.0197,1.0083,0.0
cuda,BartForCausalLM,8,1.0085,0.9907,0.0
cuda,BlenderbotSmallForConditionalGeneration,64,1.0291,0.9876,0.0
cuda,TrOCRForCausalLM,16,1.011,0.9874,0.0
cuda,PLBartForCausalLM,16,1.0159,0.9808,0.0
cuda,PegasusForConditionalGeneration,8,1.0043,0.9775,0.0
cuda,MBartForConditionalGeneration,8,1.0065,0.9735,0.0
cuda,MBartForCausalLM,16,1.0134,0.9704,0.0
cuda,PegasusForCausalLM,16,1.0125,0.9668,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9994,0.9666,0.0
cuda,BlenderbotSmallForCausalLM,64,1.0571,0.9649,0.0
cuda,BertForMaskedLM,64,1.0719,0.9614,0.0
cuda,T5ForConditionalGeneration,4,0.0,0.9605,0.0
cuda,DebertaV2ForMaskedLM,4,1.0008,0.9505,0.0
cuda,GPTNeoForSequenceClassification,4,1.2798,0.0,0.0
cuda,GPTNeoForCausalLM,4,1.227,0.0,0.0
cuda,AlbertForQuestionAnswering,4,1.1899,0.0,0.0
cuda,MegatronBertForQuestionAnswering,8,1.1613,0.0,0.0
cuda,MegatronBertForCausalLM,8,1.1465,0.0,0.0
cuda,RobertaForQuestionAnswering,64,1.0931,0.0,0.0
cuda,RobertaForCausalLM,64,1.066,0.0,0.0
cuda,BigBird,0,0.0,0.0,0.0
cuda,GoogleFnet,0,0.0,0.0,0.0
cuda,MT5ForConditionalGeneration,0,0.0,0.0,0.0
