dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,dcgan,32,0.9732,0.644,2.7594
cuda,squeezenet1_1,32,1.0895,1.0337,1.9899
cuda,pytorch_CycleGAN_and_pix2pix,1,1.2058,1.2738,1.8998
cuda,pytorch_stargan,16,1.1266,1.2181,1.6101
cuda,pytorch_unet,1,1.3214,1.2529,1.5314
cuda,Background_Matting,4,0.0,0.0,1.248
cuda,timm_efficientnet,32,1.2926,1.5538,0.0
cuda,timm_resnest,32,1.4248,1.4206,0.0
cuda,LearningToPaint,96,1.3284,1.3852,0.0
cuda,shufflenet_v2_x1_0,128,1.355,1.3767,0.0
cuda,timm_efficientdet,1,0.1343,1.3516,0.0
cuda,timm_regnet,32,1.23,1.3235,0.0
cuda,timm_nfnet,128,0.4383,1.1892,0.0
cuda,maml_omniglot,1,1.1185,1.1113,0.0
cuda,drq,1,1.0699,1.0272,0.0
cuda,moco,32,1.1854,1.0064,0.0
cuda,pytorch_struct,200,1.0045,0.9753,0.0
cuda,soft_actor_critic,256,1.0473,0.9635,0.0
cuda,tts_angular,64,1.0388,0.9484,0.0
cuda,hf_Albert,8,1.4374,0.0,0.0
cuda,resnet50,32,1.3592,0.0,0.0
cuda,mnasnet1_0,32,1.344,0.0,0.0
cuda,timm_vovnet,32,1.3381,0.0,0.0
cuda,resnext50_32x4d,8,1.2332,0.0,0.0
cuda,mobilenet_v3_large,32,1.2312,0.0,0.0
cuda,resnet18,16,1.2304,0.0,0.0
cuda,densenet121,4,1.1491,0.0,0.0
cuda,attention_is_all_you_need_pytorch,256,1.1479,0.0,0.0
cuda,hf_Longformer,2,1.1349,0.0,0.0
cuda,hf_Bert,4,1.0789,0.0,0.0
cuda,timm_vision_transformer,8,1.0756,0.0,0.0
cuda,fastNLP_Bert,6,1.046,0.0,0.0
cuda,mobilenet_v2,96,1.0458,0.0,0.0
cuda,hf_DistilBert,8,1.021,0.0,0.0
cuda,hf_Bart,4,1.0147,0.0,0.0
cuda,vgg16,64,0.9993,0.0,0.0
cuda,nvidia_deeprecommender,256,0.9988,0.0,0.0
cuda,alexnet,128,0.953,0.0,0.0
cuda,BERT_pytorch,0,0.0,0.0,0.0
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,demucs,0,0.0,0.0,0.0
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,hf_BigBird,0,0.0,0.0,0.0
cuda,hf_GPT2,0,0.0,0.0,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,hf_T5,0,0.0,0.0,0.0
cuda,maml,0,0.0,0.0,0.0
cuda,mobilenet_v2_quantized_qat,0,0.0,0.0,0.0
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,resnet50_quantized_qat,0,0.0,0.0,0.0
cuda,speech_transformer,0,0.0,0.0,0.0
cuda,tacotron2,0,0.0,0.0,0.0
cuda,vision_maskrcnn,0,0.0,0.0,0.0
cuda,yolov3,0,0.0,0.0,0.0
