dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,4,15.4388,17.3239,1
cuda,AlbertForQuestionAnswering,4,15.0400,16.5648,1
cuda,AllenaiLongformerBase,1,13.3720,3.2323,4
cuda,BartForCausalLM,8,11.9170,23.2543,1
cuda,BartForConditionalGeneration,2,13.5795,12.0942,1
cuda,BertForMaskedLM,64,0,0,0
cuda,BertForQuestionAnswering,64,0,0,0
cuda,BigBird,1,24.0237,3.1123,64
cuda,BlenderbotSmallForCausalLM,64,7.6702,11.5372,1
cuda,BlenderbotSmallForConditionalGeneration,64,19.2117,15.5543,1
cuda,CamemBert,1,0,0,0
cuda,DebertaForMaskedLM,16,43.6906,19.2896,204
cuda,DebertaForQuestionAnswering,16,43.9102,11.2066,204
cuda,DebertaV2ForMaskedLM,4,31.1626,19.2527,304
cuda,DebertaV2ForQuestionAnswering,4,31.2461,14.1813,304
cuda,DistilBertForMaskedLM,32,6.5563,23.2982,1
cuda,DistilBertForQuestionAnswering,32,6.6503,14.4838,1
cuda,DistillGPT2,1,9.3432,1.4894,1
cuda,ElectraForCausalLM,32,0,0,0
cuda,ElectraForQuestionAnswering,64,0,0,0
cuda,GPT2ForSequenceClassification,4,19.2812,12.3146,2
cuda,GPTNeoForCausalLM,4,29.2704,21.9926,1
cuda,GPTNeoForSequenceClassification,4,29.4204,20.3633,2
cuda,GoogleFnet,1,11.0093,1.0700,27
cuda,LayoutLMForMaskedLM,16,0,0,0
cuda,LayoutLMForSequenceClassification,16,0,0,0
cuda,M2M100ForConditionalGeneration,4,26.0009,16.4285,7
cuda,MBartForCausalLM,16,11.7333,20.0499,1
cuda,MBartForConditionalGeneration,8,13.9312,17.7673,1
cuda,MT5ForConditionalGeneration,4,0,0,0
cuda,MegatronBertForCausalLM,8,0,0,0
cuda,MegatronBertForQuestionAnswering,8,0,0,0
cuda,MobileBertForMaskedLM,16,0,0,0
cuda,MobileBertForQuestionAnswering,32,0,0,0
cuda,OPTForCausalLM,16,14.6366,16.8185,1
cuda,PLBartForCausalLM,16,6.3853,15.3702,1
cuda,PLBartForConditionalGeneration,8,5.7477,10.9366,1
cuda,PegasusForCausalLM,16,11.4036,19.2109,4
cuda,PegasusForConditionalGeneration,8,25.9699,18.5662,7
cuda,RobertaForCausalLM,64,0,0,0
cuda,RobertaForQuestionAnswering,64,0,0,0
cuda,Speech2Text2ForCausalLM,64,6.3515,12.4538,4
cuda,T5ForConditionalGeneration,4,0,0,0
cuda,T5Small,1,0,0,0
cuda,TrOCRForCausalLM,16,11.6157,19.2088,1
cuda,XGLMForCausalLM,4,24.2290,17.6248,4
cuda,XLNetLMHeadModel,8,44.5673,21.1091,1
cuda,YituTechConvBert,1,0,0,0
