dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,4,3.6661,16.3465,1
cuda,AlbertForQuestionAnswering,4,3.6343,15.9591,1
cuda,AllenaiLongformerBase,1,10.7520,3.0275,4
cuda,BartForCausalLM,8,3.9850,20.7683,1
cuda,BartForConditionalGeneration,2,11.8423,12.0942,1
cuda,BertForMaskedLM,64,6.3429,10.9164,1
cuda,BertForQuestionAnswering,64,6.5427,6.9911,1
cuda,BigBird,1,8.7512,3.2958,64
cuda,BlenderbotSmallForCausalLM,64,2.5915,9.6174,1
cuda,BlenderbotSmallForConditionalGeneration,64,6.7413,13.8862,1
cuda,CamemBert,1,6.1521,1.4123,1
cuda,DebertaForMaskedLM,16,5.3749,18.8986,204
cuda,DebertaForQuestionAnswering,16,5.2128,12.3359,204
cuda,DebertaV2ForMaskedLM,4,8.7710,18.2032,304
cuda,DebertaV2ForQuestionAnswering,4,8.7505,14.0869,304
cuda,DistilBertForMaskedLM,32,2.5056,18.8817,1
cuda,DistilBertForQuestionAnswering,32,2.4876,11.0239,1
cuda,DistillGPT2,1,2.7745,1.2005,1
cuda,ElectraForCausalLM,32,6.4166,15.0549,1
cuda,ElectraForQuestionAnswering,64,6.5224,14.2179,1
cuda,GPT2ForSequenceClassification,4,5.6224,11.3050,2
cuda,GPTNeoForCausalLM,4,8.8352,20.7387,1
cuda,GPTNeoForSequenceClassification,4,8.8518,19.2785,2
cuda,GoogleFnet,1,1.8773,1.0682,27
cuda,LayoutLMForMaskedLM,16,6.5871,15.0082,1
cuda,LayoutLMForSequenceClassification,16,6.5175,11.1103,2
cuda,M2M100ForConditionalGeneration,4,7.4607,14.7624,7
cuda,MBartForCausalLM,16,3.8708,17.5807,1
cuda,MBartForConditionalGeneration,8,11.9736,17.7673,1
cuda,MT5ForConditionalGeneration,4,14.5146,12.7176,1
cuda,MegatronBertForCausalLM,8,18.2625,17.2208,1
cuda,MegatronBertForQuestionAnswering,8,18.1941,15.3752,1
cuda,MobileBertForMaskedLM,16,68.4151,12.0414,1
cuda,MobileBertForQuestionAnswering,32,68.8668,15.8275,1
cuda,OPTForCausalLM,16,3.7611,15.7489,1
cuda,PLBartForCausalLM,16,2.3023,12.2049,1
cuda,PLBartForConditionalGeneration,8,4.8351,10.9366,1
cuda,PegasusForCausalLM,16,3.5677,18.3524,4
cuda,PegasusForConditionalGeneration,8,7.4493,17.7337,7
cuda,RobertaForCausalLM,64,6.3967,10.8925,1
cuda,RobertaForQuestionAnswering,64,6.2751,6.9911,1
cuda,Speech2Text2ForCausalLM,64,2.1098,10.6734,4
cuda,T5ForConditionalGeneration,4,8.8596,10.3887,1
cuda,T5Small,1,8.6568,2.7431,1
cuda,TrOCRForCausalLM,16,3.7374,17.5450,1
cuda,XGLMForCausalLM,4,7.3448,17.6206,4
cuda,XLNetLMHeadModel,8,15.2926,19.2028,1
cuda,YituTechConvBert,1,9.6974,1.3873,1
