dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,4,5.7605,17.7962,1
cuda,AlbertForQuestionAnswering,4,5.7113,17.0329,1
cuda,AllenaiLongformerBase,1,12.4409,3.2323,4
cuda,BartForCausalLM,8,6.2773,23.2207,1
cuda,BartForConditionalGeneration,2,13.4912,12.0942,1
cuda,BertForMaskedLM,64,8.3407,11.9168,1
cuda,BertForQuestionAnswering,64,8.4015,7.4353,1
cuda,BigBird,1,12.8768,3.5811,64
cuda,BlenderbotSmallForCausalLM,64,3.9910,11.5330,1
cuda,BlenderbotSmallForConditionalGeneration,64,10.5578,15.5501,1
cuda,CamemBert,1,8.1696,1.8602,1
cuda,DebertaForMaskedLM,16,8.4563,20.5457,204
cuda,DebertaForQuestionAnswering,16,8.3469,12.4083,204
cuda,DebertaV2ForMaskedLM,4,13.9361,19.2526,304
cuda,DebertaV2ForQuestionAnswering,4,13.4259,14.1813,304
cuda,DistilBertForMaskedLM,32,3.4609,20.8823,1
cuda,DistilBertForQuestionAnswering,32,3.3633,12.2113,1
cuda,DistillGPT2,1,3.6894,1.6056,1
cuda,ElectraForCausalLM,32,8.5648,17.0641,1
cuda,ElectraForQuestionAnswering,64,8.7091,14.9342,1
cuda,GPT2ForSequenceClassification,4,7.7865,12.4904,2
cuda,GPTNeoForCausalLM,4,13.5627,26.8245,1
cuda,GPTNeoForSequenceClassification,4,13.6140,26.0172,2
cuda,GoogleFnet,1,3.1024,1.1674,27
cuda,LayoutLMForMaskedLM,16,8.9334,16.0085,1
cuda,LayoutLMForSequenceClassification,16,8.7153,11.9446,2
cuda,M2M100ForConditionalGeneration,4,13.2035,16.2229,7
cuda,MBartForCausalLM,16,5.9279,20.0331,1
cuda,MBartForConditionalGeneration,8,13.8316,17.7673,1
cuda,MT5ForConditionalGeneration,4,19.5587,14.8767,1
cuda,MegatronBertForCausalLM,8,22.6623,18.5010,1
cuda,MegatronBertForQuestionAnswering,8,22.7206,16.8949,1
cuda,MobileBertForMaskedLM,16,80.0828,13.0418,1
cuda,MobileBertForQuestionAnswering,32,80.6668,16.2265,1
cuda,OPTForCausalLM,16,6.0917,18.0097,1
cuda,PLBartForCausalLM,16,3.4147,14.1455,1
cuda,PLBartForConditionalGeneration,8,5.7856,10.9366,1
cuda,PegasusForCausalLM,16,5.8501,19.1941,4
cuda,PegasusForConditionalGeneration,8,13.1167,18.5746,7
cuda,RobertaForCausalLM,64,8.4179,11.9089,1
cuda,RobertaForQuestionAnswering,64,8.5815,7.4353,1
cuda,Speech2Text2ForCausalLM,64,3.3597,11.9841,4
cuda,T5ForConditionalGeneration,4,12.1194,11.1248,1
cuda,T5Small,1,12.0849,3.1151,1
cuda,TrOCRForCausalLM,16,5.8271,19.1921,1
cuda,XGLMForCausalLM,4,12.1546,18.0233,4
cuda,XLNetLMHeadModel,8,23.5344,20.8072,1
cuda,YituTechConvBert,1,13.3242,1.7696,1
