dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.007028,17.442068,14.788227,7.950428,2.276779,12.940537,3.188281,1.526406,0.151456,0.002591,6.682078,9.971056
cuda,AlbertForQuestionAnswering,4,20.244958,17.721223,15.069399,8.261252,2.246469,13.126403,3.164466,1.527367,0.147954,0.002486,3.574770,9.814135
cuda,BartForCausalLM,4,25.303962,19.892504,16.906722,9.594958,1.993282,13.554077,3.773916,1.910700,0.294436,2.381347,2.523360,11.295931
cuda,BartForConditionalGeneration,2,55.366211,43.330906,40.066784,21.409887,5.095734,24.458551,10.006868,4.769356,1.262657,0.793740,0.425200,16.398346
cuda,BertForMaskedLM,16,25.126371,19.957996,17.372499,9.842662,2.046170,13.243223,4.002106,1.947794,0.306971,0.002800,2.958712,8.546591
cuda,BertForQuestionAnswering,16,24.827433,19.791949,17.198182,9.763292,2.037157,12.797611,3.983505,1.926423,0.298883,0.002575,2.640373,8.111152
cuda,BlenderbotSmallForCausalLM,64,17.320480,13.638369,10.757480,5.833172,1.366564,9.074152,2.264690,1.316204,0.174850,3.349232,3.457586,9.954139
cuda,BlenderbotSmallForConditionalGeneration,64,38.036999,30.375446,26.772546,14.558082,3.435522,17.996325,6.423897,3.216988,0.664855,1.640975,2.307364,13.476667
cuda,CamemBert,16,26.097738,20.952967,17.665372,10.106055,2.063169,13.201683,4.013874,1.948965,0.305418,0.002411,1.648453,8.316510
cuda,DebertaForMaskedLM,4,35.634197,28.435662,24.902187,17.654815,2.280423,25.860107,4.056812,2.337851,0.287323,16.336011,3.259552,30.203950
cuda,DebertaForQuestionAnswering,8,36.612845,29.415576,25.710706,18.457129,2.254101,27.876921,4.034660,2.325022,0.284805,17.429261,4.076793,32.449870
cuda,DebertaV2ForMaskedLM,1,49.635863,34.837387,32.004752,18.000524,3.284309,23.767598,5.275073,3.542814,0.547778,38.556808,1.485330,54.279963
cuda,DebertaV2ForQuestionAnswering,2,48.362671,33.571317,30.750799,16.775574,3.753386,23.296393,6.632811,4.221150,0.566691,38.952151,55.884582
cuda,DistilBertForMaskedLM,128,18.958762,16.524325,12.862264,8.998649,1.309648,12.153635,1.909035,1.066047,0.120915,1.963614,7.403291,8.051349
cuda,DistilBertForQuestionAnswering,256,17.382203,14.964295,12.216721,8.352317,1.279090,11.127217,1.922431,1.066638,0.118181,2.504828,9.174966,8.152744
cuda,DistillGPT2,16,16.996586,14.550831,11.000315,7.643948,1.209262,10.627377,1.969912,0.973417,0.114945,1.571460,5.004674,7.189342
cuda,ElectraForCausalLM,32,27.500412,22.278628,18.537602,10.950678,2.121367,14.995220,4.438066,2.089660,0.312577,0.002487,9.876225,9.318358
cuda,ElectraForQuestionAnswering,64,27.359615,22.157234,18.385475,10.735298,2.083569,14.356090,4.336772,1.998571,0.309136,0.002655,2.873479,8.822423
cuda,GPT2ForSequenceClassification,4,25.236866,20.500831,16.844067,10.221793,2.224222,12.466359,3.776979,1.846194,0.271707,0.349534,2.357795,7.586327
cuda,LayoutLMForMaskedLM,16,25.182573,19.750385,17.204804,9.597018,2.086641,12.974233,4.130119,1.979473,0.305650,2.012625,3.003077,10.571408
cuda,LayoutLMForSequenceClassification,16,25.134481,19.761503,17.187248,9.678322,2.071031,14.576634,4.791009,2.231595,0.307284,6.641660,7.574467,16.660693
cuda,M2M100ForConditionalGeneration,16,55.169034,42.337831,39.310338,20.567959,5.442071,28.190914,10.914041,5.897660,1.517938,4.011204,27.019495,24.725918
cuda,MBartForCausalLM,4,26.677091,21.163154,18.093638,10.629861,2.208212,15.120073,4.172087,2.048399,0.325132,2.460741,2.390812,12.221585
