dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,0.9994,1.2847,1.0000
cuda,AlbertForQuestionAnswering,2,1.0001,1.3974,1.0000
cuda,AllenaiLongformerBase,1,0.9600,7.4763,1.0020
cuda,BartForCausalLM,2,1.0004,3.9795,1.0000
cuda,BartForConditionalGeneration,1,1.0126,10.8097,1.0000
cuda,BertForMaskedLM,64,0.9995,2.6330,1.0000
cuda,BertForQuestionAnswering,64,0.9997,2.5652,1.0003
cuda,BigBird,1,0.9899,8.5647,1.0042
cuda,BlenderbotSmallForCausalLM,64,0.9996,2.1450,1.0000
cuda,BlenderbotSmallForConditionalGeneration,32,1.0116,5.2451,1.0000
cuda,CamemBert,1,1.0403,2.6520,1.0046
cuda,DebertaForMaskedLM,4,0.9256,5.2360,0.9990
cuda,DebertaForQuestionAnswering,4,0.9304,5.4710,0.9985
cuda,DistilBertForMaskedLM,16,1.0258,1.0597,1.0021
cuda,DistilBertForQuestionAnswering,32,1.0351,1.0647,1.0000
cuda,DistillGPT2,1,1.0313,1.0265,1.0021
cuda,ElectraForCausalLM,1,1.0352,2.7076,1.0000
cuda,ElectraForQuestionAnswering,64,0.9999,2.6819,1.0014
cuda,GPT2ForSequenceClassification,4,0.9999,1.9706,0.9999
cuda,LayoutLMForMaskedLM,16,0.9996,2.8557,1.0000
cuda,LayoutLMForSequenceClassification,16,0.9997,2.8861,1.0013
cuda,M2M100ForConditionalGeneration,2,1.0404,10.7265,1.0071
cuda,MBartForCausalLM,16,1.0098,4.0158,1.0000
cuda,MBartForConditionalGeneration,8,1.0117,11.0696,1.0000
cuda,MT5ForConditionalGeneration,2,1.0192,4.0996,1.0000
cuda,MegatronBertForCausalLM,2,1.0368,7.6021,1.0000
cuda,MegatronBertForQuestionAnswering,8,1.0372,7.4379,1.0000
cuda,MobileBertForMaskedLM,16,1.0154,48.6409,1.0000
cuda,MobileBertForQuestionAnswering,32,1.0139,48.2029,1.0148
cuda,OPTForCausalLM,4,1.0136,2.4323,1.0002
cuda,PLBartForCausalLM,16,1.0114,1.5164,1.0027
cuda,PLBartForConditionalGeneration,8,1.0099,3.4605,1.0013
cuda,PegasusForCausalLM,8,1.0115,3.9886,0.9989
cuda,PegasusForConditionalGeneration,4,1.0102,10.6346,0.9996
cuda,RobertaForCausalLM,4,1.0379,2.6860,1.0037
cuda,RobertaForQuestionAnswering,64,0.9990,2.6417,1.0003
cuda,Speech2Text2ForCausalLM,64,1.0214,1.5432,0.9683
cuda,T5ForConditionalGeneration,4,1.0020,2.5142,0.9999
cuda,T5Small,1,1.0268,2.5635,1.0000
cuda,TrOCRForCausalLM,8,1.0124,3.9394,1.0000
cuda,XGLMForCausalLM,1,1.0105,6.6346,0.9999
cuda,XLNetLMHeadModel,4,1.0004,7.9813,1.0000
cuda,YituTechConvBert,1,1.0221,4.3820,1.0005
