dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BERT_pytorch,16,1.931704,5.957685
cuda,Background_Matting,4,1.245273,3.682936
cuda,LearningToPaint,96,0.588394,1.479166
cuda,Super_SloMo,6,1.270810,3.779335
cuda,alexnet,128,0.227011,0.293816
cuda,attention_is_all_you_need_pytorch,256,1.549479,6.026063
cuda,dcgan,32,0.228340,0.274478
cuda,demucs,4,0.325090
cuda,densenet121,4,2.843184,12.406757
cuda,drq,1,0.212700,0.298599
cuda,fastNLP_Bert,6,1.830947,5.026104
cuda,functorch_dp_cifar10,64,0.381281,1.323448
cuda,hf_Albert,8,1.340539,4.723383
cuda,hf_Bart,4,1.981110,6.605461
cuda,hf_Bert,4,1.669723,4.606689
cuda,hf_BigBird,2,8.886094,4.232258
cuda,hf_DistilBert,8,0.732418,2.240669
cuda,hf_GPT2,4,1.697738,4.549261
cuda,hf_Reformer,4,2.634933,2.294699
cuda,lennard_jones,1000,0.193977,0.128031
cuda,mnasnet1_0,32,1.129338,3.873778
cuda,mobilenet_v2,96,1.133391,3.721687
cuda,mobilenet_v2_quantized_qat,96,0.161067
cuda,mobilenet_v3_large,32,1.185747,4.090569
cuda,moco,32,2.545544,5.302306
cuda,nvidia_deeprecommender,256,0.239794,0.187602
cuda,pytorch_CycleGAN_and_pix2pix,1,0.550383,1.998617
cuda,pytorch_stargan,16,0.565760,1.927744
cuda,pytorch_struct,200,0.300538,0.489303
cuda,pytorch_unet,1,0.629644,1.609129
cuda,resnet18,16,0.562304,1.434943
cuda,resnet50,32,1.196407,4.120538
cuda,resnet50_quantized_qat,32,0.160068
cuda,resnext50_32x4d,8,1.191097,4.088296
cuda,shufflenet_v2_x1_0,128,1.325993,4.532600
cuda,soft_actor_critic,256,0.254341,0.109063
cuda,speech_transformer,32,3.798001,12.245982
cuda,squeezenet1_1,32,0.339592,0.935579
cuda,timm_efficientdet,1,20.396382,24.353917
cuda,timm_efficientnet,32,2.032575,5.311774
cuda,timm_regnet,32,2.760240,6.711407
cuda,timm_resnest,32,0.780564,2.113785
cuda,timm_vision_transformer,8,1.052359,3.256646
cuda,timm_vovnet,32,1.715353,3.193099
cuda,tts_angular,64,0.247123,0.048294
cuda,vgg16,64,0.271173,0.576412
cuda,yolov3,16,3.268689,5.938939
