
cuda,AlbertForMaskedLM,0,0.0000
cuda,AlbertForQuestionAnswering,4,1.2599,304.0160,15.9297,0.8646
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.0813,114.0983,20.1944,0.7149
cuda,BartForConditionalGeneration,2,1.0930,137.4719,45.5710,0.7734
cuda,BertForMaskedLM,16,1.1751,114.4328,20.8012,0.6945
cuda,BertForQuestionAnswering,16,1.2839,86.2743,20.5596,0.7273
cuda,BlenderbotForCausalLM,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9515,67.6990,14.6554,0.7147
cuda,BlenderbotSmallForConditionalGeneration,64,1.0376,115.3390,31.6728,0.6977
cuda,CamemBert,16,1.1688,116.1891,20.2924,0.6942
cuda,DebertaForMaskedLM,4,1.0708,55.9358,89.8796,0.3862
cuda,DebertaForQuestionAnswering,8,1.0503,78.2228,85.6723,0.2902
cuda,DebertaV2ForMaskedLM,1,0.9894,89.9287,134.5230,0.5682
cuda,DebertaV2ForQuestionAnswering,2,1.0002,114.3200,135.5197,0.4735
cuda,DistilBertForMaskedLM,128,1.0116,120.7518,11.3984,0.6509
cuda,DistilBertForQuestionAnswering,256,1.1573,125.1141,10.9069,0.6589
cuda,DistillGPT2,16,1.4377,83.9182,13.5636,0.8939
cuda,ElectraForCausalLM,32,1.4138,74.9685,26.6917,0.7929
cuda,ElectraForQuestionAnswering,64,1.4275,87.5170,20.9463,0.7054
cuda,GPT2ForSequenceClassification,4,1.7763,57.5968,17.4772,1.0595
cuda,GoogleFnet,16,1.4471,70.2817,27.3214,0.9608
cuda,LayoutLMForMaskedLM,16,1.1913,115.1043,21.7911,0.6950
cuda,LayoutLMForSequenceClassification,16,1.3109,86.5067,28.0847,0.7189
cuda,M2M100ForConditionalGeneration,16,1.0800,108.4947,52.5155,0.8606
cuda,MBartForCausalLM,4,1.0851,113.7533,21.6829,0.7326
cuda,MBartForConditionalGeneration,2,1.0962,136.9470,43.6665,0.7896
cuda,MT5ForConditionalGeneration,16,1.5600,58.0631,51.3101,0.7748
cuda,MegatronBertForCausalLM,4,1.2102,84.3644,33.9261,0.7673
cuda,MegatronBertForQuestionAnswering,8,1.2191,141.6532,33.7586,0.7709
cuda,MobileBertForMaskedLM,64,1.2425,120.8138,53.7537,0.4951
cuda,MobileBertForQuestionAnswering,128,1.4277,125.8986,55.8955,0.4145
cuda,OPTForCausalLM,2,1.8011,93.9133,17.9371,0.9068
cuda,PLBartForCausalLM,8,1.1334,102.1076,13.5207,0.8367
cuda,PLBartForConditionalGeneration,4,1.1597,104.9908,26.6243,0.9316
cuda,PegasusForCausalLM,32,0.9706,88.3182,22.0007,0.7774
cuda,PegasusForConditionalGeneration,32,1.0155,173.7163,44.4387,0.8637
cuda,RobertaForCausalLM,16,1.2698,112.3951,20.3979,0.6942
cuda,RobertaForQuestionAnswering,16,1.2865,86.4746,19.1812,0.7273
cuda,Speech2Text2ForCausalLM,256,0.9892,64.7555,13.6391,0.6750
cuda,T5ForConditionalGeneration,4,1.4162,73.8813,30.7799,0.8129
cuda,T5Small,4,1.4126,73.8523,31.0073,0.8129
cuda,TrOCRForCausalLM,0,0.0000
cuda,XGLMForCausalLM,8,1.1478,70.0258,63.2053,0.8157
cuda,XLNetLMHeadModel,8,1.6943,221.9556,159.6013,0.9946
cuda,YituTechConvBert,16,1.1733,132.6964,39.4978,0.8940
