dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,0.972750,17.918133,14.266389,3.381181,7.975884,5.225952,2.288986,0.167035,52.436212,49.606273
cuda,AlbertForQuestionAnswering,2,0.973792,20.054793,16.364904,3.056869,8.000751,5.165414,2.277904,0.165342,18.301760,13.072727
cuda,AllenaiLongformerBase,1,3.671518,78.640224,66.885212,11.176646,24.173739,15.527790,7.718228,0.303907,80.945426,49.604451
cuda,BartForCausalLM,2,0.901950,14.413691,10.542218,3.072883,7.552800,4.612744,2.489151,0.219582,29.899798,30.062813
cuda,BartForConditionalGeneration,1,2.572697,34.006426,23.772221,5.407707,29.818814,10.282204,4.385645,0.524744,11.666937
cuda,BertForMaskedLM,64,1.097721,17.641030,13.776334,3.014207,7.880947,5.106608,2.323305,0.229900,35.133423,32.334117
cuda,BertForQuestionAnswering,64,1.139300,17.194061,13.196085,2.992281,7.920553,5.170158,2.332186,0.227912,17.204582,15.004680
cuda,BlenderbotSmallForCausalLM,64,0.621248,11.994876,9.416098,2.112091,5.181873,3.183174,1.650106,0.157972,26.759523,24.690751
cuda,BlenderbotSmallForConditionalGeneration,32,1.523921,26.121347,19.677190,5.213149,12.601960,8.068374,3.884773,0.392166,44.137401,42.409689
cuda,CamemBert,1,1.145231,13.176953,9.155922,2.411688,6.645094,4.269109,1.949569,0.216529,29.232084,29.213603
cuda,DebertaForMaskedLM,4,2.906456,45.736295,41.378825,4.947202,13.339266,8.086534,4.630159,0.364735,64.007915,41.087430
cuda,DebertaForQuestionAnswering,4,2.928546,44.033202,39.728413,4.855977,13.234262,8.038939,4.614988,0.356468,44.186962,22.718491
cuda,DistilBertForMaskedLM,16,0.464865,9.390306,7.287491,1.783269,4.398293,2.764153,1.323834,0.123270,12.155340,11.093157
cuda,DistilBertForQuestionAnswering,32,0.460500,19.549216,17.543424,1.713417,4.276248,2.675374,1.283685,0.121032,29.770182,18.259205
cuda,DistillGPT2,1,0.605264,12.199107,10.453645,1.044456,3.251326,1.971009,1.027364,0.099509,23.552014,17.430949
cuda,ElectraForCausalLM,1,1.129351,13.988249,10.041725,2.448943,6.983022,4.277987,2.275079,0.216891,41.654928,41.127303
cuda,ElectraForQuestionAnswering,64,1.136788,33.497121,29.571430,3.030762,7.982182,5.164772,2.351102,0.237000,61.711447,43.235327
cuda,GPT2ForSequenceClassification,4,1.205782,19.108573,15.970070,2.799253,7.163661,4.526591,2.240692,0.197779,30.191089,24.256449
cuda,GoogleFnet,1,0.748534,16.507638,14.882016,1.320821,4.430564,2.738133,1.395274,0.147974,27.722353,18.655472
cuda,LayoutLMForMaskedLM,16,1.237440,17.196208,13.050723,3.138017,8.234315,5.401671,2.401597,0.228911,16.713684,15.125399
cuda,LayoutLMForSequenceClassification,16,1.237062,10.400258,6.349866,2.955680,8.321237,5.445112,2.444700,0.229315,9.614836,14.623929
cuda,M2M100ForConditionalGeneration,2,2.369038,25.402615,16.866260,7.093547,17.799941,11.120928,5.773413,0.590621,34.466004,42.684451
cuda,MBartForCausalLM,16,0.890290,13.259996,9.465282,3.161493,7.732404,4.942514,2.373410,0.225944,17.398808,18.905744
cuda,MT5ForConditionalGeneration,2,2.878672,33.375041,26.420307,5.132340,11.483107,7.359066,3.424412,0.354777,61.577377,51.909440
cuda,MegatronBertForCausalLM,2,2.644123,28.314716,20.406665,6.680678,14.483960,9.326507,4.450454,0.447553,20.871581,21.789197
cuda,MegatronBertForQuestionAnswering,8,2.557857,30.646481,22.886446,6.015619,13.712817,8.889875,4.134475,0.438042,27.839040,24.841662
cuda,MobileBertForMaskedLM,16,6.154313,31.656722,16.685171,8.309860,22.958360,14.023822,7.556044,0.943127,57.049293,71.915009
cuda,MobileBertForQuestionAnswering,32,6.164928,30.305115,15.425567,8.399051,23.385119,14.380518,7.641513,0.942363,44.455479,61.096554
cuda,OPTForCausalLM,4,0.948539,15.039671,11.770073,3.458735,7.750203,4.933890,2.398753,0.233284,21.093969,20.604271
cuda,PLBartForCausalLM,16,0.499726,8.823124,6.902846,1.737297,4.207417,2.643553,1.292369,0.119021,12.885362,11.968713
cuda,PegasusForCausalLM,8,0.946104,13.777346,10.031175,2.983324,7.339966,4.605557,2.326888,0.222385,14.803298,15.178268
cuda,PegasusForConditionalGeneration,4,2.278503,30.595902,21.090608,7.429506,18.380933,11.628802,5.868486,0.590438,34.135355,39.056748
cuda,RobertaForCausalLM,4,1.132725,19.830056,15.835725,3.456357,8.095636,5.274017,2.397729,0.231771,20.161271,15.959636
cuda,RobertaForQuestionAnswering,64,1.138992,12.047619,8.098685,2.979003,7.798494,5.089943,2.301131,0.226195,6.788544,9.547791
cuda,Speech2Text2ForCausalLM,64,0.538183,11.480414,9.940208,1.454664,4.139475,2.456964,1.386878,0.117794,28.890266,24.583191
cuda,T5ForConditionalGeneration,4,1.962326,27.464086,22.494317,3.282073,8.413362,4.844197,2.822219,0.252864,59.708329,48.998246
cuda,T5Small,1,1.975309,21.640507,16.694823,2.656955,6.390859,3.973206,1.904389,0.233439,53.223285,45.663240
cuda,TrOCRForCausalLM,8,0.887656,12.457385,8.525363,3.013413,7.379473,4.581801,2.422022,0.207168,14.114828,16.060462
cuda,XLNetLMHeadModel,4,3.111414,28.452376,14.489844,8.748939,22.726966,12.009473,9.886224,0.548691,17.244260
cuda,YituTechConvBert,1,1.792847,26.870723,21.301799,3.701480,9.642008,6.117676,2.975506,0.311145,45.340821,37.504902
