dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,4,2.134099
cuda,AlbertForQuestionAnswering,4,1.978345
cuda,AllenaiLongformerBase,4,8.470092
cuda,BartForCausalLM,4,3.410932
cuda,BartForConditionalGeneration,2,8.343436
cuda,BertForMaskedLM,16,3.527336
cuda,BertForQuestionAnswering,16,3.695856
cuda,BlenderbotForCausalLM,4,6.931632
cuda,BlenderbotSmallForCausalLM,64,2.272338
cuda,BlenderbotSmallForConditionalGeneration,64,5.594407
cuda,CamemBert,16,3.504690
cuda,DebertaForMaskedLM,4,6.896895
cuda,DebertaForQuestionAnswering,8,6.712583
cuda,DebertaV2ForMaskedLM,1,13.217008
cuda,DebertaV2ForQuestionAnswering,2,13.189543
cuda,DistilBertForMaskedLM,128,1.637314
cuda,DistilBertForQuestionAnswering,256,1.642838
cuda,DistillGPT2,16,1.568706
cuda,ElectraForCausalLM,32,3.654731
cuda,ElectraForQuestionAnswering,64,3.525687
cuda,GPT2ForSequenceClassification,4,3.122101
cuda,LayoutLMForMaskedLM,16,3.835296
cuda,LayoutLMForSequenceClassification,16,3.769446
cuda,M2M100ForConditionalGeneration,16,8.486312
cuda,MBartForCausalLM,4,3.472137
cuda,MBartForConditionalGeneration,2,8.487032
cuda,MT5ForConditionalGeneration,16,5.248016
cuda,MegatronBertForCausalLM,4,7.246209
cuda,MegatronBertForQuestionAnswering,8,7.080172
cuda,MobileBertForMaskedLM,64,8.625968
cuda,MobileBertForQuestionAnswering,128,8.661175
cuda,OPTForCausalLM,2,3.405185
cuda,PLBartForCausalLM,8,1.780926
cuda,PLBartForConditionalGeneration,4,4.363387
cuda,PegasusForCausalLM,32,3.512932
cuda,PegasusForConditionalGeneration,32,4.336617
cuda,RobertaForCausalLM,16,3.574688
cuda,RobertaForQuestionAnswering,16,3.502371
cuda,Speech2Text2ForCausalLM,256,1.780630
cuda,T5ForConditionalGeneration,4,3.634392
cuda,T5Small,4,3.758489
cuda,TrOCRForCausalLM,32,3.612907
cuda,XGLMForCausalLM,8,6.720809
cuda,XLNetLMHeadModel,8,7.848012
cuda,YituTechConvBert,16,5.142543
