dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,25.336377,22.666816,19.857151,12.216233,2.110281,23.097086,3.083157,1.831431,0.162012,3.158685,7.263209,16.311113
cuda,AlbertForQuestionAnswering,4,23.841073,21.240571,18.437500,10.919132,2.071667,20.174417,3.042649,1.828223,0.160465,0.965146,3.694620,12.454528
cuda,BartForCausalLM,4,28.136606,22.209991,19.193459,11.616105,1.960404,18.504864,3.400398,2.167570,0.226119,4.330599,2.880056,13.373690
cuda,BartForConditionalGeneration,2,51.724972,40.310645,37.406606,16.775532,4.938493,25.067120,9.909713,4.861368,1.305575,0.821674,0.469947,14.521240
cuda,BertForMaskedLM,16,27.613026,22.032254,19.118290,10.657517,2.013009,18.425174,4.185601,2.015236,0.316109,0.559928,6.727773,10.533798
cuda,BertForQuestionAnswering,16,29.458153,23.616476,19.932984,10.929610,2.025038,18.019268,4.196624,2.011296,0.322347,0.212010,6.329387,9.518087
cuda,BlenderbotSmallForCausalLM,64,22.749638,18.408599,14.495348,9.292091,1.325075,17.248888,2.386027,1.480585,0.153727,4.040470,2.996083,13.456831
cuda,BlenderbotSmallForConditionalGeneration,64,35.907876,28.644543,25.464555,11.903699,3.346697,19.025024,6.477611,3.271822,0.679005,1.621972,2.311916,12.396530
cuda,CamemBert,16,29.094381,23.403055,19.645269,11.050708,2.036672,17.661579,4.214884,2.037502,0.317318,0.564298,5.412999,9.405197
cuda,DebertaForMaskedLM,4,35.199517,28.486389,24.615371,16.741627,2.126773,26.095354,4.020990,2.324476,0.311642,15.791964,2.605333,27.571855
cuda,DebertaForQuestionAnswering,8,32.262285,25.820092,22.396721,15.036166,2.077158,24.223477,3.928316,2.276911,0.303220,17.390676,3.972528,28.947205
cuda,DebertaV2ForMaskedLM,1,48.208647,33.694011,30.623378,15.410361,2.926941,24.190341,5.256621,3.579368,0.599360,36.066318,1.427175,48.359204
cuda,DebertaV2ForQuestionAnswering,2,46.837951,32.157596,29.068400,13.802123,3.386048,22.538765,6.398837,4.139657,0.611482,36.186440,48.889704
cuda,DistilBertForMaskedLM,128,18.439660,16.082264,12.302061,7.797022,1.268623,12.183263,1.958654,1.091799,0.127054,3.575437,8.739068,9.326585
cuda,DistilBertForQuestionAnswering,256,18.670523,16.326398,12.332366,7.840728,1.248864,12.601448,1.992648,1.071290,0.132187,3.882852,10.213237,9.993286
cuda,DistillGPT2,16,16.757964,14.474669,10.508834,6.489064,1.211495,10.919278,2.051477,1.025784,0.121995,1.091010,2.360039,6.826244
cuda,ElectraForCausalLM,32,35.897100,30.108938,26.259135,17.191890,2.047257,31.975412,4.401021,2.118921,0.324689,2.453902,14.021251,19.479449
cuda,ElectraForQuestionAnswering,64,30.112259,24.232058,20.179099,11.141637,2.041094,22.277864,4.195033,2.041173,0.326737,0.215100,6.601613,13.584522
cuda,GPT2ForSequenceClassification,4,25.035213,20.774539,16.791527,8.879243,2.240930,13.252023,3.902628,1.838765,0.274907,0.490534,2.213991,7.286703
cuda,LayoutLMForMaskedLM,16,30.869829,25.234219,21.951892,12.973099,2.065568,20.756015,4.054036,2.069575,0.320632,2.996022,6.731444,13.246891
cuda,LayoutLMForSequenceClassification,16,30.936555,25.349292,21.852100,12.924780,2.009868,22.040306,3.967592,2.039012,0.315863,5.320198,8.856042,16.849170
cuda,M2M100ForConditionalGeneration,16,56.688333,43.548471,40.451742,20.087606,4.944795,33.335495,9.280784,5.450626,0.719202,17.859391,23.968504,36.534429
cuda,MBartForCausalLM,4,28.435815,22.487710,19.100159,11.609029,2.021298,19.232130,3.395646,2.165391,0.230279,4.495064,2.885338,14.340776
cuda,MBartForConditionalGeneration,2,52.872716,41.643733,38.448883,17.995503,4.999525,28.059737,10.432670,5.036848,1.432919,0.589074,0.408871,16.410131
cuda,MT5ForConditionalGeneration,16,43.874339,36.721885,33.786841,20.143614,3.765930,30.143979,5.643798,2.744559,0.425437,38.334129,72.584884,52.722182
cuda,MegatronBertForCausalLM,4,47.255270,36.147326,33.070422,16.536080,4.573174,26.393073,8.580128,4.089933,0.975421,2.084695,12.665121,16.899353
cuda,MegatronBertForQuestionAnswering,8,47.320255,36.254859,33.175298,16.673160,4.503098,26.145914,8.420363,4.033640,0.978574,2.396485,10.871521,16.752931
cuda,MobileBertForMaskedLM,64,74.550495,57.284583,53.221248,21.293848,5.924325,42.087277,15.135706,7.864822,4.268268,23.015676,45.120105,50.950634
cuda,MobileBertForQuestionAnswering,128,75.416146,58.203842,54.043080,22.238103,5.788169,44.399950,14.857398,7.759531,4.199490,18.402043,37.783814,47.562822
cuda,OPTForCausalLM,2,24.021534,19.129619,15.874553,8.587872,2.048493,15.788825,3.630281,2.254185,0.228004,4.763256,2.646351,14.201476
cuda,PLBartForCausalLM,8,20.951005,17.460790,14.384991,10.337257,1.086505,16.081144,1.926040,1.144410,0.114319,2.405261,1.948594,9.338355
cuda,PLBartForConditionalGeneration,4,38.493962,30.163999,26.944961,16.520388,2.627818,25.035699,4.658766,2.759814,0.307066,4.107797,3.982908,15.502426
