dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,17.069486,15.106711,12.018176,6.660614,1.644353,12.620711,3.123414,1.403844,0.144130,6.849488,7.746133
cuda,AlbertForQuestionAnswering,4,17.035282,15.110044,12.056246,6.662512,1.617998,12.708987,3.111504,1.392945,0.139527,3.343820,7.804363
cuda,AllenaiLongformerBase,4,77.828376,68.654788,64.773358,43.002954,8.085011,59.047412,22.152034,7.348043,0.421978,4.005585,24.948552
cuda,BartForCausalLM,4,24.525739,21.094363,17.492229,11.997721,1.824088,19.635509,2.828277,1.889725,0.191216,1.857889,9.632082
cuda,BartForConditionalGeneration,2,40.744394,32.656793,29.106757,14.224913,4.316158,21.721455,7.697900,3.806220,0.993544,0.438072,12.222032
cuda,BertForMaskedLM,16,20.300822,16.830620,13.844106,7.597550,1.754858,13.285807,3.394666,1.582496,0.261254,2.535271,7.610609
cuda,BertForQuestionAnswering,16,20.513821,16.769867,13.831459,7.660554,2.026225,12.985324,2.860518,1.560003,0.260409,2.279416,7.512613
cuda,BlenderbotForCausalLM,4,31.445676,24.949452,22.089269,10.582764,3.375967,19.525087,5.508923,3.370713,0.373281,9.809071,12.641634
cuda,BlenderbotSmallForCausalLM,64,18.526712,16.029302,12.663932,8.505430,1.118228,16.524246,2.078927,1.175235,0.129346,2.435717,9.252645
cuda,BlenderbotSmallForConditionalGeneration,64,29.588020,24.192928,20.186611,10.219200,2.962489,16.782711,4.784028,2.589913,0.552841,2.307889,9.797495
cuda,CamemBert,16,21.809190,18.145906,14.633042,8.002302,1.790921,12.959802,3.438795,1.585494,0.264291,1.255505,6.919536
cuda,DebertaForMaskedLM,4,29.038471,23.313158,19.999882,14.027379,1.655270,22.818273,3.276251,2.006326,0.256426,3.433833,10.693790
cuda,DebertaForQuestionAnswering,8,28.747035,22.958711,19.682022,13.735606,1.886666,23.020316,3.020164,1.910374,0.254340,3.143331,11.418250
cuda,DebertaV2ForMaskedLM,1,39.924872,28.647346,25.216071,14.742337,2.287402,22.449788,3.727420,2.312715,0.491373,1.428719,10.446631
cuda,DebertaV2ForQuestionAnswering,2,37.639377,26.425523,22.982195,12.565684,2.437114,20.482733,4.797682,2.863786,0.508869,11.033615
cuda,DistilBertForMaskedLM,128,15.222498,13.651124,10.381819,7.262032,0.935081,12.006788,1.763524,0.872284,0.113428,8.556610,5.765250
cuda,DistilBertForQuestionAnswering,256,16.625277,14.746495,10.829588,7.494438,0.989834,12.344774,1.834527,0.876053,0.106803,10.306898,5.943114
cuda,DistillGPT2,16,15.846561,13.830038,10.088009,7.001257,1.014204,11.654705,1.891735,0.874072,0.099528,4.033690,5.749858
cuda,ElectraForCausalLM,32,28.543006,24.853622,21.062394,14.312266,1.782420,28.617032,3.648006,1.681304,0.265921,8.149127,16.254214
cuda,ElectraForQuestionAnswering,64,21.880238,18.191863,14.547145,8.062980,1.765442,17.252277,2.903844,1.560127,0.267093,2.700750,11.570556
cuda,GPT2ForSequenceClassification,4,20.785086,17.135380,13.887927,8.375033,2.307179,11.612710,3.042655,1.591251,0.223989,1.489074,5.701189
cuda,GoogleFnet,16,19.632576,17.534734,13.495218,10.528308,1.437534,19.177751,1.665211,0.910598,0.113054,2.087232,10.369922
cuda,LayoutLMForMaskedLM,16,21.554703,17.552330,14.429656,7.799233,1.813888,13.543136,3.538079,1.618037,0.269869,2.598175,7.727584
cuda,LayoutLMForSequenceClassification,16,22.800056,18.898508,15.034151,8.234457,1.805324,15.584279,4.293020,1.852031,0.267049,6.832952,9.327599
cuda,M2M100ForConditionalGeneration,16,46.956456,37.043322,33.645970,19.339881,3.998737,32.373039,8.454550,4.281791,0.566150,21.479908,17.445604
cuda,MBartForCausalLM,4,24.533934,21.025556,17.527050,11.891207,2.100070,19.805156,2.656788,1.970703,0.190100,1.846649,10.183803
cuda,MBartForConditionalGeneration,2,43.681212,35.802473,32.377616,16.427873,4.889922,24.025723,7.695804,4.394282,0.985733,0.400368,12.906702
cuda,MT5ForConditionalGeneration,16,34.532623,28.117764,24.732246,12.629887,3.264070,20.922305,5.626314,2.223619,0.442397,74.010710,11.881175
cuda,MegatronBertForCausalLM,4,34.319345,27.144507,23.821766,11.667172,3.517962,19.030811,6.751836,3.179061,0.708452,2.829162,11.599004
cuda,MegatronBertForQuestionAnswering,8,35.104138,27.728045,24.529943,12.286986,3.737040,20.025722,6.331239,3.359668,0.675536,2.079214,11.806106
cuda,MobileBertForMaskedLM,64,53.763534,38.059984,34.157215,12.802435,5.216746,28.437672,9.960182,5.610450,2.278093,33.853728,21.448572
cuda,MobileBertForQuestionAnswering,128,50.266455,34.991206,31.805337,11.536495,5.659473,26.812067,9.017082,5.602227,2.328030,29.666683,21.497000
cuda,OPTForCausalLM,2,20.572164,17.354865,14.278956,8.549952,1.880072,15.705137,3.347750,1.842459,0.193647,1.592119,9.204610
cuda,PLBartForCausalLM,8,18.728618,16.654267,13.477532,10.254350,0.935817,16.216818,1.524358,0.931655,0.103226,1.586421,6.992089
cuda,PLBartForConditionalGeneration,4,31.129391,25.865573,22.670596,14.568906,2.621181,22.675288,3.699979,2.176349,0.268142,2.202255,10.949566
