dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,0.9997,1.0809,1.0000
cuda,AlbertForQuestionAnswering,2,1.0006,1.0776,1.0000
cuda,AllenaiLongformerBase,1,0.9845,1.2063,0.9989
cuda,BartForCausalLM,2,0.9999,1.0027,1.0000
cuda,BartForConditionalGeneration,1,1.0135,2.4611,1.0000
cuda,BertForMaskedLM,64,0.9998,1.1211,1.0000
cuda,BertForQuestionAnswering,64,0.9997,1.1168,1.0000
cuda,BigBird,1,0.9865,6.2799,1.0016
cuda,BlenderbotSmallForCausalLM,64,0.9996,0.6341,1.0000
cuda,BlenderbotSmallForConditionalGeneration,32,1.0108,1.5227,1.0000
cuda,CamemBert,1,1.0497,1.1993,1.0038
cuda,DebertaForMaskedLM,4,0.9315,4.0867,1.0000
cuda,DebertaForQuestionAnswering,4,0.9281,3.9840,0.9984
cuda,DistilBertForMaskedLM,16,1.0317,0.6271,1.0000
cuda,DistilBertForQuestionAnswering,32,1.0183,0.6964,1.0000
cuda,DistillGPT2,1,1.0332,0.7894,1.0003
cuda,ElectraForCausalLM,1,1.0470,1.2581,1.0000
cuda,ElectraForQuestionAnswering,64,1.0007,1.1123,1.0000
cuda,GPT2ForSequenceClassification,4,1.0006,1.2715,1.0000
cuda,GoogleFnet,1,1.0032,0.8033,0.9996
cuda,LayoutLMForMaskedLM,16,0.9994,1.2253,1.0000
cuda,LayoutLMForSequenceClassification,16,0.9996,1.2440,1.0000
cuda,M2M100ForConditionalGeneration,2,1.0106,2.3938,1.0000
cuda,MBartForCausalLM,16,1.0096,0.9259,1.0000
cuda,MBartForConditionalGeneration,8,1.0145,2.3883,1.0000
cuda,MT5ForConditionalGeneration,2,1.0252,2.8592,1.0000
cuda,MegatronBertForCausalLM,2,1.0482,2.4080,1.0000
cuda,MegatronBertForQuestionAnswering,8,1.0441,2.4533,1.0000
cuda,MobileBertForMaskedLM,16,1.0229,6.2703,1.0000
cuda,MobileBertForQuestionAnswering,32,1.0228,6.1277,1.0000
cuda,OPTForCausalLM,4,1.0125,1.0450,1.0019
cuda,PLBartForCausalLM,16,1.0084,0.6655,1.0000
cuda,PLBartForConditionalGeneration,8,1.0177,1.2666,0.9993
cuda,PegasusForCausalLM,8,1.0143,0.9918,0.9754
cuda,PegasusForConditionalGeneration,4,1.0104,2.2401,0.9994
cuda,RobertaForCausalLM,4,1.0497,1.2140,1.0009
cuda,RobertaForQuestionAnswering,64,1.0000,1.1090,1.0000
cuda,Speech2Text2ForCausalLM,64,1.0025,0.7307,0.9557
cuda,T5ForConditionalGeneration,4,0.9999,1.7736,1.0000
cuda,T5Small,1,1.0246,1.8360,1.0000
cuda,TrOCRForCausalLM,8,1.0154,0.9273,1.0000
cuda,XGLMForCausalLM,1,1.0150,1.8744,1.0000
cuda,XLNetLMHeadModel,4,0.9990,2.8420,1.0000
cuda,YituTechConvBert,1,1.0318,1.7074,1.0022
