dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,17.769990,15.881027,13.814891,7.020622,2.043847,11.455742,2.974872,1.484046,0.145603,3.522527,6.821595,12.195332
cuda,AlbertForQuestionAnswering,4,17.653431,15.806081,13.757737,7.057255,1.994202,11.597186,2.945484,1.453895,0.142509,1.492446,3.378153,10.171806
cuda,BartForCausalLM,4,20.862164,17.661034,15.422244,7.994623,1.823486,12.307315,2.845814,1.586583,0.253011,1.370255,1.561879,10.053306
cuda,BartForConditionalGeneration,2,43.993832,36.549768,33.745808,16.858566,4.407228,21.485171,7.752314,3.912141,1.026168,0.783300,0.443107,16.040491
cuda,BertForMaskedLM,16,21.518603,18.050252,16.032250,8.345875,1.963729,12.261448,3.446036,1.635488,0.266958,1.900993,2.528352,10.310713
cuda,BertForQuestionAnswering,16,21.157722,17.791734,15.765258,8.232347,1.923129,11.992790,3.380521,1.611641,0.262564,1.537845,2.184301,9.699514
cuda,BlenderbotSmallForCausalLM,64,14.873569,12.818632,10.177015,4.839047,1.239032,8.101359,1.797997,1.080623,0.154785,2.775224,2.899032,8.873727
cuda,BlenderbotSmallForConditionalGeneration,64,31.915511,27.052071,23.621375,12.062560,2.956897,17.191393,5.198226,2.699499,0.559000,1.550709,2.328172,13.602869
cuda,CamemBert,16,21.408270,18.008478,15.886925,8.296088,1.954014,11.694848,3.198774,1.858111,0.262854,0.662186,1.267866,8.507484
cuda,DebertaForMaskedLM,4,37.078390,31.705307,28.176759,21.415913,1.904798,29.281268,3.347733,1.929250,0.260782,16.866920,3.962738,30.118213
cuda,DebertaForQuestionAnswering,8,33.088675,27.758051,25.506780,18.767903,1.901280,25.929278,3.327127,1.915691,0.255741,18.487102,3.525598,31.025285
cuda,DebertaV2ForMaskedLM,1,43.547216,33.091995,30.245660,18.430390,2.600790,23.332675,3.730998,2.550688,0.494143,38.979200,1.432747,52.192382
cuda,DebertaV2ForQuestionAnswering,2,44.521680,33.800355,31.042695,18.615270,2.969391,24.265971,4.989311,3.242172,0.513345,38.768856,0.513488,53.244248
cuda,DistilBertForMaskedLM,128,16.975664,15.413475,12.426146,7.763782,1.052860,11.324628,1.790948,0.908213,0.113174,3.431930,8.430341,9.354281
cuda,DistilBertForQuestionAnswering,256,16.578046,14.991387,12.158742,7.507217,1.037633,11.376073,1.844832,0.910389,0.107362,3.863472,9.868482,10.095127
cuda,DistillGPT2,16,16.757231,15.129220,12.281159,7.895308,1.118246,12.406462,1.917398,0.896983,0.100703,1.001971,4.027140,7.850489
cuda,ElectraForCausalLM,32,23.560387,19.911723,17.290025,9.256538,2.079770,17.579344,3.749314,1.735386,0.271208,4.360304,8.646614,17.348678
cuda,ElectraForQuestionAnswering,64,23.077330,19.509087,16.879036,8.843164,1.986285,17.241564,3.630703,1.651480,0.265711,2.066068,2.761828,15.045236
cuda,GPT2ForSequenceClassification,4,22.601602,19.439231,16.844695,9.668701,2.038290,12.241666,3.096830,1.904747,0.228230,0.312142,1.524692,7.215893
cuda,GoogleFnet,16,15.178372,13.318887,10.568018,6.094403,1.641012,9.527433,1.748600,0.992228,0.103106,6.343474,6.305379,12.800395
cuda,LayoutLMForMaskedLM,16,23.566525,19.746446,17.125551,8.986589,2.000437,13.328877,3.491226,1.678462,0.270476,2.050762,2.598788,10.993089
cuda,LayoutLMForSequenceClassification,16,22.180888,18.353446,16.200729,8.437860,1.966820,14.215862,4.301240,1.870707,0.263942,6.489378,7.050744,16.720945
cuda,M2M100ForConditionalGeneration,16,45.817045,38.367736,35.530080,17.350090,4.666918,25.419914,9.056197,4.225626,1.091955,28.136059,50.737707,47.166240
cuda,MBartForCausalLM,4,23.919318,20.774316,18.168459,10.643825,1.899442,15.326594,2.957678,1.647377,0.246094,1.378559,1.413647,10.316298
