dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,9.764794,8.483180,3.442545,1.767333,7.523570,3.039731,1.027623,0.135677,5.923063,0.923397
cuda,AlbertForQuestionAnswering,4,9.767944,8.469500,3.421244,1.736821,7.812359,2.984058,1.021807,0.130876,6.202312,0.544130
cuda,AllenaiLongformerBase,4,103.100105,95.099031,79.647417,7.093889,85.211485,64.176070,4.286121,0.401543,0.673971,13.130657
cuda,BartForCausalLM,4,12.383115,11.129453,5.799610,1.699931,9.010763,3.029333,1.145546,0.218419,1.431544,4.990916
cuda,BartForConditionalGeneration,2,30.724727,27.349811,13.996343,4.833258,19.635117,8.345536,2.858820,0.803179,1.173307,10.687227
cuda,BertForMaskedLM,16,12.846819,11.133030,5.809899,2.252834,8.179143,2.690727,1.287591,0.252252,4.709266,1.462601
cuda,BertForQuestionAnswering,16,12.834856,11.120216,5.788910,2.212001,7.932285,2.607764,1.226902,0.242400,4.440802,1.037792
cuda,BlenderbotForCausalLM,4,22.800467,20.221197,10.150621,3.737704,15.046400,6.007621,2.409911,0.594862,4.172156,8.792104
cuda,BlenderbotSmallForCausalLM,64,7.548634,6.724824,3.235879,1.310313,5.619134,2.017125,0.835360,0.143399,3.748337,2.079722
cuda,BlenderbotSmallForConditionalGeneration,64,19.211413,16.967463,8.049293,3.219294,11.929750,4.910356,2.061150,0.481497,1.903449,7.243804
cuda,CamemBert,16,13.265544,11.431918,5.930321,2.286700,8.145731,2.671057,1.263284,0.247135,4.588110,0.377095
cuda,DebertaForMaskedLM,4,27.696730,22.411609,15.294194,2.668624,18.704270,4.260499,1.866088,0.308901,0.847087,6.277879
cuda,DebertaForQuestionAnswering,8,27.563694,22.125444,14.795067,2.421661,18.336596,4.074886,1.853281,0.309128,1.771241,6.163045
cuda,DebertaV2ForMaskedLM,1,39.417971,31.017325,19.216392,2.862984,23.213053,4.949770,2.542763,0.540091,1.525848,7.180734
cuda,DebertaV2ForQuestionAnswering,2,38.636467,30.094291,18.766367,3.283985,23.119526,5.598548,3.364503,0.536220,0.491433,7.959603
cuda,DistilBertForMaskedLM,128,6.363490,5.754747,2.885415,1.133759,4.831660,1.400637,0.658626,0.109064,3.124318,1.207497
cuda,DistilBertForQuestionAnswering,256,6.626948,5.969512,2.954903,1.155877,4.867686,1.424532,0.664398,0.104966,3.112555,0.594212
cuda,DistillGPT2,16,8.090790,7.300231,4.583472,1.223749,6.378077,1.427853,0.672149,0.097940,2.710453,3.060421
cuda,ElectraForCausalLM,32,15.016473,13.203073,7.814154,1.975843,11.108311,2.784079,1.301378,0.246007,2.581407,5.632798
cuda,ElectraForQuestionAnswering,64,12.521336,10.822583,5.512131,2.201607,7.722978,2.643919,1.233961,0.246611,4.498035,1.326685
cuda,GPT2ForSequenceClassification,4,11.310011,9.763896,4.664122,1.917438,7.044813,2.966612,1.187206,0.210654,4.376679,1.017602
cuda,GoogleFnet,16,13.793745,12.871351,10.012064,1.268916,13.075402,1.729597,0.651517,0.106778,1.764089,4.391146
cuda,LayoutLMForMaskedLM,16,13.437903,11.451746,5.995316,2.293687,8.269791,2.716978,1.268914,0.250027,4.655873,1.473090
cuda,LayoutLMForSequenceClassification,16,13.259463,11.252086,5.716441,1.760249,10.032549,3.651273,1.446869,0.243468,6.441206,6.646978
cuda,M2M100ForConditionalGeneration,16,27.138356,23.981382,11.909133,3.639532,18.342280,6.637125,2.885306,0.593532,8.059033,10.541771
cuda,MBartForCausalLM,4,13.927135,12.676471,7.306896,1.756803,10.392777,3.088730,1.173440,0.219204,1.345104,4.923326
cuda,MBartForConditionalGeneration,2,29.754115,26.303534,12.758338,4.819924,17.835434,7.809701,2.912116,0.831624,0.522950,10.102939
cuda,MT5ForConditionalGeneration,16,22.433609,18.800652,8.820342,3.453377,13.887549,5.882595,1.903003,0.455234,20.607023,8.687002
cuda,MegatronBertForCausalLM,4,21.896010,18.603834,7.998932,3.634644,11.933737,6.097610,2.438999,0.639911,8.005499,0.409501
cuda,MegatronBertForQuestionAnswering,8,21.861410,18.469232,7.894639,3.589743,11.561547,5.904618,2.337918,0.634266,7.687037,0.616414
cuda,MobileBertForMaskedLM,64,32.774032,25.530208,7.386796,5.843045,17.025790,8.318762,3.728088,1.993843,15.790789,1.710763
cuda,MobileBertForQuestionAnswering,128,32.998840,25.694054,7.245114,6.088275,18.975905,9.458837,4.229451,2.347333,18.127750,1.060168
cuda,OPTForCausalLM,2,12.921711,11.619179,6.250811,1.768857,9.331592,3.629785,1.345143,0.236247,1.678696,4.931504
cuda,PLBartForCausalLM,8,7.890867,7.220427,4.302896,1.165105,6.588455,1.523062,0.691247,0.107617,1.185261,3.495479
cuda,PLBartForConditionalGeneration,4,15.942856,14.291221,7.080778,2.660928,11.073824,4.086831,1.686393,0.360251,2.057444,6.763578
cuda,PegasusForCausalLM,32,13.031274,11.463668,6.196795,1.706640,9.879233,3.121103,1.255973,0.238346,1.585757,5.471333
cuda,PegasusForConditionalGeneration,32,27.909355,24.687568,11.415982,4.088667,17.605313,7.716719,3.192874,0.651923,0.677326,10.484441
cuda,RobertaForCausalLM,16,13.019215,11.298882,5.966733,2.250663,8.087059,2.706475,1.268361,0.243804,0.743810,4.457717
cuda,RobertaForQuestionAnswering,16,12.896941,11.169724,5.852156,2.222384,7.937879,2.626273,1.232323,0.240626,4.394155
cuda,Speech2Text2ForCausalLM,256,8.531507,7.597380,4.988630,0.824104,8.109425,1.632255,0.618852,0.099659,1.107249,3.991363
cuda,T5ForConditionalGeneration,4,16.425463,13.855056,6.887634,2.137964,12.990304,4.474111,1.415608,0.285945,5.835755,8.355433
cuda,T5Small,4,16.220228,13.692942,6.806206,2.134718,12.922096,4.409872,1.416942,0.287173,5.832057,8.365045
cuda,TrOCRForCausalLM,32,12.181556,10.958724,5.728687,1.703634,9.123131,3.117266,1.242815,0.234288,1.080681,5.179200
cuda,XGLMForCausalLM,8,25.807508,23.161826,12.137427,4.383201,17.325678,6.943376,2.501276,0.660681,22.642455,10.037168
cuda,XLNetLMHeadModel,8,112.709887,108.520440,91.305700,6.799718,94.962669,78.865863,2.864508,0.754985,7.943093,10.727997
cuda,YituTechConvBert,16,19.411997,16.940194,8.720719,3.254807,14.273256,4.838565,1.859579,0.424599,7.494516,8.939028
