dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.107460,3.425155,2.117897,7.864786,2.538034,1.053154,0.144660,6.647087,0.816441
cuda,AlbertForQuestionAnswering,4,2.127505,3.452309,2.109623,7.844539,2.551444,1.060552,0.139601,6.591947,0.435508
cuda,BartForCausalLM,4,2.356374,6.010515,2.207174,9.058196,3.372238,1.284995,0.247484,1.690547,5.355453
cuda,BartForConditionalGeneration,2,5.956064,13.234681,5.618184,19.552182,8.703965,3.316067,1.030085,1.153823,12.190563
cuda,BertForMaskedLM,64,2.792886,5.162890,2.615197,7.441003,3.062630,1.410054,0.286847,5.290569,1.812377
cuda,BertForQuestionAnswering,128,2.781768,5.075383,2.500031,7.320065,3.012880,1.404749,0.281159,5.140202,0.778141
cuda,BigBird,1,11.103544,7.233532,1.519733,10.658160,2.919599,1.232031,0.213026,5.056669,0.434889
cuda,BlenderbotSmallForCausalLM,64,1.517415,3.740439,1.564016,6.523894,2.519717,0.960449,0.160356,4.414940,2.512263
cuda,BlenderbotSmallForConditionalGeneration,64,4.112729,8.401268,4.058763,12.663403,5.466434,2.388527,0.583165,1.903885,8.504171
cuda,CamemBert,1,2.820819,4.842707,2.272670,6.848386,2.780925,1.289599,0.280980,4.670940,0.633632
cuda,DebertaForMaskedLM,4,6.999712,14.113781,3.627894,17.726837,5.185308,2.124046,0.338092,0.949938,7.459383
cuda,DebertaForQuestionAnswering,8,7.154700,14.949530,3.711881,18.421580,4.623249,2.418261,0.329234,1.713337,7.406201
cuda,DistilBertForMaskedLM,64,1.179667,3.119780,1.554400,4.839286,1.630052,0.761912,0.120531,3.331252,1.471977
cuda,DistilBertForQuestionAnswering,64,1.157766,3.268385,1.449712,4.692725,1.596369,0.742369,0.117059,3.093938,1.057131
cuda,DistillGPT2,1,1.224487,3.008561,0.891712,5.122316,1.499725,0.863850,0.105054,3.051208,3.095790
cuda,ElectraForCausalLM,32,2.935165,6.956570,2.595646,10.079831,3.167742,1.472509,0.283041,2.530542,6.139000
cuda,ElectraForQuestionAnswering,64,2.776483,5.049618,2.512177,7.548388,3.025392,1.752351,0.284624,5.399739,1.334293
cuda,GPT2ForSequenceClassification,4,2.452588,4.830962,2.022029,7.791200,3.248325,1.298589,0.237353,5.076221,1.220387
cuda,LayoutLMForMaskedLM,16,3.156275,5.232540,2.399524,8.074855,3.761269,1.444633,0.290319,5.350034,1.412420
cuda,LayoutLMForSequenceClassification,16,3.163418,5.239220,2.571623,9.067967,4.078933,1.662285,0.288046,6.806899,5.916803
cuda,M2M100ForConditionalGeneration,8,5.830586,12.113761,4.153291,20.304096,7.795618,3.197423,0.777215,15.526652,12.578913
cuda,MBartForCausalLM,32,2.244537,6.746365,2.395259,10.307610,3.682112,1.431033,0.289648,1.610993,6.065000
cuda,MBartForConditionalGeneration,16,5.997838,12.152476,6.095489,20.060795,9.541880,3.700349,1.212876,0.573414,14.266587
cuda,MT5ForConditionalGeneration,8,5.143761,7.681338,3.849045,13.488258,5.664542,2.375800,0.463179,9.830833,3.540394
cuda,MegatronBertForCausalLM,16,5.550777,9.158871,4.727235,14.565478,7.054551,2.867114,0.846415,10.802845,1.220204
cuda,MegatronBertForQuestionAnswering,16,5.601482,8.914274,4.971392,13.926994,6.950233,2.835215,0.831570,10.673408,0.722896
cuda,MobileBertForMaskedLM,32,13.141454,9.872349,5.722156,22.730947,11.423416,5.854560,2.568439,18.942601,2.235858
cuda,MobileBertForQuestionAnswering,64,13.279602,9.459976,5.746653,21.167577,10.832827,4.805159,2.617060,18.507275,1.270309
cuda,OPTForCausalLM,32,2.279619,5.603930,1.812653,9.096529,3.690203,1.478247,0.258508,2.152663,5.395649
cuda,PLBartForCausalLM,32,1.196455,4.639140,1.524086,6.656473,1.634598,0.750303,0.114349,1.956654,3.771142
cuda,PLBartForConditionalGeneration,16,3.165330,7.193670,3.443653,11.339847,3.974327,1.842688,0.385127,2.688758,7.727220
cuda,PegasusForCausalLM,32,2.449622,6.655674,2.607273,10.339431,3.293922,1.450758,0.285097,1.824545,6.397316
cuda,PegasusForConditionalGeneration,16,5.969869,12.158062,6.992413,19.253984,7.824040,3.665613,0.820133,1.050155,14.349400
cuda,RobertaForCausalLM,64,2.768966,5.910275,2.611536,8.241462,3.492526,1.451904,0.292007,0.718155,5.346640
cuda,RobertaForQuestionAnswering,128,2.793612,5.159867,2.530751,7.358346,3.044283,1.415578,0.288651,5.123245
cuda,Speech2Text2ForCausalLM,128,1.202307,5.146016,0.897975,7.811240,1.625901,0.708281,0.111645,1.714135,3.609520
cuda,T5ForConditionalGeneration,4,3.434520,7.154304,2.712605,10.732713,3.932512,1.483416,0.295136,5.475875,6.417104
cuda,T5Small,1,3.502021,6.817574,2.272060,10.103191,3.453840,1.375603,0.284992,8.255731,5.681653
cuda,TrOCRForCausalLM,32,2.223168,6.188337,2.505040,9.264632,2.928793,1.365864,0.264301,1.670506,5.684465
cuda,XGLMForCausalLM,8,4.903677,10.948760,4.784853,17.734514,7.437796,2.765772,0.758782,31.509371,12.295589
cuda,YituTechConvBert,1,4.063156,8.546038,3.548936,13.350868,5.099249,1.926629,0.452373,10.184105,8.804780
