dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2458,98.0684,0.5373
cuda,AlbertForQuestionAnswering,4,1.2513,96.6561,0.5409
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.0034,95.9715,0.8047
cuda,BartForConditionalGeneration,2,0.3197,315.4639,0.8978
cuda,BertForMaskedLM,64,0.9584,97.8209,0.7190
cuda,BertForQuestionAnswering,128,1.0802,99.9720,0.8741
cuda,BigBird,1,0.8194,121.1051,0.8512
cuda,BlenderbotSmallForCausalLM,64,0.8811,67.2544,0.5749
cuda,BlenderbotSmallForConditionalGeneration,64,0.8566,195.1605,0.8919
cuda,CamemBert,1,0.6576,109.1577,0.7874
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,64,0.4589,49.3421,0.6373
cuda,DistilBertForQuestionAnswering,64,0.3559,45.6609,0.8100
cuda,DistillGPT2,1,0.2495,48.2957,0.7466
cuda,ElectraForCausalLM,32,1.0477,107.5144,0.6141
cuda,ElectraForQuestionAnswering,64,1.3232,107.8436,0.9311
cuda,GPT2ForSequenceClassification,4,0.5063,68.4903,0.8823
cuda,LayoutLMForMaskedLM,16,1.1371,104.2483,0.7765
cuda,LayoutLMForSequenceClassification,16,1.1831,103.2928,0.9150
cuda,M2M100ForConditionalGeneration,8,0.7337,320.4171,0.8536
cuda,MBartForCausalLM,32,0.8924,99.2287,0.7337
cuda,MBartForConditionalGeneration,16,0.6791,328.4802,0.8538
cuda,MT5ForConditionalGeneration,8,0.9379,128.9855,0.6968
cuda,MegatronBertForCausalLM,16,0.7062,239.0209,0.8476
cuda,MegatronBertForQuestionAnswering,16,0.7043,241.3159,0.8399
cuda,MobileBertForMaskedLM,32,0.6865,358.1715,0.6905
cuda,MobileBertForQuestionAnswering,64,0.6712,368.1802,0.9859
cuda,OPTForCausalLM,32,0.3346,94.4011,0.6771
cuda,PLBartForCausalLM,32,0.8818,57.5212,0.6218
cuda,PLBartForConditionalGeneration,16,0.6829,152.8782,0.8751
cuda,PegasusForCausalLM,32,0.8902,99.0490,0.7451
cuda,PegasusForConditionalGeneration,16,0.6863,335.4263,0.9635
cuda,RobertaForCausalLM,64,0.9484,99.7743,0.7180
cuda,RobertaForQuestionAnswering,128,1.0891,96.3265,0.8741
cuda,Speech2Text2ForCausalLM,128,0.8464,51.6587,0.6046
cuda,T5ForConditionalGeneration,4,1.1873,82.2253,0.8385
cuda,T5Small,1,0.8691,82.6197,0.8630
cuda,TrOCRForCausalLM,32,0.8839,99.8449,0.7331
cuda,XGLMForCausalLM,8,0.2743,224.6673,0.7757
cuda,YituTechConvBert,1,0.6855,160.4812,0.8314
