dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.146803,3.621933,2.446903,7.894463,2.614293,1.064666,0.143490,6.812838,1.023218
cuda,AlbertForQuestionAnswering,4,2.099586,3.564805,2.272898,7.757205,2.518280,1.043241,0.141887,6.552695,0.455519
cuda,BartForCausalLM,4,2.237295,5.990079,2.225798,9.042589,3.434426,1.288097,0.257300,2.914751,5.391066
cuda,BartForConditionalGeneration,2,6.051695,12.968078,5.615809,19.459401,8.831291,3.317717,1.018582,1.861314,12.366151
cuda,BertForMaskedLM,64,2.780897,5.061016,2.583830,7.606481,3.052351,1.759091,0.287928,5.530821,2.598182
cuda,BertForQuestionAnswering,128,2.844903,4.997224,2.779652,7.228642,2.989030,1.388883,0.277062,5.117865,1.351091
cuda,BigBird,1,11.178347,6.972931,1.555467,10.490069,3.087921,1.249680,0.219120,5.189506,0.650501
cuda,BlenderbotSmallForCausalLM,64,1.476333,3.744510,1.540380,6.456064,2.469485,0.939307,0.158723,4.319598,4.954711
cuda,BlenderbotSmallForConditionalGeneration,64,4.075346,8.204801,3.860618,12.881859,5.407882,2.885309,0.585868,3.476744,8.714738
cuda,CamemBert,1,2.838767,4.852857,2.244023,6.891451,2.765965,1.290897,0.275518,4.670308,1.124730
cuda,DebertaForMaskedLM,4,7.036264,14.189012,3.443149,17.871849,5.014500,2.111334,0.334802,1.462573,7.617031
cuda,DebertaForQuestionAnswering,8,7.232471,14.114040,3.389109,18.181800,5.255494,2.372218,0.332126,3.378765,7.684156
cuda,DistilBertForMaskedLM,64,1.157522,3.118216,1.577123,4.818552,1.647506,0.767361,0.120202,3.336075,2.562524
cuda,DistilBertForQuestionAnswering,64,1.162294,3.329760,1.428282,4.974020,1.832907,0.755496,0.116322,3.127823,2.005042
cuda,DistillGPT2,1,1.227457,2.934956,0.890474,5.050975,1.485054,0.859390,0.105736,3.052611,7.065489
cuda,ElectraForCausalLM,32,2.901868,6.873705,2.597069,10.654139,3.834896,1.492763,0.291381,4.412589,6.486436
cuda,ElectraForQuestionAnswering,64,2.847030,5.076445,2.807248,7.220289,3.025136,1.402442,0.282238,5.061885,2.560306
cuda,GPT2ForSequenceClassification,4,2.458934,4.720033,1.999809,7.623995,3.191588,1.299845,0.237782,4.993570,2.653382
cuda,LayoutLMForMaskedLM,16,3.169056,5.211899,2.396663,8.069959,3.739393,1.437372,0.287555,5.360828,2.471067
cuda,LayoutLMForSequenceClassification,16,3.199933,5.426137,2.347526,9.220052,4.076190,1.678550,0.283992,6.494864,11.274932
cuda,M2M100ForConditionalGeneration,8,6.229525,12.059932,4.358231,19.895769,7.779428,3.251808,0.770571,32.744924,12.434708
cuda,MBartForCausalLM,32,2.211034,6.409875,2.627970,9.684137,3.355642,1.420469,0.283685,2.818429,6.005842
cuda,MBartForConditionalGeneration,16,6.104053,11.768658,6.016937,19.570493,9.430021,3.642529,1.177149,1.045702,14.086233
cuda,MT5ForConditionalGeneration,8,5.120469,7.580373,3.778970,13.334144,5.929717,1.988202,0.446805,9.705941,7.696913
cuda,MegatronBertForCausalLM,16,5.533089,8.961779,4.699880,14.378253,7.016921,2.856370,0.857662,10.782331,2.090481
cuda,MegatronBertForQuestionAnswering,16,5.466362,8.690609,4.898782,13.652927,6.865081,2.786015,0.820984,10.530562,1.444475
cuda,MobileBertForMaskedLM,32,13.253014,9.893774,5.778908,21.752526,10.899230,5.426726,2.543719,17.997925,4.282237
cuda,MobileBertForQuestionAnswering,64,13.308714,9.912727,5.651063,21.758912,10.890741,5.411084,2.566788,17.859131,2.542803
cuda,OPTForCausalLM,32,2.280811,5.599561,1.829720,9.110095,3.703765,1.482421,0.264138,3.999593,5.430881
cuda,PLBartForCausalLM,32,1.236033,4.537542,1.627156,6.590266,1.624597,0.770498,0.114419,3.418631,3.904156
cuda,PLBartForConditionalGeneration,16,3.243136,7.270537,3.142532,11.652438,3.974602,1.836467,0.388680,5.239714,7.658606
cuda,PegasusForCausalLM,32,2.492207,6.689423,2.320774,10.621580,3.545138,1.428825,0.281526,3.267985,6.360464
cuda,PegasusForConditionalGeneration,16,5.900608,12.094439,6.917794,19.163525,7.691014,3.636088,0.828513,1.958224,14.248371
cuda,RobertaForCausalLM,64,2.822287,5.856800,2.608974,8.157798,3.120686,1.795693,0.287097,0.773095,5.304848
cuda,RobertaForQuestionAnswering,128,2.819882,5.022397,2.786135,6.805337,2.968472,1.383064,0.279177,4.675852
cuda,Speech2Text2ForCausalLM,128,1.230322,5.294476,0.909634,7.947068,1.637909,0.715570,0.111063,3.318469,3.610611
cuda,T5ForConditionalGeneration,4,3.437126,7.391956,2.626079,10.877316,3.853495,1.442789,0.289738,8.052506,6.231444
cuda,T5Small,1,3.509234,6.918635,1.912522,10.424352,3.678270,1.346876,0.287201,13.219718,5.540329
cuda,TrOCRForCausalLM,32,2.197617,5.948815,2.238612,9.281119,3.450562,1.363629,0.260593,2.944507,5.668974
cuda,XGLMForCausalLM,8,4.873763,11.022123,4.784062,17.773682,7.451447,2.793380,0.763386,59.810244,12.260004
cuda,YituTechConvBert,1,4.010783,8.322078,3.805389,13.100603,5.117329,1.917977,0.444765,21.760474,8.744453
