dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.2540
cuda,AlbertForQuestionAnswering,0,0.0000
cuda,AllenaiLongformerBase,1,1.0490
cuda,BartForCausalLM,4,0.9940
cuda,BartForConditionalGeneration,2,1.0134
cuda,BertForMaskedLM,64,0.9625
cuda,BertForQuestionAnswering,64,1.0122
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9686
cuda,BlenderbotSmallForConditionalGeneration,64,0.9921
cuda,CamemBert,1,1.5412
cuda,DebertaForMaskedLM,4,1.2592
cuda,DebertaForQuestionAnswering,4,1.3392
cuda,DebertaV2ForMaskedLM,1,0.9375
cuda,DebertaV2ForQuestionAnswering,1,0.9203
cuda,DistilBertForMaskedLM,16,1.3898
cuda,DistilBertForQuestionAnswering,32,1.4035
cuda,DistillGPT2,1,1.7204
cuda,ElectraForCausalLM,1,1.5053
cuda,ElectraForQuestionAnswering,64,1.2490
cuda,GPT2ForSequenceClassification,4,1.5780
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,1.0537
cuda,LayoutLMForSequenceClassification,16,1.1151
cuda,M2M100ForConditionalGeneration,2,1.2319
cuda,MBartForCausalLM,16,1.1257
cuda,MBartForConditionalGeneration,8,1.3365
cuda,MT5ForConditionalGeneration,0,0.0000
cuda,MegatronBertForCausalLM,2,1.5758
cuda,MegatronBertForQuestionAnswering,8,1.5187
cuda,MobileBertForMaskedLM,16,1.3797
cuda,MobileBertForQuestionAnswering,32,1.4167
cuda,OPTForCausalLM,4,1.4710
cuda,PLBartForCausalLM,16,1.1567
cuda,PLBartForConditionalGeneration,8,1.2847
cuda,PegasusForCausalLM,8,1.4098
cuda,PegasusForConditionalGeneration,4,1.3119
cuda,RobertaForCausalLM,4,1.5667
cuda,RobertaForQuestionAnswering,0,0.0000
cuda,Speech2Text2ForCausalLM,64,1.2609
cuda,T5ForConditionalGeneration,4,0.9607
cuda,T5Small,1,1.4079
cuda,TrOCRForCausalLM,8,1.5044
cuda,XGLMForCausalLM,2,1.3365
cuda,XLNetLMHeadModel,4,1.1270
cuda,YituTechConvBert,1,1.4477
