dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,0.9962,4.6360,0.9110
cuda,AlbertForQuestionAnswering,2,0.9998,4.6784,0.9318
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9679,4.4623,0.8728
cuda,BartForConditionalGeneration,1,0.9946,12.4139,0.8222
cuda,BertForMaskedLM,64,0.9606,4.7136,0.9190
cuda,BertForQuestionAnswering,64,0.9844,4.6580,0.9438
cuda,BigBird,1,0.8229,11.0876,0.9324
cuda,BlenderbotSmallForCausalLM,64,0.9095,2.9583,0.8373
cuda,BlenderbotSmallForConditionalGeneration,32,0.9534,7.8209,0.8996
cuda,CamemBert,1,0.9319,4.7807,0.7590
cuda,DebertaForMaskedLM,4,0.8097,9.4991,0.9839
cuda,DebertaForQuestionAnswering,4,0.7381,9.3940,1.0647
cuda,DistilBertForMaskedLM,16,0.9866,2.2970,0.9045
cuda,DistilBertForQuestionAnswering,32,0.9756,2.2848,0.8945
cuda,DistillGPT2,1,0.9258,2.3533,0.7343
cuda,ElectraForCausalLM,1,0.9265,4.8108,0.9020
cuda,ElectraForQuestionAnswering,64,0.9919,4.7334,0.9522
cuda,GPT2ForSequenceClassification,4,0.9794,4.8455,0.9063
cuda,GoogleFnet,1,0.8103,2.5028,0.9341
cuda,LayoutLMForMaskedLM,16,0.9707,5.1738,0.9392
cuda,LayoutLMForSequenceClassification,16,0.9903,5.0687,0.9325
cuda,M2M100ForConditionalGeneration,2,0.9530,10.9197,1.0142
cuda,MBartForCausalLM,16,0.9661,4.3778,0.8457
cuda,MBartForConditionalGeneration,8,0.8751,12.6377,0.7766
cuda,MT5ForConditionalGeneration,2,0.8992,11.8495,0.8597
cuda,MegatronBertForCausalLM,2,0.9263,10.0624,0.8781
cuda,MegatronBertForQuestionAnswering,8,0.9230,10.0605,0.7899
cuda,MobileBertForMaskedLM,16,0.8718,25.0150,0.9133
cuda,MobileBertForQuestionAnswering,32,0.8876,24.2750,0.9705
cuda,OPTForCausalLM,4,0.8818,4.7266,0.7869
cuda,PLBartForCausalLM,16,0.9421,2.2883,0.8693
cuda,PLBartForConditionalGeneration,8,0.8883,6.2736,0.7930
cuda,PegasusForCausalLM,8,0.9000,4.5930,0.9187
cuda,PegasusForConditionalGeneration,4,0.8696,12.5169,0.9745
cuda,RobertaForCausalLM,4,0.9118,4.9662,0.7413
cuda,RobertaForQuestionAnswering,64,0.9851,4.7951,0.9438
cuda,Speech2Text2ForCausalLM,64,0.9346,2.3401,0.8434
cuda,T5ForConditionalGeneration,4,0.9704,7.9527,0.9589
cuda,T5Small,1,0.9415,7.6869,0.9273
cuda,TrOCRForCausalLM,8,0.9624,4.2877,0.7883
cuda,XGLMForCausalLM,1,0.8278,9.5691,1.0000
cuda,XLNetLMHeadModel,4,0.9668,18.7005,0.8864
cuda,YituTechConvBert,1,0.9186,7.9120,0.7577
