dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.747952,8.047754,3.246442,1.757159,7.412007,2.998423,1.022885,0.136548,5.996991,0.920561
cuda,AlbertForQuestionAnswering,4,1.724675,8.029234,3.236254,1.698444,7.694870,2.962570,1.007239,0.129870,6.230228,0.543231
cuda,AllenaiLongformerBase,4,8.520590,126.250892,111.343717,7.491975,116.820130,96.732810,4.222368,0.389673,0.663186,13.263704
cuda,BartForCausalLM,4,1.940194,9.949671,5.167988,2.100088,7.795096,2.479180,1.119799,0.218524,1.444439,4.808517
cuda,BartForConditionalGeneration,2,4.951343,26.338620,13.468402,4.615429,18.898175,7.751682,2.829963,0.784402,1.109669,10.253870
cuda,BertForMaskedLM,16,2.324071,10.527083,5.365712,1.725138,8.042047,2.579357,1.493838,0.242969,4.731915,1.429953
cuda,BertForQuestionAnswering,16,2.320674,10.577485,5.447706,1.715592,8.077796,2.581646,1.493551,0.240398,4.675062,1.030914
cuda,BlenderbotForCausalLM,4,3.703426,18.866164,9.168043,3.827985,13.976682,5.510055,2.374871,0.583960,4.186636,8.791658
cuda,BlenderbotSmallForCausalLM,64,1.196080,6.323371,3.041071,1.288757,5.409077,2.001279,0.849873,0.142069,3.715219,2.077492
cuda,BlenderbotSmallForConditionalGeneration,64,3.300901,15.892986,7.436793,3.069618,11.713732,4.816427,2.027554,0.479247,1.899078,7.484754
cuda,CamemBert,16,2.295529,10.771118,5.625533,1.741864,8.319338,2.590197,1.763524,0.240738,4.519179,0.375206
cuda,DebertaForMaskedLM,4,6.387063,21.722365,14.470784,2.526360,17.939852,4.021819,1.844894,0.307591,0.825269,6.192233
cuda,DebertaForQuestionAnswering,8,6.727488,21.108011,14.281188,2.352522,17.915409,4.170308,1.835654,0.306306,1.779981,6.177813
cuda,DebertaV2ForMaskedLM,1,10.635440,28.806615,18.103555,3.027866,21.753469,4.549850,2.425428,0.536181,1.434884,6.991651
cuda,DebertaV2ForQuestionAnswering,2,11.830492,29.002715,18.105636,3.265046,22.257716,5.422981,2.653772,0.528180,0.513485,8.105829
cuda,DistilBertForMaskedLM,128,0.899278,5.625735,2.919947,0.924307,4.762390,1.389194,0.844517,0.107481,2.809097,1.187942
cuda,DistilBertForQuestionAnswering,256,0.920859,5.632286,2.892853,0.905618,4.740317,1.600449,0.661151,0.104073,2.795764,0.591950
cuda,DistillGPT2,16,1.100701,6.926700,4.372352,0.989045,6.164149,1.595375,0.665679,0.094653,2.663979,2.820998
cuda,ElectraForCausalLM,32,2.524312,13.035676,7.709891,1.762355,11.580753,3.280467,1.305717,0.246126,2.568610,5.911634
cuda,ElectraForQuestionAnswering,64,2.436157,11.110780,5.824632,1.762276,8.239763,2.639958,1.245782,0.246261,4.259783,1.619118
cuda,GPT2ForSequenceClassification,4,2.535030,9.409746,4.419040,2.296434,6.350190,2.452508,1.169246,0.210881,4.305994,1.010426
cuda,GoogleFnet,16,1.309759,12.591826,9.969596,1.077484,13.171958,1.775064,0.857891,0.103978,1.754132,4.340766
cuda,LayoutLMForMaskedLM,16,2.711344,11.126996,5.745880,1.773597,8.574942,2.671633,1.562756,0.243720,4.686566,1.474097
cuda,LayoutLMForSequenceClassification,16,2.693661,11.142962,5.860261,1.748954,10.199742,3.880496,1.451511,0.239094,6.173413,6.099873
cuda,M2M100ForConditionalGeneration,16,5.067602,25.221001,12.707516,4.240468,20.119672,7.329844,3.721370,0.708768,9.119236,12.154157
cuda,MBartForCausalLM,4,2.010058,12.087179,6.953707,2.072705,9.711079,2.528645,1.161196,0.217091,1.333498,4.918085
cuda,MBartForConditionalGeneration,2,4.897534,25.477690,12.094232,4.527924,17.410835,7.721956,2.887196,0.822838,0.482796,10.508078
cuda,MT5ForConditionalGeneration,16,5.103377,18.258669,8.136408,3.441731,13.453851,5.309769,2.279469,0.445331,20.580101,8.924480
cuda,MegatronBertForCausalLM,4,4.873996,18.251229,7.462819,4.073863,11.457779,5.931255,2.401612,0.635301,8.235167,0.410437
cuda,MegatronBertForQuestionAnswering,8,4.657454,17.435907,7.291669,4.332974,11.762892,5.468661,3.152660,0.637476,8.971783,0.616039
cuda,MobileBertForMaskedLM,64,10.775319,23.861265,6.844102,4.564999,17.189513,8.768182,3.689393,1.920108,16.122676,1.724579
cuda,MobileBertForQuestionAnswering,128,10.629643,23.717586,6.789461,4.979878,18.384174,9.176296,4.135975,2.257715,17.769399,1.031610
cuda,OPTForCausalLM,2,1.991997,10.262522,5.585167,1.959093,8.360818,2.950826,1.289297,0.230624,1.692802,4.812284
cuda,PLBartForCausalLM,8,0.983286,6.893227,4.105025,0.947824,6.344847,1.693327,0.675542,0.105036,1.176183,3.230485
cuda,PLBartForConditionalGeneration,4,2.672807,13.619991,6.842264,2.727450,10.818347,4.208720,1.717683,0.356722,1.664753,6.816668
cuda,PegasusForCausalLM,32,1.875847,10.725690,5.963218,2.073485,9.052222,2.751563,1.214258,0.228693,1.588493,5.243211
cuda,PegasusForConditionalGeneration,32,4.677110,23.404315,10.915105,5.129457,15.799304,6.305594,2.971811,0.648345,0.677273,10.217166
cuda,RobertaForCausalLM,16,2.437731,11.172764,5.871099,1.736505,8.484610,2.627343,1.239437,0.243136,0.754269,4.431545
cuda,RobertaForQuestionAnswering,16,2.352305,10.841271,5.671238,1.713164,7.965892,2.574280,1.215632,0.235731,4.088537
cuda,Speech2Text2ForCausalLM,256,1.004601,6.924420,4.555464,0.931608,7.147893,1.415216,0.594780,0.097640,1.103127,3.564807
cuda,T5ForConditionalGeneration,4,3.377381,13.127774,6.606160,2.673956,12.152660,3.782814,1.397066,0.274972,5.819664,8.335436
cuda,T5Small,4,3.336270,13.174296,6.702142,2.310737,12.512742,4.066339,1.381985,0.281035,5.836147,8.228761
cuda,TrOCRForCausalLM,32,1.927984,9.887161,5.114627,2.084922,8.025523,2.588505,1.211703,0.230884,1.073182,5.075210
cuda,XGLMForCausalLM,8,3.908797,21.947085,11.239328,4.280908,17.025872,7.226857,2.458735,0.663863,21.935418,10.247241
cuda,XLNetLMHeadModel,8,5.882133,121.531564,105.483183,6.721779,108.866603,93.054439,2.757966,0.735814,7.951399,10.374621
cuda,YituTechConvBert,16,3.451530,16.081168,8.211006,2.909401,13.519395,4.664942,1.807070,0.411209,8.124351,8.345606
