dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,12.002169,10.388345,4.395142,1.687145,8.870027,3.110024,1.171981,0.148011,1.064173,1.058460,7.310318
cuda,BartForCausalLM,4,16.699845,13.716016,6.974617,2.001404,10.090827,3.694466,1.585271,0.277370,1.380842,1.485269,6.603710
cuda,BartForConditionalGeneration,2,42.312974,34.452184,17.358786,6.045808,21.963846,9.541488,3.939948,1.052440,0.848996,1.230857,11.774426
cuda,BertForMaskedLM,16,16.924106,13.865305,6.629039,2.318154,9.408510,3.886164,1.649238,0.288210,1.912384,2.087571,7.121539
cuda,BertForQuestionAnswering,16,16.950656,13.725562,6.623706,2.084516,9.530801,3.819300,1.631907,0.284327,1.535178,1.643503,6.637224
cuda,BlenderbotSmallForCausalLM,64,10.849697,8.878619,4.381303,1.318856,6.581873,2.220833,1.098575,0.173198,2.579349,6.175256,2.107521
cuda,BlenderbotSmallForConditionalGeneration,64,27.510895,22.350308,11.054824,3.285797,14.668580,6.617546,2.671547,0.587482,2.036389,1.840060,9.349931
cuda,CamemBert,16,16.804828,13.572891,6.550861,2.283642,9.224782,3.832364,1.641211,0.289579,0.800401,0.986087,5.869591
cuda,DebertaForMaskedLM,4,29.694257,22.998382,14.105792,2.637147,17.775156,4.765206,2.292821,0.363963,14.940479,2.385082,21.509997
cuda,DebertaForQuestionAnswering,8,29.421363,22.802777,14.043127,2.618429,17.753561,4.727892,2.281263,0.360855,16.218277,2.785233,22.808117
cuda,DebertaV2ForMaskedLM,1,43.335881,31.351498,16.925079,3.886448,19.567189,5.437841,2.918896,0.631699,32.623638,1.691019,39.585266
cuda,DistilBertForMaskedLM,128,10.159794,8.770941,5.036271,1.094192,6.862225,1.900363,0.875468,0.130247,1.505604,3.734329,4.483424
cuda,DistilBertForQuestionAnswering,256,10.062470,8.669204,4.921744,1.070932,6.939927,1.916570,0.875858,0.126205,0.893771,2.911331,4.039327
cuda,DistillGPT2,16,10.787783,9.402477,5.900567,1.098334,7.723794,1.908788,0.854273,0.113033,1.617843,2.912600,4.591088
cuda,ElectraForCausalLM,32,18.753523,15.562774,8.182958,2.077329,14.077811,3.944944,1.664829,0.287114,3.582930,3.795954,11.670727
cuda,ElectraForQuestionAnswering,64,16.819098,13.789430,6.616789,2.275731,11.515526,3.836646,1.629808,0.293747,2.316451,2.318117,9.609317
cuda,GPT2ForSequenceClassification,4,17.316623,14.648145,8.119352,2.159983,10.523184,3.616380,1.803886,0.255344,1.289349,2.434003,5.951297
cuda,GoogleFnet,16,11.905357,10.172477,6.768403,1.212256,10.471360,1.916450,1.016469,0.128371,3.826856,1.791655,8.824724
cuda,LayoutLMForMaskedLM,16,18.657062,15.108790,7.839298,2.360039,10.728044,3.942265,1.692186,0.295238,1.963459,2.482042,7.327811
cuda,LayoutLMForSequenceClassification,16,18.790656,15.265678,8.081874,2.392401,12.630714,4.801627,1.965288,0.291316,6.981614,7.472590,14.037569
