dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.341463,17.371323,13.586157,8.171942,1.796639,13.491808,3.166035,1.426624,0.144977,6.932486,9.205600
cuda,AlbertForQuestionAnswering,4,19.394965,17.414153,13.590440,8.130574,1.778185,13.696570,3.163398,1.417456,0.141255,3.151930,9.471162
cuda,AllenaiLongformerBase,4,81.025283,72.008046,68.137183,46.277569,8.218731,59.313556,21.377021,7.547420,0.415168,4.275652,28.241799
cuda,BartForCausalLM,4,21.834295,18.396194,14.504862,8.739884,2.262971,13.345743,2.573851,1.557722,0.250072,1.548144,9.194495
cuda,BartForConditionalGeneration,2,43.550488,36.036628,32.186267,17.160433,5.111794,22.236656,7.786121,3.804641,1.022729,0.441829,16.050861
cuda,BertForMaskedLM,16,22.572707,18.990773,15.224526,8.947211,1.931294,13.749155,2.908858,1.843666,0.263022,2.609312,9.475564
cuda,BertForQuestionAnswering,16,22.725783,19.217244,15.566262,9.450114,1.882672,14.153554,3.142352,1.578055,0.258966,2.266467,9.473434
cuda,BlenderbotForCausalLM,4,32.623372,26.238535,22.968655,11.508894,3.900533,17.125666,5.539553,3.091659,0.663324,9.183737,14.332480
cuda,BlenderbotSmallForCausalLM,64,15.254235,13.111723,9.274372,5.408035,1.229444,9.317522,2.024977,1.060716,0.150776,2.900292,6.915030
cuda,BlenderbotSmallForConditionalGeneration,64,31.097965,25.722816,21.902596,11.876117,3.166328,16.590487,4.795149,2.566124,0.550792,2.319060,11.776999
cuda,CamemBert,16,22.848047,19.320004,15.634144,9.389865,1.907235,13.443467,3.415677,1.593288,0.261840,1.260422,8.421867
cuda,DebertaForMaskedLM,4,30.005490,24.405316,21.111867,14.659299,1.846273,22.028497,3.660015,1.855136,0.260987,3.179367,12.005909
cuda,DebertaForQuestionAnswering,8,31.789699,26.298854,22.544137,16.023485,1.802477,25.308208,3.317347,2.078906,0.253784,3.132607,13.759183
cuda,DebertaV2ForMaskedLM,1,43.197096,31.786491,28.251487,17.244920,2.430069,22.677231,3.750993,2.693624,0.483085,1.415000,13.002653
cuda,DebertaV2ForQuestionAnswering,2,40.781433,29.505402,26.035310,14.917240,2.708730,21.575344,5.177605,2.977312,0.493117,14.231610
cuda,DistilBertForMaskedLM,128,17.158711,15.352277,11.596818,8.534751,1.004690,12.802558,1.761023,0.872266,0.110901,8.327553,6.538153
cuda,DistilBertForQuestionAnswering,256,16.964113,15.163350,11.355162,8.281463,0.995754,13.067680,1.623865,1.044537,0.105193,10.473862,7.038398
cuda,DistillGPT2,16,16.333306,14.313955,10.435808,7.472286,1.108197,11.651564,1.870812,0.880089,0.098234,4.003900,6.515685
cuda,ElectraForCausalLM,32,32.317687,28.507143,23.691185,16.895702,2.219404,31.183410,3.381674,1.680157,0.270966,8.349925,19.124840
cuda,ElectraForQuestionAnswering,64,24.712466,21.059788,16.274390,9.940850,1.939188,19.290376,2.964993,1.860211,0.268906,2.632247,14.065659
cuda,GPT2ForSequenceClassification,4,21.430613,17.742163,14.808229,9.275828,2.214345,11.352232,3.096140,1.605950,0.230259,1.491338,6.793048
cuda,GoogleFnet,16,20.951948,18.804300,14.486093,11.335805,1.146097,19.923713,1.886954,0.912294,0.113027,2.041162,11.315722
cuda,LayoutLMForMaskedLM,16,24.968485,20.918237,16.643240,9.787047,1.976098,14.851802,3.539671,1.631982,0.274183,2.567659,9.604800
cuda,LayoutLMForSequenceClassification,16,25.320993,21.300162,16.730017,9.890992,1.959538,16.243559,4.204340,1.837749,0.265625,6.498666,10.881049
cuda,M2M100ForConditionalGeneration,16,48.008422,40.375987,37.281883,22.579987,4.595653,31.395797,7.323976,3.982099,0.706356,47.778428,19.583692
cuda,MBartForCausalLM,4,24.090483,20.723060,16.808967,10.993345,2.324916,15.959890,2.707739,1.623165,0.250855,1.412572,9.599059
cuda,MBartForConditionalGeneration,2,45.913541,38.315753,34.354622,19.243034,5.237245,24.207258,8.096579,3.920090,1.056060,0.398813,16.036011
cuda,MT5ForConditionalGeneration,16,36.493286,30.294220,26.505743,15.091254,4.046955,21.188175,5.273790,2.304637,0.450635,75.306189,14.938144
cuda,MegatronBertForCausalLM,4,38.472095,30.868180,27.016482,14.843008,4.105640,19.757311,6.806855,3.185402,0.702038,3.022644,13.830669
cuda,MegatronBertForQuestionAnswering,8,37.973834,30.362114,26.443083,14.403915,3.752284,20.667522,6.555212,3.101236,0.691783,2.098268,15.098988
cuda,MobileBertForMaskedLM,64,56.869270,41.005652,36.526263,16.143302,6.341268,27.998286,9.358177,5.728095,2.382581,34.395951,26.696565
cuda,MobileBertForQuestionAnswering,128,57.438300,41.597349,36.652774,16.177581,5.813713,28.994517,9.518887,5.693397,2.416189,28.375686,27.706558
cuda,OPTForCausalLM,2,21.902191,19.037517,14.895739,9.151437,2.072597,13.853098,3.418377,1.699677,0.252099,1.858278,9.044824
cuda,PLBartForCausalLM,8,16.037212,14.282375,10.241783,7.056910,1.016019,11.284359,1.675787,0.849267,0.108427,1.299899,6.498632
cuda,PLBartForConditionalGeneration,4,27.252545,22.876037,19.817139,11.634770,3.028037,16.567227,3.925388,2.091458,0.381961,1.695646,11.197045
cuda,PegasusForCausalLM,32,22.429716,19.224590,16.272027,10.375974,1.785555,15.901785,3.090396,1.607223,0.245040,2.308547,9.684465
cuda,PegasusForConditionalGeneration,32,41.487288,37.183547,34.073155,19.328956,5.147789,24.536520,6.646836,3.957748,0.699229,1.893082,16.534092
cuda,RobertaForCausalLM,16,23.922889,20.250120,16.158697,9.472058,1.930077,12.790587,3.222003,1.605014,0.269349,1.654362,8.071544
cuda,RobertaForQuestionAnswering,16,24.783367,21.153777,16.397413,9.769198,1.926477,12.728504,3.038891,1.839855,0.263880,0.920628,7.732475
cuda,Speech2Text2ForCausalLM,256,18.708747,16.940231,13.287699,10.357190,1.222974,15.285276,1.406637,0.820626,0.109090,3.583982,7.301444
cuda,T5ForConditionalGeneration,4,29.055656,24.574280,19.873183,11.239637,3.000575,14.947692,3.546051,1.671156,0.288448,8.677011,9.805128
