dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.059299,11.443329,4.035858,2.088882,8.769956,3.022389,1.168417,0.147809,1.336313,8.249602,0.803863
cuda,AlbertForQuestionAnswering,4,12.789260,11.216514,3.905183,1.991636,8.475201,2.944629,1.111500,0.143934,0.954289,7.606400,0.411606
cuda,BartForCausalLM,4,15.313278,13.779899,6.305991,1.918022,9.320559,3.063166,1.358344,0.268835,2.194712,2.420694,7.414236
cuda,BartForConditionalGeneration,2,37.666026,33.607318,14.278488,5.675613,19.743762,8.674514,3.527183,1.042474,0.966663,1.227251,12.361370
cuda,BertForMaskedLM,16,14.898770,13.104974,5.156594,2.059856,7.978570,3.571075,1.483837,0.293262,1.681151,6.663739,1.414615
cuda,BertForQuestionAnswering,16,14.892256,13.093495,5.125414,2.047455,7.752088,3.494781,1.471552,0.288731,1.369162,6.144472,0.988590
cuda,BlenderbotSmallForCausalLM,64,9.852731,8.805177,3.739362,1.320024,5.930833,2.031509,1.006980,0.169776,2.799673,6.547211,2.497195
cuda,BlenderbotSmallForConditionalGeneration,64,24.982617,22.328884,9.062701,3.652742,13.185560,5.529041,2.488863,0.591155,1.994172,1.917070,9.937737
cuda,CamemBert,16,15.171665,13.366310,5.272707,2.098231,8.012070,3.628105,1.502303,0.294789,0.658838,5.598938,0.337044
cuda,DebertaForMaskedLM,4,28.992313,23.211213,14.063071,3.156533,17.415706,4.743305,2.296905,0.357888,18.655576,0.956129,25.422771
cuda,DebertaForQuestionAnswering,8,29.288867,23.437365,14.286014,3.112587,17.645350,4.707334,2.284599,0.352216,19.485832,1.819394,26.210439
cuda,DebertaV2ForMaskedLM,1,42.186365,32.341392,16.663795,3.851656,21.131418,5.783530,3.127757,0.620610,45.019180,1.520893,53.748215
cuda,DebertaV2ForQuestionAnswering,2,42.490327,32.521427,16.560223,4.466323,21.136063,6.664622,3.493518,0.628308,45.203639,0.584640,54.660105
cuda,DistilBertForMaskedLM,128,8.267164,7.472026,3.348748,1.092235,5.173627,1.838486,0.807651,0.124586,1.416047,4.386428,1.132606
cuda,DistilBertForQuestionAnswering,256,8.367597,7.562147,3.406571,1.074211,5.327711,1.835951,0.804730,0.120093,0.801084,3.853090,0.546584
cuda,DistillGPT2,16,8.574410,7.668542,4.067758,1.182499,5.983658,1.801193,0.770743,0.111954,2.163708,2.342623,5.310610
cuda,ElectraForCausalLM,32,16.683389,14.866583,6.901038,2.058589,10.425175,3.152383,2.149297,0.293439,3.146834,2.558444,8.835780
cuda,ElectraForQuestionAnswering,64,14.851549,13.078240,5.249285,2.055749,7.961744,3.581258,1.494598,0.301164,1.690251,6.560685,1.317524
cuda,GPT2ForSequenceClassification,4,13.822158,12.061204,5.170375,2.497720,7.656440,3.193739,1.407141,0.256692,1.718782,6.796997,1.408844
cuda,LayoutLMForMaskedLM,16,15.306736,13.106487,5.206609,2.099890,8.014523,3.597249,1.511631,0.301749,1.786380,6.797800,1.417110
cuda,LayoutLMForSequenceClassification,16,15.234252,13.025438,5.161203,2.055280,9.272383,4.262722,1.717758,0.292438,6.374552,12.643374,5.987320
cuda,M2M100ForConditionalGeneration,16,37.390319,33.072458,13.582784,5.279340,22.063859,8.659872,3.940730,0.898071,5.001668,12.389575,19.019310
cuda,MBartForCausalLM,4,15.720483,14.186128,6.620813,2.044906,9.849025,3.232240,1.427138,0.294888,2.128404,2.121474,7.698734
cuda,MBartForConditionalGeneration,2,36.912862,32.762602,13.202281,5.886886,19.597926,9.149651,3.595372,1.138887,1.082029,0.591186,13.628818
cuda,MT5ForConditionalGeneration,16,25.871664,22.252732,9.157361,3.586041,15.529453,6.444784,2.179130,0.476175,3.906028,19.907697,14.054378
cuda,MegatronBertForCausalLM,4,28.548515,24.856209,9.707220,4.713334,14.552699,7.364890,2.985170,0.847330,1.125160,10.888065,0.406339
cuda,MegatronBertForQuestionAnswering,8,28.532466,24.815919,9.568322,4.714385,14.257516,7.197184,2.916524,0.847592,1.234723,10.840887,0.490559
