dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.597441,3.189761,1.596520,7.319452,2.814487,0.961478,0.135192,5.801941,0.899081
cuda,AlbertForQuestionAnswering,4,1.677786,3.166868,1.557999,7.481609,2.820471,0.958584,0.132242,5.948103,0.540797
cuda,BartForCausalLM,4,1.688804,5.963119,1.817441,8.508127,3.060942,1.071257,0.205152,1.392183,4.446229
cuda,BartForConditionalGeneration,2,4.559146,13.073173,4.563244,18.150084,7.643539,2.705444,0.785318,1.099341,9.851601
cuda,BertForMaskedLM,64,2.244691,6.352054,1.865992,8.566881,3.201091,1.190830,0.235638,4.168327,1.507140
cuda,BertForQuestionAnswering,128,2.353952,6.133858,1.824123,8.453099,3.108463,1.166449,0.232668,4.230175,0.815316
cuda,BigBird,1,9.697985,5.235986,1.165591,9.148796,2.126977,0.909868,0.182137,5.173804,0.392199
cuda,BlenderbotSmallForCausalLM,64,1.137315,3.265782,1.480077,5.483698,1.796460,0.803940,0.135789,3.756619,2.287032
cuda,BlenderbotSmallForConditionalGeneration,64,3.044690,7.936575,3.050838,11.577530,4.879584,1.967717,0.463312,1.932486,7.183372
cuda,CamemBert,1,2.335743,6.087714,1.601417,8.278605,3.112035,1.075550,0.225809,3.891397,0.561462
cuda,DebertaForMaskedLM,4,6.476451,12.832621,2.996513,16.211390,4.396967,1.776379,0.300144,0.855203,6.568578
cuda,DebertaForQuestionAnswering,8,6.783839,12.508904,2.675490,16.535222,4.310087,1.782001,0.310735,1.780280,6.895779
cuda,DistilBertForMaskedLM,64,0.856965,3.292649,1.049308,4.726086,1.626364,0.633181,0.106670,2.527894,1.492487
cuda,DistilBertForQuestionAnswering,64,0.865617,3.241379,1.012469,4.635392,1.572293,0.613734,0.103352,2.450913,1.072221
cuda,DistillGPT2,1,1.001092,2.594002,0.937021,4.388346,1.135170,0.567342,0.091540,2.771801,3.527410
cuda,ElectraForCausalLM,32,2.290465,8.399903,1.876133,11.939605,3.260840,1.223917,0.237747,2.626435,5.508980
cuda,ElectraForQuestionAnswering,64,2.278563,6.182185,1.844915,8.449568,3.143605,1.188581,0.240641,4.201060,1.352766
cuda,GPT2ForSequenceClassification,4,2.011593,4.316340,2.266951,6.493957,2.346295,1.113679,0.202996,4.534821,0.985094
cuda,GoogleFnet,1,1.175014,4.530248,0.879401,8.190525,1.516350,0.616264,0.102250,4.594834,0.620825
cuda,LayoutLMForMaskedLM,16,2.633503,6.282384,1.888964,8.554372,3.241932,1.201431,0.236425,4.248882,1.455903
cuda,LayoutLMForSequenceClassification,16,2.607517,6.299588,1.859926,10.100636,3.851428,1.412985,0.242260,5.747898,6.502836
cuda,M2M100ForConditionalGeneration,8,4.691969,12.067474,5.081216,17.977791,6.280306,2.791214,0.656505,14.739552,11.204902
cuda,MBartForCausalLM,32,1.694250,7.536378,1.872571,10.391792,3.208064,1.178351,0.220293,1.243337,4.817261
cuda,MBartForConditionalGeneration,16,4.587292,12.348463,4.262501,17.755691,7.886577,2.948453,0.869051,0.478987,10.360242
cuda,MT5ForConditionalGeneration,8,4.671636,6.352114,3.466899,10.249760,4.236872,1.639410,0.422946,7.521920,3.774196
cuda,MegatronBertForCausalLM,16,4.462130,8.646879,3.934636,11.840243,5.794859,2.319659,0.602773,7.300917,1.324561
cuda,MegatronBertForQuestionAnswering,16,4.521218,8.418179,3.840255,11.524876,5.644581,2.655682,0.600810,7.118053,0.934414
cuda,MobileBertForMaskedLM,32,10.622179,6.113879,4.795569,15.017873,7.041183,3.506160,1.723473,14.001930,2.234161
cuda,MobileBertForQuestionAnswering,64,10.697791,6.584468,5.422690,15.263105,7.242858,3.557606,1.717023,14.427151,1.287600
cuda,OPTForCausalLM,32,1.766768,4.646538,2.148704,7.353541,2.861543,1.250991,0.224327,4.937661,1.020826
cuda,PLBartForCausalLM,32,0.901216,4.620508,1.080431,6.896042,1.698252,0.648247,0.101212,1.520967,3.401145
cuda,PLBartForConditionalGeneration,16,2.305197,7.370492,2.393776,11.096557,4.373235,1.616400,0.335901,2.593129,6.464239
cuda,PegasusForCausalLM,32,2.016523,6.655479,1.846346,9.563354,2.849566,1.193193,0.220426,1.526714,4.840635
cuda,PegasusForConditionalGeneration,16,4.684490,11.870973,4.636869,16.469352,6.663805,2.952797,0.628852,1.057067,9.471035
cuda,RobertaForCausalLM,64,2.287913,6.528449,1.877385,8.617513,3.269504,1.209015,0.233530,0.743301,4.053751
cuda,RobertaForQuestionAnswering,128,2.283211,6.227592,1.826946,8.356269,3.123969,1.166988,0.232718,4.042490
cuda,Speech2Text2ForCausalLM,128,1.117587,4.716704,1.024995,7.446906,1.231594,0.604727,0.098711,1.516755,3.797590
cuda,T5ForConditionalGeneration,4,3.250375,6.518995,2.453470,11.561133,3.272470,1.248151,0.276389,5.322164,7.604517
cuda,T5Small,1,3.186556,6.205426,1.511441,8.807719,2.453264,1.099249,0.267128,7.993391,4.230346
cuda,TrOCRForCausalLM,32,1.664851,5.967206,1.796816,8.504755,2.806277,1.123422,0.215293,1.368769,4.415622
cuda,XGLMForCausalLM,8,3.791159,15.526591,4.040913,20.327755,7.479689,2.304945,0.584192,26.136574,9.028174
cuda,YituTechConvBert,1,3.282711,8.779553,2.766987,12.751851,3.531540,1.553322,0.385676,10.219557,7.211094
