dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.619396,3.158763,1.606751,7.342773,2.860356,0.961225,0.134163,1.395477,7.263514,0.884259
cuda,AlbertForQuestionAnswering,4,1.643716,3.170894,1.553254,7.278785,2.592029,0.963079,0.130669,1.049479,6.788283,0.519113
cuda,BartForCausalLM,4,1.697821,5.919806,1.793627,8.150808,2.772004,1.063039,0.200692,1.375952,1.380154,5.486499
cuda,BartForConditionalGeneration,2,4.940912,13.251813,4.151988,18.199495,7.625310,2.718688,0.770573,0.897190,1.149389,10.221848
cuda,BertForMaskedLM,64,2.251936,6.308170,1.862187,8.239699,2.921690,1.181242,0.234186,2.006336,5.890732,1.468062
cuda,BertForQuestionAnswering,128,2.250083,6.154121,1.812696,8.205988,2.845593,1.179000,0.235758,1.372884,5.331325,0.793249
cuda,BigBird,1,9.629126,5.214090,1.199427,8.824256,1.886950,0.909992,0.180798,7.734100,12.648921,0.393616
cuda,BlenderbotSmallForCausalLM,64,1.123747,3.331710,1.256083,5.558614,1.805840,0.801064,0.136013,2.626093,6.168669,2.314396
cuda,BlenderbotSmallForConditionalGeneration,64,3.066767,7.863455,3.036956,11.482359,4.904688,1.966065,0.466442,2.041836,1.971015,8.850602
cuda,CamemBert,1,2.209939,5.985210,1.587842,7.794052,2.644688,1.069828,0.224457,0.915773,4.403139,0.565207
cuda,DebertaForMaskedLM,4,6.343099,13.144673,2.850397,16.325316,3.882975,1.843722,0.306026,18.747833,0.831128,25.008015
cuda,DebertaForQuestionAnswering,8,6.565109,13.364979,2.802065,17.133680,3.886575,1.841529,0.302750,20.621886,1.772429,27.424356
cuda,DistilBertForMaskedLM,64,0.844107,3.316697,1.054972,4.739383,1.632256,0.622819,0.106057,1.764181,4.288630,1.471128
cuda,DistilBertForQuestionAnswering,64,0.873450,3.224728,1.012187,4.599043,1.570858,0.620248,0.103457,1.402749,3.836370,1.055217
cuda,DistillGPT2,1,1.023881,2.521353,0.722869,4.321694,1.139961,0.562070,0.091243,3.809528,6.374309,3.576572
cuda,ElectraForCausalLM,32,2.290311,8.447800,1.871210,11.711939,2.954532,1.228074,0.236455,3.346751,2.590298,8.579034
cuda,ElectraForQuestionAnswering,64,2.237733,6.131046,1.827701,8.093414,2.836939,1.183320,0.238890,1.885255,5.770336,1.320905
cuda,GPT2ForSequenceClassification,4,2.055602,4.279307,1.872052,6.466342,2.362301,1.128225,0.202335,1.374571,5.516085,1.014450
cuda,GoogleFnet,1,1.189080,4.567098,0.898354,7.962381,1.330223,0.610891,0.103209,4.485172,8.842163,0.626353
cuda,LayoutLMForMaskedLM,16,2.647901,6.335148,1.903371,8.301762,2.982333,1.205746,0.237786,1.991991,5.956977,1.421684
cuda,LayoutLMForSequenceClassification,16,2.676917,6.254334,1.857431,9.773197,3.616480,1.402083,0.232139,7.451994,12.920111,6.986662
cuda,M2M100ForConditionalGeneration,8,4.093939,11.244990,3.425750,16.953696,5.971494,2.530249,0.559751,4.283382,12.649570,13.613861
cuda,MBartForCausalLM,32,1.720529,7.383007,1.848168,9.898782,2.868644,1.150574,0.214747,1.327586,1.259747,5.778465
cuda,MBartForConditionalGeneration,16,4.643554,12.386046,4.219833,17.811018,7.896866,2.946671,0.860757,0.943840,0.479471,10.816088
cuda,MT5ForConditionalGeneration,8,4.742411,6.263046,3.101633,10.564079,4.625299,1.625590,0.419382,4.191204,11.755648,3.679977
cuda,MegatronBertForCausalLM,16,4.404443,8.563149,3.827972,11.698218,5.713848,2.301109,0.600444,2.065453,9.206462,1.329144
cuda,MegatronBertForQuestionAnswering,16,4.502137,8.453288,3.811463,11.484875,5.621561,2.692399,0.595208,1.661948,8.684341,0.917158
cuda,MobileBertForMaskedLM,32,10.588981,6.035513,4.258708,14.837244,6.930835,3.496449,1.722121,3.341072,16.707868,2.264488
cuda,MobileBertForQuestionAnswering,64,10.578549,6.109720,4.177193,14.844805,6.911170,3.508770,1.699965,2.629954,15.850019,1.342780
cuda,OPTForCausalLM,32,1.752345,4.773774,1.777908,7.460471,2.856364,1.241218,0.219260,1.437432,5.982990,1.029273
cuda,PLBartForCausalLM,32,0.888312,4.541131,1.090181,6.600872,1.698120,0.651367,0.101045,1.291318,1.566702,4.487920
cuda,PLBartForConditionalGeneration,16,2.288509,7.356737,2.359246,11.049262,4.360809,1.616393,0.331670,2.174315,2.469319,8.583604
cuda,PegasusForCausalLM,32,1.752941,6.487528,1.808254,9.464138,2.799815,1.178113,0.218858,1.808866,1.533374,6.682071
cuda,PegasusForConditionalGeneration,16,4.310745,11.962495,4.119513,16.588453,6.477386,2.970767,0.639278,2.341172,1.062266,11.310000
cuda,RobertaForCausalLM,64,2.284236,6.447927,1.906035,8.281234,3.022724,1.218529,0.237560,0.887648,0.703123,4.720032
cuda,RobertaForQuestionAnswering,128,2.272153,6.261208,1.837093,8.106650,2.857328,1.173020,0.231889,0.608454,4.381294
cuda,Speech2Text2ForCausalLM,128,0.981210,5.010304,0.789032,7.821060,1.230811,0.836916,0.095958,1.490725,1.514921,5.133993
cuda,T5ForConditionalGeneration,4,3.253562,6.543380,2.147683,11.556904,3.265707,1.231912,0.269626,2.610450,5.965393,9.892044
cuda,T5Small,1,3.162567,6.259016,1.519844,8.847343,2.456367,1.102889,0.264582,3.711279,8.201530,7.931002
cuda,TrOCRForCausalLM,32,1.769033,5.908616,1.832170,8.474752,2.860704,1.138440,0.219098,1.406884,1.363599,5.892391
