dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.130155,3.603133,2.119387,8.203186,2.873613,1.078246,0.146979,1.268967,8.078168,0.804397
cuda,AlbertForQuestionAnswering,4,2.120511,3.341081,1.828643,8.142268,2.836009,1.056228,0.142958,0.887098,7.608627,0.414321
cuda,BartForCausalLM,4,2.290561,6.086692,2.243474,9.146231,3.461280,1.312255,0.255318,1.474343,1.615570,6.883036
cuda,BartForConditionalGeneration,2,5.997994,13.128848,5.156734,19.442994,8.705489,3.333461,1.024094,1.044802,1.182838,12.788822
cuda,BertForMaskedLM,64,2.781713,5.107560,2.612662,7.694104,3.428906,1.426345,0.286885,1.783474,7.096861,1.470292
cuda,BertForQuestionAnswering,128,2.779547,5.058707,2.537544,7.614809,3.374853,1.414397,0.281986,1.109472,6.316370,0.786307
cuda,BigBird,1,10.970996,6.780542,1.557092,9.889477,2.480638,1.256242,0.216676,8.422114,13.210555,0.437275
cuda,BlenderbotSmallForCausalLM,64,1.536244,3.699422,1.585835,6.222900,2.322687,0.978500,0.161045,2.935493,7.119163,2.624721
cuda,BlenderbotSmallForConditionalGeneration,64,4.081163,8.395772,3.554029,13.096313,5.950328,2.413010,0.585402,1.972410,1.850937,10.412302
cuda,CamemBert,1,2.798181,4.872661,2.327239,7.290589,2.843122,1.662885,0.278893,0.946736,5.804915,0.640801
cuda,DebertaForMaskedLM,4,7.023858,14.430073,3.661594,17.870571,4.601312,2.179771,0.342123,20.631382,0.948498,27.990830
cuda,DebertaForQuestionAnswering,8,7.141411,14.241348,3.582378,17.490499,4.596546,2.187037,0.342352,21.313494,1.663571,28.401762
cuda,DistilBertForMaskedLM,64,1.160033,3.083043,1.325334,4.775183,1.636477,0.761879,0.120084,1.764634,4.840601,1.457347
cuda,DistilBertForQuestionAnswering,64,1.156853,3.271316,1.447474,4.700806,1.622451,0.757486,0.119585,1.310500,4.244371,1.058199
cuda,DistillGPT2,1,1.245854,2.945244,0.888253,4.922123,1.495220,0.651197,0.109979,3.420099,6.333580,3.156467
cuda,ElectraForCausalLM,32,2.872960,6.969558,2.656509,10.082431,3.236994,1.515199,0.290592,3.590878,2.901100,9.476949
cuda,ElectraForQuestionAnswering,64,2.851852,5.202929,2.579945,7.723489,3.432084,1.448025,0.291202,1.655321,6.868008,1.340976
cuda,GPT2ForSequenceClassification,4,2.425816,4.692044,2.025966,7.408632,2.968393,1.313527,0.242974,1.781569,6.618734,1.405643
cuda,LayoutLMForMaskedLM,16,3.137131,5.281763,2.416486,8.191591,3.778178,1.447623,0.294377,1.708402,7.150854,1.411114
cuda,LayoutLMForSequenceClassification,16,3.151897,5.352754,2.324659,9.176093,4.084368,1.672323,0.290264,6.365408,12.859474,5.952963
cuda,M2M100ForConditionalGeneration,8,6.195265,12.722378,4.405398,21.027011,8.276327,3.419184,0.817140,4.816920,16.771042,17.781625
cuda,MBartForCausalLM,32,2.353226,6.704643,2.419817,10.312394,3.695121,1.453569,0.289722,1.472817,1.501223,7.610272
cuda,MBartForConditionalGeneration,16,6.046486,12.044596,5.539099,19.845765,9.414068,3.675701,1.189958,0.981271,0.584123,14.601170
cuda,MT5ForConditionalGeneration,8,5.106583,7.714508,3.854427,13.538005,5.651253,2.031009,0.460623,4.590461,14.454439,3.959798
cuda,MegatronBertForCausalLM,16,5.708753,9.207406,4.833900,14.620039,7.178274,2.920298,0.867267,1.935736,12.424832,1.195782
cuda,MegatronBertForQuestionAnswering,16,5.516948,8.856862,4.989824,13.858637,6.979112,2.846461,0.816856,1.511181,11.731281,0.775822
cuda,MobileBertForMaskedLM,32,14.363227,10.211406,5.877948,21.988876,10.976471,5.513266,2.618197,3.515379,21.556694,2.216510
cuda,MobileBertForQuestionAnswering,64,13.113137,9.842522,5.662041,21.645750,10.802676,5.431222,2.553902,2.655680,20.500701,1.317515
cuda,OPTForCausalLM,32,2.279047,5.680192,1.842751,9.306083,3.785952,1.497960,0.261905,1.682536,2.109239,7.246182
cuda,PLBartForCausalLM,32,1.228860,4.651947,1.290260,7.182364,1.632529,0.746064,0.114156,1.643820,1.956886,5.693472
cuda,PLBartForConditionalGeneration,16,3.190110,7.330751,2.884631,11.719195,4.404100,1.883010,0.390110,2.489489,2.733589,9.904195
cuda,PegasusForCausalLM,32,2.321435,6.679567,2.398627,10.749668,3.678746,1.473026,0.298236,2.117676,1.804938,8.698655
cuda,PegasusForConditionalGeneration,16,5.735583,12.164571,5.407025,20.197835,8.803049,3.685069,0.829439,2.590296,1.054995,16.305631
cuda,RobertaForCausalLM,64,2.747856,5.851736,2.598629,8.202290,3.459013,1.453290,0.286146,0.673942,0.710695,5.735849
cuda,RobertaForQuestionAnswering,128,2.934602,5.090217,2.552311,7.206544,3.027976,1.754645,0.283082,0.345138,5.126914
cuda,Speech2Text2ForCausalLM,128,1.206819,5.080513,0.898119,7.721051,1.607471,0.715333,0.110294,1.735183,1.759681,5.323061
cuda,T5ForConditionalGeneration,4,3.447781,7.115795,2.352695,10.982758,3.902418,1.837114,0.291106,2.178880,5.656916,8.525200
cuda,T5Small,1,3.469214,6.840847,1.935849,10.374155,3.409268,1.360928,0.288114,3.632050,8.304366,9.227174
cuda,TrOCRForCausalLM,32,2.218668,5.912348,2.236396,9.374413,3.551632,1.388035,0.267133,1.511564,1.716785,7.314568
cuda,XGLMForCausalLM,8,4.669147,11.086121,4.784532,17.842305,7.449392,2.799821,0.758432,4.115919,31.468111,15.885800
cuda,YituTechConvBert,1,4.239010,8.447337,3.818227,13.171757,5.056672,1.896884,0.452351,5.366823,10.144985,14.075021
