dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.106027,3.589840,2.327914,7.882175,2.562794,1.068685,0.144501,6.709717,0.824009
cuda,AlbertForQuestionAnswering,4,2.115100,3.336931,2.092472,7.784636,2.541608,1.051227,0.142400,6.629366,0.434296
cuda,BartForCausalLM,4,2.167021,6.105970,2.219035,9.155853,3.375631,1.306602,0.251798,1.677945,5.372315
cuda,BartForConditionalGeneration,2,5.961870,13.161679,5.696403,19.678144,8.854070,3.341025,1.015617,1.164885,12.472225
cuda,BertForMaskedLM,64,2.748960,5.053747,2.575638,7.567337,3.044522,1.756546,0.288401,5.480629,1.474239
cuda,BertForQuestionAnswering,128,2.783052,5.034306,2.821926,7.244526,3.015256,1.410570,0.282601,5.141701,0.791569
cuda,BigBird,1,11.046997,6.817286,1.523611,10.154221,2.894150,1.236722,0.215799,4.972562,0.431226
cuda,BlenderbotSmallForCausalLM,64,1.536226,3.853374,1.610318,6.571186,2.528654,0.991345,0.161157,4.394929,2.585257
cuda,BlenderbotSmallForConditionalGeneration,64,3.962934,8.328111,3.845076,12.529360,5.437674,2.364590,0.586694,1.832997,8.218260
cuda,CamemBert,1,2.964260,4.777757,2.297338,6.865932,2.828276,1.321507,0.282962,4.773176,0.632701
cuda,DebertaForMaskedLM,4,6.893389,14.183379,3.630890,17.899210,5.229608,2.122691,0.337082,0.954377,7.566660
cuda,DebertaForQuestionAnswering,8,7.220257,14.557525,3.395121,18.565480,5.078234,2.375785,0.348605,1.795865,7.629749
cuda,DistilBertForMaskedLM,64,1.133682,3.037127,1.550756,4.733755,1.622937,0.752593,0.121710,3.304504,1.468469
cuda,DistilBertForQuestionAnswering,64,1.144806,3.203182,1.417130,4.842130,1.812184,0.742978,0.117532,3.111288,1.059255
cuda,DistillGPT2,1,1.219276,2.911791,0.900361,5.088317,1.487241,0.862798,0.106814,3.123727,3.466687
cuda,ElectraForCausalLM,32,2.888545,6.890256,2.958043,9.949074,3.189698,1.497156,0.291178,2.525499,6.128885
cuda,ElectraForQuestionAnswering,64,2.773329,5.119653,2.829854,7.278316,3.053488,1.421105,0.287734,5.099008,1.309004
cuda,GPT2ForSequenceClassification,4,2.546712,4.750398,2.019027,7.740735,3.241045,1.314106,0.242654,5.100580,1.163058
cuda,LayoutLMForMaskedLM,16,3.178895,5.102160,2.405327,7.983456,3.738379,1.452571,0.293732,5.395339,1.424336
cuda,LayoutLMForSequenceClassification,16,3.185431,5.375658,2.352058,9.329280,4.116991,1.700616,0.309113,6.656533,5.547754
cuda,M2M100ForConditionalGeneration,8,5.745545,12.135997,4.098050,20.158367,7.675694,3.411829,0.751522,15.656023,12.363630
cuda,MBartForCausalLM,32,2.194031,6.568023,2.660493,9.879220,3.386249,1.434422,0.289029,1.626945,6.075130
cuda,MBartForConditionalGeneration,16,5.983190,11.923328,6.056198,19.797713,9.454193,3.651098,1.208400,0.568993,14.202304
cuda,MT5ForConditionalGeneration,8,5.032275,7.281248,3.848205,13.032802,5.613006,1.999658,0.450379,10.172848,3.762673
cuda,MegatronBertForCausalLM,16,5.404221,8.920306,4.678235,14.349807,6.985016,2.867652,0.825080,10.778015,1.204983
cuda,MegatronBertForQuestionAnswering,16,5.632886,8.788110,4.929817,13.811238,6.929364,2.821441,0.820204,10.645153,0.717739
cuda,MobileBertForMaskedLM,32,13.012523,9.226832,5.792809,21.003574,10.856691,4.808505,2.527329,18.602401,2.253331
cuda,MobileBertForQuestionAnswering,64,13.056976,9.871874,5.680777,21.689590,10.882341,5.456788,2.527282,17.861109,1.301911
cuda,OPTForCausalLM,32,2.245142,5.621151,1.818146,9.151609,3.724730,1.466129,0.258437,2.142958,5.438256
cuda,PLBartForCausalLM,32,1.166816,4.575767,1.496748,6.627882,1.630892,0.747989,0.113734,1.978097,3.768751
cuda,PLBartForConditionalGeneration,16,3.184310,7.341027,3.189397,11.775327,4.000135,1.847562,0.392771,2.725875,7.762586
cuda,PegasusForCausalLM,32,2.422445,6.560107,2.331124,10.555287,3.561027,1.449417,0.288130,1.797869,6.431772
cuda,PegasusForConditionalGeneration,16,5.805606,12.062005,6.976518,19.171752,7.769567,3.647046,0.826513,1.038666,14.348739
cuda,RobertaForCausalLM,64,2.739580,5.782077,2.904186,7.764910,3.138899,1.436776,0.285178,0.705483,4.998441
cuda,RobertaForQuestionAnswering,128,2.850621,5.057509,2.992188,6.909819,3.032830,1.418570,0.284567,4.956141
cuda,Speech2Text2ForCausalLM,128,1.233694,5.143888,0.900663,7.710963,1.631289,0.717824,0.111288,1.812547,3.515450
cuda,T5ForConditionalGeneration,4,3.548552,7.161990,2.359929,11.054306,4.225078,1.459103,0.291857,5.640233,6.374917
cuda,T5Small,1,3.392357,6.741016,1.917360,10.249522,3.675303,1.348038,0.285511,8.267628,5.546855
cuda,TrOCRForCausalLM,32,2.168894,5.926689,2.238191,9.300268,3.462470,1.379122,0.266847,1.697116,5.711599
cuda,XGLMForCausalLM,8,5.115184,10.915581,4.845165,17.649137,7.538179,2.783737,0.751613,31.141203,12.303701
cuda,YituTechConvBert,1,3.995042,8.371682,3.787881,13.202690,5.068380,1.901569,0.446551,10.036136,8.778083
