dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,4,156.6803,21.9395,1
cuda,AlbertForQuestionAnswering,4,152.9165,20.7181,1
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,8,195.9013,27.8061,1
cuda,BartForConditionalGeneration,2,531.3242,18.3117,1
cuda,BertForMaskedLM,64,249.1220,13.0235,1
cuda,BertForQuestionAnswering,64,265.3632,7.7705,1
cuda,BigBird,1,0,0,0
cuda,BlenderbotSmallForCausalLM,64,155.7401,13.8871,1
cuda,BlenderbotSmallForConditionalGeneration,64,342.9360,18.0275,1
cuda,CamemBert,1,0,0,0
cuda,DebertaForMaskedLM,16,0,0,0
cuda,DebertaForQuestionAnswering,16,0,0,0
cuda,DebertaV2ForMaskedLM,4,0,0,0
cuda,DebertaV2ForQuestionAnswering,4,0,0,0
cuda,DistilBertForMaskedLM,32,132.4293,23.8307,1
cuda,DistilBertForQuestionAnswering,32,125.6309,12.2103,1
cuda,DistillGPT2,1,139.7729,2.3652,1
cuda,ElectraForCausalLM,32,272.0797,20.9171,1
cuda,ElectraForQuestionAnswering,64,241.1008,13.7821,1
cuda,GPT2ForSequenceClassification,4,0,0,0
cuda,GPTNeoForCausalLM,4,207.5729,32.7898,1
cuda,GPTNeoForSequenceClassification,4,0,0,0
cuda,GoogleFnet,1,0,0,0
cuda,LayoutLMForMaskedLM,16,239.6957,17.1519,1
cuda,LayoutLMForSequenceClassification,16,238.9392,11.9314,2
cuda,M2M100ForConditionalGeneration,4,557.5204,22.0289,7
cuda,MBartForCausalLM,16,267.6851,23.8365,1
cuda,MBartForConditionalGeneration,8,600,0,0
cuda,MT5ForConditionalGeneration,4,346.4294,19.0258,1
cuda,MegatronBertForCausalLM,8,451.2223,21.1043,1
cuda,MegatronBertForQuestionAnswering,8,398.3851,18.0949,1
cuda,MobileBertForMaskedLM,16,470.7721,15.1549,1
cuda,MobileBertForQuestionAnswering,32,428.7397,17.8534,1
cuda,OPTForCausalLM,16,170.8709,19.9488,1
cuda,PLBartForCausalLM,16,136.9618,16.3679,1
cuda,PLBartForConditionalGeneration,8,333.6077,13.1869,1
cuda,PegasusForCausalLM,16,180.8323,23.4490,4
cuda,PegasusForConditionalGeneration,8,440.7075,24.5336,7
cuda,RobertaForCausalLM,64,251.3653,13.9997,1
cuda,RobertaForQuestionAnswering,64,254.1250,7.7707,1
cuda,Speech2Text2ForCausalLM,64,119.5501,14.9167,4
cuda,T5ForConditionalGeneration,4,257.3960,12.8493,1
cuda,T5Small,1,224.6853,3.8518,1
cuda,TrOCRForCausalLM,16,193.9976,22.1629,1
cuda,XGLMForCausalLM,4,425.9883,27.9272,4
cuda,XLNetLMHeadModel,8,541.6900,32.2159,1
cuda,YituTechConvBert,1,352.0806,2.8447,1
