dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,4,3.6336,16.3465,1
cuda,AlbertForQuestionAnswering,4,3.6418,15.9591,1
cuda,AllenaiLongformerBase,1,10.6893,3.0275,4
cuda,BartForCausalLM,8,3.9876,20.7683,1
cuda,BartForConditionalGeneration,2,11.5658,12.0942,1
cuda,BertForMaskedLM,64,6.2521,10.9164,1
cuda,BertForQuestionAnswering,64,6.2288,6.9911,1
cuda,BigBird,1,9.1475,3.2958,64
cuda,BlenderbotSmallForCausalLM,64,2.5673,9.6174,1
cuda,BlenderbotSmallForConditionalGeneration,64,6.7700,13.8862,1
cuda,CamemBert,1,6.0272,1.4123,1
cuda,DebertaForMaskedLM,16,5.3363,18.8986,204
cuda,DebertaForQuestionAnswering,16,5.2341,12.3359,204
cuda,DebertaV2ForMaskedLM,4,8.4915,18.2032,304
cuda,DebertaV2ForQuestionAnswering,4,8.4051,14.0869,304
cuda,DistilBertForMaskedLM,32,2.4580,18.8817,1
cuda,DistilBertForQuestionAnswering,32,2.2949,11.0239,1
cuda,DistillGPT2,1,2.6513,1.2005,1
cuda,ElectraForCausalLM,32,6.3261,15.0549,1
cuda,ElectraForQuestionAnswering,64,6.4293,14.2179,1
cuda,GPT2ForSequenceClassification,4,5.5828,11.3050,2
cuda,GPTNeoForCausalLM,4,8.7678,20.7387,1
cuda,GPTNeoForSequenceClassification,4,8.7597,20.1005,2
cuda,GoogleFnet,1,2.0127,1.0682,27
cuda,LayoutLMForMaskedLM,16,6.5302,15.0082,1
cuda,LayoutLMForSequenceClassification,16,6.4044,11.1103,2
cuda,M2M100ForConditionalGeneration,4,7.3665,15.1734,7
cuda,MBartForCausalLM,16,3.8195,17.5807,1
cuda,MBartForConditionalGeneration,8,12.0001,17.7673,1
cuda,MT5ForConditionalGeneration,4,14.5606,12.7176,1
cuda,MegatronBertForCausalLM,8,18.0600,17.2208,1
cuda,MegatronBertForQuestionAnswering,8,18.1621,15.3752,1
cuda,MobileBertForMaskedLM,16,68.4248,12.0414,1
cuda,MobileBertForQuestionAnswering,32,69.0446,15.8275,1
cuda,OPTForCausalLM,16,3.7930,15.7489,1
cuda,PLBartForCausalLM,16,2.3064,12.2049,1
cuda,PLBartForConditionalGeneration,8,4.8247,10.9366,1
cuda,PegasusForCausalLM,16,3.5537,18.3524,4
cuda,PegasusForConditionalGeneration,8,7.5877,17.7505,7
cuda,RobertaForCausalLM,64,6.3304,10.8925,1
cuda,RobertaForQuestionAnswering,64,6.3030,6.9911,1
cuda,Speech2Text2ForCausalLM,64,2.1105,10.6734,4
cuda,T5ForConditionalGeneration,4,8.8971,10.3887,1
cuda,T5Small,1,8.7220,2.7431,1
cuda,TrOCRForCausalLM,16,3.7380,17.5450,1
cuda,XGLMForCausalLM,4,7.3275,18.0233,4
cuda,XLNetLMHeadModel,8,15.2161,19.2028,1
cuda,YituTechConvBert,1,9.6696,1.3873,1
