dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,22.002366,19.795879,17.330615,9.688357,1.906478,18.654802,3.576282,1.340817,0.157543,1.802869,10.991008
cuda,AlbertForQuestionAnswering,4,21.942930,19.751885,17.249607,9.618620,1.877776,17.174294,3.515630,1.325607,0.157543,1.427526,9.550013
cuda,AllenaiLongformerBase,4,75.849212,66.077221,63.257786,41.020696,6.294158,52.766033,16.887414,5.250698,0.465709,3.229507,18.439471
cuda,BartForCausalLM,4,25.608391,21.652623,18.898015,9.893075,2.198575,15.816349,4.055920,2.220446,0.353622,2.292229,8.257595
cuda,BartForConditionalGeneration,2,57.055784,45.619025,42.987378,20.623236,7.320130,26.870955,10.763419,4.718066,1.424527,0.469976,13.922390
cuda,BertForMaskedLM,16,28.267481,23.423618,20.748708,11.079472,2.295965,17.961627,4.492946,1.971595,0.343335,5.984029,9.329596
cuda,BertForQuestionAnswering,16,28.939976,23.779534,20.961472,11.807612,2.499377,17.393610,4.181879,1.928714,0.335484,5.615166,8.234439
cuda,BlenderbotForCausalLM,4,41.024198,31.815385,29.320680,12.201934,4.716536,19.969011,8.289143,4.186884,1.011250,13.087539,3.806008
cuda,BlenderbotSmallForCausalLM,64,16.970278,14.102869,11.176454,5.195122,1.645580,9.531516,2.472064,1.279991,0.201037,6.076107,2.409328
cuda,BlenderbotSmallForConditionalGeneration,64,39.430426,31.558543,28.719427,13.659883,3.978166,19.507209,7.046615,3.185624,0.748388,1.277602,10.064829
cuda,CamemBert,16,28.443944,23.680627,20.890485,11.855217,2.582465,17.538751,4.417912,1.937095,0.338810,4.971864,8.410703
cuda,DebertaForMaskedLM,4,30.925857,25.219746,22.600554,14.555433,2.096564,23.788904,4.561421,2.302615,0.322632,2.027654,11.539081
cuda,DebertaForQuestionAnswering,8,31.566226,25.593070,23.018444,14.904522,2.077625,24.004465,4.260384,2.292879,0.314227,2.594175,11.384684
