dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.145166,3.630148,1.874093,8.101119,2.855951,1.060746,0.148563,6.431697,1.023272
cuda,AlbertForQuestionAnswering,4,2.145720,3.645371,1.830651,7.976543,2.853552,1.048817,0.140519,6.248736,0.450635
cuda,BartForCausalLM,4,2.213683,5.797424,2.210836,8.488391,2.816021,1.289800,0.253167,2.882063,5.347541
cuda,BartForConditionalGeneration,2,5.926838,12.856353,5.629423,18.965605,8.649140,3.310448,1.039445,1.937106,13.051101
cuda,BertForMaskedLM,64,2.759147,5.097012,2.353785,7.846127,3.727862,1.408445,0.286016,5.210681,2.581796
cuda,BertForQuestionAnswering,128,2.764317,5.021987,2.281059,7.719855,3.679509,1.398450,0.281864,5.086624,1.339712
cuda,BigBird,1,11.338862,6.712502,1.531065,10.052893,2.629636,1.239685,0.215534,4.986551,0.650341
cuda,BlenderbotSmallForCausalLM,64,1.508556,3.433129,1.820754,5.892650,2.011068,0.945899,0.159986,4.352927,4.909938
cuda,BlenderbotSmallForConditionalGeneration,64,4.069339,8.316221,3.848864,12.614541,5.620105,2.365531,0.583531,3.453590,8.828598
cuda,CamemBert,1,2.819611,4.870623,2.044374,7.426482,3.457451,1.293092,0.277361,4.707597,1.126792
cuda,DebertaForMaskedLM,4,7.236403,13.553134,3.480823,17.252328,5.324311,2.113945,0.334303,1.484158,7.404625
cuda,DebertaForQuestionAnswering,8,6.870979,14.160005,3.392583,17.755607,5.282039,2.484960,0.337788,3.423730,7.210166
cuda,DistilBertForMaskedLM,64,1.137915,3.013763,1.333904,4.624369,1.637376,0.752728,0.121333,3.259860,2.568156
cuda,DistilBertForQuestionAnswering,64,1.150366,3.010272,1.268575,4.541585,1.612199,0.747549,0.118737,3.114766,2.073574
cuda,DistillGPT2,1,1.225362,2.753400,0.891280,4.864125,1.551886,0.654862,0.106234,3.051441,7.515404
cuda,ElectraForCausalLM,32,2.900693,6.771964,2.383286,10.286374,3.871614,1.461626,0.285120,4.446130,6.009613
cuda,ElectraForQuestionAnswering,64,2.791611,5.123403,2.311830,7.773638,3.752052,1.412399,0.281218,5.070024,2.596251
cuda,GPT2ForSequenceClassification,4,2.582307,4.773480,2.052514,7.698607,3.392640,1.331987,0.241315,5.069160,2.636275
cuda,LayoutLMForMaskedLM,16,3.201329,5.248145,2.407701,8.039191,3.843954,1.422308,0.290034,5.307967,2.428111
cuda,LayoutLMForSequenceClassification,16,3.096861,5.139387,2.326173,9.076348,4.434675,1.652142,0.283612,6.370420,11.820565
cuda,M2M100ForConditionalGeneration,8,5.775560,12.387028,4.186435,20.371078,8.205633,3.247784,0.783081,32.279687,12.421157
cuda,MBartForCausalLM,32,2.196377,6.114812,2.372599,9.349083,3.077213,1.424030,0.287358,2.560383,6.040595
cuda,MBartForConditionalGeneration,16,6.120409,13.034981,5.965643,20.505688,9.181487,3.654928,1.209163,0.723654,13.718123
cuda,MT5ForConditionalGeneration,8,5.110110,7.712371,4.104735,11.642937,5.544652,2.081138,0.463141,8.221728,7.730742
cuda,MegatronBertForCausalLM,16,5.584311,9.682921,5.168456,14.739068,7.786113,2.860118,0.839317,10.447074,2.075250
cuda,MegatronBertForQuestionAnswering,16,5.592560,9.058955,5.152167,14.025599,7.158386,2.830848,0.838359,10.926279,1.498657
cuda,MobileBertForMaskedLM,32,13.261826,9.765413,5.412330,22.378486,12.070081,4.899740,2.598199,18.405438,4.118436
cuda,MobileBertForQuestionAnswering,64,13.390751,9.763035,5.270972,22.276755,12.046338,4.841404,2.577760,18.171443,2.531651
cuda,OPTForCausalLM,32,2.293497,5.669090,1.822268,9.196221,3.889861,1.473958,0.258329,3.980623,5.445331
cuda,PLBartForCausalLM,32,1.192961,4.466781,1.291479,6.599200,1.617779,0.743840,0.113826,3.472037,3.734257
cuda,PLBartForConditionalGeneration,16,3.284512,7.962476,2.887360,12.124370,4.495796,1.883449,0.401880,4.834165,7.507462
cuda,PegasusForCausalLM,32,2.496167,6.235028,2.323267,9.817798,3.044033,1.450438,0.287096,3.294485,6.315774
cuda,PegasusForConditionalGeneration,16,6.302289,11.867353,5.349397,20.005641,7.458690,5.057515,0.815665,1.993079,13.762748
cuda,RobertaForCausalLM,64,2.840744,5.892949,2.403977,8.407072,3.833998,1.446973,0.288307,0.758361,5.026809
cuda,RobertaForQuestionAnswering,128,2.837963,5.127674,2.301849,7.475088,3.717503,1.406363,0.282039,4.755154
cuda,Speech2Text2ForCausalLM,128,1.432132,5.150116,1.104746,7.686760,1.713574,0.725900,0.113331,3.310322,3.693143
cuda,T5ForConditionalGeneration,4,3.536169,7.402844,2.728821,10.221043,3.611319,1.527620,0.292355,7.969345,6.067698
cuda,T5Small,1,3.593014,7.079721,2.769781,9.793836,3.315258,1.402514,0.290185,13.385233,5.618389
cuda,TrOCRForCausalLM,32,2.239228,5.893624,2.248122,8.948855,2.930917,1.383098,0.264961,2.889571,5.744118
cuda,XGLMForCausalLM,8,4.779288,11.161697,5.319690,17.413525,7.457113,2.753101,0.764788,60.034707,11.803329
cuda,YituTechConvBert,1,4.148672,8.073418,3.881306,12.228653,4.415657,1.906230,0.451870,21.254674,8.698383
