dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.250147,3.830908,2.579082,8.175014,2.819333,1.090922,0.143968,7.008292,0.832897
cuda,AlbertForQuestionAnswering,4,2.241011,3.783135,2.251345,8.344913,3.072943,1.084463,0.139174,6.898446,0.433737
cuda,BartForCausalLM,4,2.465824,5.876361,2.218128,8.820086,3.151270,1.296822,0.246901,1.668633,5.255417
cuda,BartForConditionalGeneration,2,6.410423,13.740848,7.751314,19.276202,8.452831,3.389842,1.014869,1.134829,13.519709
cuda,BertForMaskedLM,16,2.994665,4.908041,2.358922,7.622693,3.354182,1.434769,0.282732,5.171008,1.418492
cuda,BertForQuestionAnswering,16,2.880126,4.954050,2.295132,7.505147,3.335262,1.416230,0.278203,4.941267,0.992420
cuda,BlenderbotForCausalLM,4,4.821599,8.327804,5.690394,14.188208,6.679793,2.826509,0.769790,11.731988,3.355764
cuda,BlenderbotSmallForCausalLM,64,1.590819,3.402078,1.713414,5.900066,1.905958,0.958661,0.158616,4.276450,2.573875
cuda,BlenderbotSmallForConditionalGeneration,64,4.379906,8.683607,4.490402,12.844805,5.710276,2.417562,0.570603,1.914032,8.808207
cuda,CamemBert,16,2.900562,4.953102,2.666210,7.256712,3.056138,1.426945,0.286489,5.067057,0.337402
cuda,DebertaForMaskedLM,4,6.883949,15.076413,3.152348,19.570383,5.064921,2.525533,0.335804,0.947532,7.861336
cuda,DebertaForQuestionAnswering,8,7.385012,14.945614,3.008395,19.532104,5.137110,2.458182,0.340783,1.806582,7.812359
cuda,DebertaV2ForMaskedLM,1,12.329159,17.486442,3.695688,23.722211,6.273355,3.502543,0.590718,1.471636,10.283820
cuda,DebertaV2ForQuestionAnswering,2,12.266990,17.250351,4.737248,23.211046,7.234237,3.272463,0.598788,0.556248,11.056321
cuda,DistilBertForMaskedLM,128,1.204586,3.241279,1.208390,5.233747,1.959497,0.758541,0.121340,3.249777,1.145170
cuda,DistilBertForQuestionAnswering,256,1.228491,3.242635,1.162479,5.361772,1.972390,0.783885,0.116529,3.330760,0.554819
cuda,DistillGPT2,16,1.337181,4.333003,1.243940,6.244114,1.861647,0.760545,0.106827,2.326593,3.204633
cuda,ElectraForCausalLM,32,3.035407,6.739784,2.403697,10.350327,3.575848,1.502826,0.288698,2.542978,6.119841
cuda,ElectraForQuestionAnswering,64,3.028367,5.089253,2.342414,7.702944,3.427818,1.450265,0.282344,5.054592,1.302858
cuda,GPT2ForSequenceClassification,4,2.787407,5.134966,2.397301,7.895260,3.466007,1.371467,0.243140,5.250984,1.391989
cuda,LayoutLMForMaskedLM,16,3.304265,5.022102,2.410738,7.785957,3.470804,1.450260,0.289589,5.270223,1.403347
cuda,LayoutLMForSequenceClassification,16,3.209351,5.082800,2.382536,9.127464,4.170828,1.707371,0.289821,6.524439,5.972017
cuda,M2M100ForConditionalGeneration,16,7.019973,13.209119,7.429709,21.031652,7.939095,3.817987,0.844766,11.521798,15.510611
cuda,MBartForCausalLM,4,2.398640,6.477193,2.453091,9.714528,3.413514,1.373053,0.277694,1.626004,5.786216
