dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.8807,303.2957,9.0742,0.7491
cuda,AlbertForQuestionAnswering,4,0.8817,300.1861,8.5346,0.7432
cuda,AllenaiLongformerBase,4,0.6701,294.9426,28.7261,0.7717
cuda,BartForCausalLM,4,0.9460,119.5253,10.8479,0.8936
cuda,BartForConditionalGeneration,2,0.9623,143.1791,29.8608,0.8987
cuda,BertForMaskedLM,16,0.9446,116.9141,12.2263,0.9189
cuda,BertForQuestionAnswering,16,0.9506,100.7645,12.1852,0.9249
cuda,BlenderbotForCausalLM,4,0.7588,130.9617,21.7548,0.9098
cuda,BlenderbotSmallForCausalLM,64,0.8980,66.0681,7.3327,0.8137
cuda,BlenderbotSmallForConditionalGeneration,64,0.8608,130.2012,18.8069,0.8895
cuda,CamemBert,16,0.9415,129.5553,12.6990,0.9166
cuda,DebertaForMaskedLM,4,0.6301,95.5631,13.1358,0.9522
cuda,DebertaForQuestionAnswering,8,0.7358,110.1260,13.6407,1.0537
cuda,DebertaV2ForMaskedLM,1,0.6023,192.7390,26.9035,0.9666
cuda,DebertaV2ForQuestionAnswering,2,0.6058,196.3630,27.0703,0.9763
cuda,DistilBertForMaskedLM,128,0.9376,90.0374,5.6368,0.8468
cuda,DistilBertForQuestionAnswering,256,0.9773,105.3740,5.5600,0.9556
cuda,DistillGPT2,16,0.9572,110.5647,5.1992,0.8592
cuda,ElectraForCausalLM,32,0.9144,97.4291,12.2450,0.8459
cuda,ElectraForQuestionAnswering,64,0.9546,121.9991,12.0106,0.9493
cuda,GPT2ForSequenceClassification,4,0.9526,95.5045,9.7301,0.9062
cuda,LayoutLMForMaskedLM,16,0.9536,118.4942,12.3687,0.9192
cuda,LayoutLMForSequenceClassification,16,0.9669,103.2976,12.4975,0.9247
cuda,M2M100ForConditionalGeneration,16,0.8574,134.5598,28.3793,0.9146
cuda,MBartForCausalLM,4,0.9458,119.2638,11.4084,0.8937
cuda,MBartForConditionalGeneration,2,0.9621,142.8272,29.3824,0.8946
cuda,MT5ForConditionalGeneration,16,0.8283,127.0597,17.7933,0.8485
cuda,MegatronBertForCausalLM,4,0.8805,99.2616,24.3289,0.9118
cuda,MegatronBertForQuestionAnswering,8,0.9421,151.1665,24.3058,0.9025
cuda,MobileBertForMaskedLM,64,0.8210,248.6661,38.3856,0.8750
cuda,MobileBertForQuestionAnswering,128,0.8367,207.2323,38.0633,1.0042
cuda,OPTForCausalLM,2,0.9325,178.3706,10.5952,0.9164
cuda,PLBartForCausalLM,8,0.9537,119.3413,5.7368,0.8677
cuda,PLBartForConditionalGeneration,4,0.9214,127.4843,14.3028,0.9300
cuda,PegasusForCausalLM,32,0.9278,75.4559,10.6430,0.8805
cuda,PegasusForConditionalGeneration,32,0.9677,142.7325,19.2618,0.9439
cuda,RobertaForCausalLM,16,0.9397,126.0933,12.6377,0.9191
cuda,RobertaForQuestionAnswering,16,0.9500,101.2613,12.2287,0.9244
cuda,Speech2Text2ForCausalLM,256,0.9157,58.7424,5.6503,0.8183
cuda,T5ForConditionalGeneration,4,0.8559,119.4566,12.4867,0.9576
cuda,T5Small,4,0.8529,119.0736,12.5521,0.9576
cuda,TrOCRForCausalLM,32,0.9478,145.2470,10.8295,0.8730
cuda,XGLMForCausalLM,8,0.8147,108.4662,22.2391,0.9002
cuda,XLNetLMHeadModel,8,0.9624,285.8766,29.5359,1.0000
cuda,YituTechConvBert,16,0.9323,145.1046,18.2439,0.9104
