dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,AlbertForMaskedLM,4,1.1704,1.1966,0.0
cuda,AlbertForQuestionAnswering,4,1.1716,1.2026,0.0
cuda,AllenaiLongformerBase,1,1.1675,1.0455,0.0
cuda,BartForCausalLM,8,1.0042,1.0038,0.0
cuda,BartForConditionalGeneration,2,0.9977,1.0001,0.0
cuda,BertForMaskedLM,64,1.0524,0.9663,0.9337
cuda,BertForQuestionAnswering,64,1.0726,1.0118,0.9946
cuda,BigBird,1,0.9744,0.8587,0.0
cuda,BlenderbotSmallForCausalLM,64,1.0152,0.926,0.0
cuda,BlenderbotSmallForConditionalGeneration,64,1.0191,0.9432,0.0
cuda,CamemBert,1,1.0768,1.4121,2.2983
cuda,DebertaForMaskedLM,16,0.0,1.0928,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.2025,0.0
cuda,DebertaV2ForMaskedLM,0,0.0,0.0,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9973,0.9854,0.0
cuda,DistilBertForMaskedLM,32,1.0062,0.9644,0.0
cuda,DistilBertForQuestionAnswering,32,1.0076,1.0306,0.0
cuda,DistillGPT2,1,1.2577,1.5403,0.0
cuda,ElectraForCausalLM,32,1.142,1.0056,0.0
cuda,ElectraForQuestionAnswering,64,1.2711,1.2044,1.1387
cuda,GPT2ForSequenceClassification,4,1.6073,1.3008,0.0
cuda,GPTNeoForCausalLM,0,0.0,0.0,0.0
cuda,GPTNeoForSequenceClassification,0,0.0,0.0,0.0
cuda,GoogleFnet,1,1.1302,1.1921,0.0
cuda,LayoutLMForMaskedLM,16,1.1451,1.0589,1.0594
cuda,LayoutLMForSequenceClassification,16,1.1865,1.1252,1.1391
cuda,M2M100ForConditionalGeneration,4,1.0032,0.957,0.0
cuda,MBartForCausalLM,16,1.0106,0.9707,0.0
cuda,MBartForConditionalGeneration,8,1.0094,1.0004,0.0
cuda,MT5ForConditionalGeneration,4,1.0223,1.3506,0.0
cuda,MegatronBertForCausalLM,8,1.1357,1.0663,0.0
cuda,MegatronBertForQuestionAnswering,8,1.1497,1.0934,1.0802
cuda,MobileBertForMaskedLM,16,1.1795,1.1328,0.0
cuda,MobileBertForQuestionAnswering,32,1.2343,1.1728,0.0
cuda,OPTForCausalLM,16,1.0893,1.0076,0.0
cuda,PLBartForCausalLM,16,1.0088,0.9681,0.0
cuda,PLBartForConditionalGeneration,8,1.0086,1.0006,0.0
cuda,PegasusForCausalLM,16,1.0099,0.9562,0.0
cuda,PegasusForConditionalGeneration,8,1.0074,0.9711,0.0
cuda,RobertaForCausalLM,64,1.0504,0.9695,0.0
cuda,RobertaForQuestionAnswering,64,1.0725,1.0117,0.9991
cuda,Speech2Text2ForCausalLM,64,1.0296,1.1617,1.1713
cuda,T5ForConditionalGeneration,4,0.0,0.9749,0.0
cuda,T5Small,1,0.0,1.4783,0.0
cuda,TrOCRForCausalLM,16,1.0044,0.9796,0.0
cuda,XGLMForCausalLM,4,1.0011,0.0,0.0
cuda,XLNetLMHeadModel,8,1.1164,1.0893,0.0
cuda,YituTechConvBert,1,1.0996,1.3778,0.0
