dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.731611,3.150403,1.614837,6.719761,2.398255,0.961705,0.134526,1.680443,7.169149,1.053127
cuda,AlbertForQuestionAnswering,4,1.608105,3.104424,1.554003,6.939544,2.346307,0.947176,0.131109,1.142490,6.836409,0.522427
cuda,BartForCausalLM,4,1.714577,6.087812,1.780380,8.295370,2.796324,1.056136,0.206456,2.020649,2.354261,6.097736
cuda,BartForConditionalGeneration,2,4.555817,13.619041,4.583203,18.183766,7.375747,3.231688,0.768071,0.995251,1.974153,10.370011
cuda,BertForMaskedLM,64,2.273925,6.288863,1.868437,8.248296,2.967663,1.178540,0.233781,3.131670,7.051575,2.565967
cuda,BertForQuestionAnswering,128,2.254637,6.142485,1.831199,8.123771,2.631589,1.166962,0.231900,1.965416,5.870791,1.362447
cuda,BigBird,1,9.901079,5.157865,1.198074,8.749470,1.907205,0.921178,0.181845,8.975160,13.871872,0.547169
cuda,BlenderbotSmallForCausalLM,64,1.139218,3.510446,1.255637,5.633154,2.025731,0.793741,0.135896,4.712611,8.150938,4.373638
cuda,BlenderbotSmallForConditionalGeneration,64,3.045321,7.938622,2.748053,11.895273,4.826341,2.445781,0.461958,3.354548,3.720378,10.210389
cuda,CamemBert,1,2.207716,6.082236,1.606006,7.799661,2.723968,1.063068,0.222126,1.336181,4.754535,0.955623
cuda,DebertaForMaskedLM,4,6.281710,13.137971,2.845098,16.449614,3.880194,1.851522,0.306810,22.713052,1.236894,29.105661
cuda,DebertaForQuestionAnswering,8,6.390481,13.100576,2.805480,16.911582,3.845207,1.855170,0.309845,25.273214,3.315241,32.124801
cuda,DistilBertForMaskedLM,64,0.872474,3.289723,1.245091,4.491731,1.436488,0.624458,0.105384,2.859514,5.355899,2.537788
cuda,DistilBertForQuestionAnswering,64,0.881716,3.250612,1.193646,4.406395,1.396591,0.616426,0.102450,2.320128,4.720205,2.001762
cuda,DistillGPT2,1,1.031608,2.738564,0.739070,4.480273,1.370239,0.563035,0.089897,6.923658,9.446725,6.638108
cuda,ElectraForCausalLM,32,2.357136,8.483977,1.900521,11.660380,3.080565,1.239788,0.234185,5.315511,4.426954,10.488314
cuda,ElectraForQuestionAnswering,64,2.241849,6.137748,2.070521,7.759806,2.628465,1.165926,0.233752,3.232428,7.019344,2.638555
cuda,GPT2ForSequenceClassification,4,1.975572,4.256305,1.659161,6.597840,2.403067,1.385336,0.203778,2.190671,6.274313,1.815652
cuda,GoogleFnet,1,1.171332,4.618471,0.938611,7.738876,1.410314,0.692139,0.113451,5.332016,9.455234,1.062739
cuda,LayoutLMForMaskedLM,16,2.586258,6.306663,2.162595,7.997161,2.741930,1.192558,0.239002,2.964332,6.913813,2.387969
cuda,LayoutLMForSequenceClassification,16,2.585765,6.216255,2.116703,9.380982,3.360934,1.391057,0.232729,13.803362,19.179221,13.223596
cuda,M2M100ForConditionalGeneration,8,4.449040,11.775396,3.439169,18.030786,6.060474,2.698063,0.635603,7.347739,27.753790,17.258780
cuda,MBartForCausalLM,32,1.664997,7.519457,1.829820,9.976741,2.931226,1.160297,0.215353,1.981302,2.049692,6.356678
cuda,MBartForConditionalGeneration,16,4.669489,14.036271,4.705432,19.091140,7.617297,2.920593,0.852593,1.121329,0.597495,11.110887
cuda,MT5ForConditionalGeneration,8,4.902168,6.350523,3.171451,9.219952,3.839474,1.658437,0.438201,8.783418,14.997373,8.253067
cuda,MegatronBertForCausalLM,16,4.481763,8.654270,3.898601,11.203685,5.740961,2.279564,0.604418,3.605332,10.238209,2.930231
cuda,MegatronBertForQuestionAnswering,16,4.750910,8.555319,3.522535,11.068760,5.668278,2.254552,0.604215,2.501709,9.099550,1.678307
cuda,MobileBertForMaskedLM,32,10.650584,6.335565,3.865227,15.775414,7.849967,3.521294,1.715936,5.471575,19.092194,4.193875
cuda,MobileBertForQuestionAnswering,64,10.838794,6.406786,3.752944,15.774745,7.875727,3.523675,1.725436,3.962371,17.399873,2.582686
cuda,OPTForCausalLM,32,1.755508,4.759398,1.571094,7.568749,3.119836,1.223961,0.216403,2.255158,6.718364,1.809985
cuda,PLBartForCausalLM,32,0.891063,4.565125,1.245451,6.357954,1.497679,0.645547,0.100560,2.108854,2.641891,5.195858
cuda,PLBartForConditionalGeneration,16,2.278476,7.608460,2.356940,11.549521,4.079825,1.587314,0.332694,3.740406,4.315086,10.159095
cuda,PegasusForCausalLM,32,1.743049,6.425752,1.792507,9.290741,2.801741,1.156755,0.221173,2.514875,2.713914,7.261202
cuda,PegasusForConditionalGeneration,16,4.318035,11.486814,4.091732,15.984091,6.480081,2.929427,0.627810,2.826109,2.018627,11.638846
cuda,RobertaForCausalLM,64,2.266785,6.566218,1.897583,8.325094,3.070604,1.214913,0.239285,0.937829,0.762230,4.687697
cuda,RobertaForQuestionAnswering,128,2.295085,6.291474,1.856922,8.159055,2.939573,1.184682,0.232344,0.660147,4.477531
cuda,Speech2Text2ForCausalLM,128,0.939794,4.669848,0.956362,7.152562,1.231186,0.599703,0.094378,2.217698,2.651896,5.701448
cuda,T5ForConditionalGeneration,4,3.171947,6.509921,1.855704,9.214453,3.057401,1.236969,0.278957,3.618344,7.498716,8.295727
cuda,T5Small,1,3.161813,6.238310,1.516181,8.788390,2.779236,1.126657,0.266751,7.415591,13.817267,11.599555
cuda,TrOCRForCausalLM,32,1.663128,6.036725,1.819265,8.564719,2.885356,1.129116,0.212883,2.009118,2.353057,6.446044
cuda,XGLMForCausalLM,8,3.610749,15.503430,3.670472,20.350327,6.946644,2.884475,0.587362,6.297493,48.983124,15.393857
cuda,YituTechConvBert,1,3.291012,8.807453,3.056602,12.303706,3.560788,1.533964,0.384354,9.862894,22.205232,16.556355
