dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,17.6447,10.7974,1
cuda,AlbertForQuestionAnswering,2,16.3596,10.4055,1
cuda,AllenaiLongformerBase,1,16.0882,3.2291,4
cuda,BartForCausalLM,4,12.6678,12.1385,1
cuda,BartForConditionalGeneration,2,13.5872,12.0942,1
cuda,BertForMaskedLM,64,17.9517,11.8917,1
cuda,BertForQuestionAnswering,64,17.2705,7.4338,1
cuda,BigBird,1,22.3248,3.1132,64
cuda,BlenderbotSmallForCausalLM,64,10.0673,11.5372,1
cuda,BlenderbotSmallForConditionalGeneration,64,22.1344,15.5543,1
cuda,CamemBert,1,18.5429,1.8620,1
cuda,DebertaForMaskedLM,4,20.4775,5.2038,204
cuda,DebertaForQuestionAnswering,4,20.0505,3.2220,204
cuda,DebertaV2ForMaskedLM,1,27.9589,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,27.2628,10.5302,304
cuda,DistilBertForMaskedLM,16,11.2395,2.3333,1
cuda,DistilBertForQuestionAnswering,32,11.1258,2.2036,1
cuda,DistillGPT2,1,9.9056,1.4879,1
cuda,ElectraForCausalLM,1,18.7487,0.5876,1
cuda,ElectraForQuestionAnswering,64,17.5499,14.6661,1
cuda,GPT2ForSequenceClassification,4,15.5522,10.4803,2
cuda,GPTNeoForCausalLM,1,22.4593,15.9637,1
cuda,GPTNeoForSequenceClassification,1,22.9511,15.9380,2
cuda,GoogleFnet,1,9.1444,1.0690,27
cuda,LayoutLMForMaskedLM,16,18.5028,16.0086,1
cuda,LayoutLMForSequenceClassification,16,16.8204,11.7433,2
cuda,M2M100ForConditionalGeneration,2,27.3280,5.9989,7
cuda,MBartForCausalLM,16,13.5108,5.3731,1
cuda,MBartForConditionalGeneration,8,13.8011,5.0859,1
cuda,MT5ForConditionalGeneration,2,38.4531,4.4070,1
cuda,MegatronBertForCausalLM,2,35.0740,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,34.7513,4.7898,1
cuda,MobileBertForMaskedLM,16,140.0085,2.8406,1
cuda,MobileBertForQuestionAnswering,32,138.6040,3.1735,1
cuda,OPTForCausalLM,4,12.5229,1.8263,1
cuda,PLBartForCausalLM,16,9.5194,3.3218,1
cuda,PLBartForConditionalGeneration,8,5.6575,2.3987,1
cuda,PegasusForCausalLM,8,14.3202,3.2089,4
cuda,PegasusForConditionalGeneration,4,25.6815,4.9642,7
cuda,RobertaForCausalLM,4,17.5274,1.5878,1
cuda,RobertaForQuestionAnswering,64,17.2595,7.4338,1
cuda,Speech2Text2ForCausalLM,64,9.0369,2.7351,4
cuda,T5ForConditionalGeneration,4,28.3993,11.3331,1
cuda,T5Small,1,27.5593,3.2748,1
cuda,TrOCRForCausalLM,8,11.9153,3.5959,1
cuda,XGLMForCausalLM,2,27.8132,7.0946,4
cuda,XLNetLMHeadModel,4,40.8424,11.9039,1
cuda,YituTechConvBert,1,25.6724,1.7773,1
