dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,3.3149,8.9534,1
cuda,AlbertForQuestionAnswering,2,3.3601,8.8108,1
cuda,AllenaiLongformerBase,1,10.8272,3.0275,4
cuda,BartForCausalLM,4,3.6784,10.8949,1
cuda,BartForConditionalGeneration,2,11.7795,12.0942,1
cuda,BertForMaskedLM,64,6.3329,10.9164,1
cuda,BertForQuestionAnswering,64,6.4055,6.9911,1
cuda,BigBird,1,9.6154,3.2958,64
cuda,BlenderbotSmallForCausalLM,64,2.6382,9.6174,1
cuda,BlenderbotSmallForConditionalGeneration,64,6.9345,13.8862,1
cuda,CamemBert,1,6.1906,1.4123,1
cuda,DebertaForMaskedLM,4,5.4273,5.1128,204
cuda,DebertaForQuestionAnswering,4,5.4185,3.4768,204
cuda,DebertaV2ForMaskedLM,1,9.0002,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,9.1347,10.5301,304
cuda,DistilBertForMaskedLM,16,2.0396,2.0895,1
cuda,DistilBertForQuestionAnswering,32,2.0964,1.9438,1
cuda,DistillGPT2,1,2.6654,1.2005,1
cuda,ElectraForCausalLM,1,6.2313,0.5249,1
cuda,ElectraForQuestionAnswering,64,6.4961,14.2179,1
cuda,GPT2ForSequenceClassification,4,5.6926,11.3050,2
cuda,GPTNeoForCausalLM,1,8.4687,15.9637,1
cuda,GPTNeoForSequenceClassification,1,8.4486,15.9380,2
cuda,GoogleFnet,1,2.0872,1.0682,27
cuda,LayoutLMForMaskedLM,16,6.6553,15.0082,1
cuda,LayoutLMForSequenceClassification,16,6.5249,11.1103,2
cuda,M2M100ForConditionalGeneration,2,7.5322,5.9988,7
cuda,MBartForCausalLM,16,3.4685,4.5535,1
cuda,MBartForConditionalGeneration,8,11.7205,5.0859,1
cuda,MT5ForConditionalGeneration,2,14.7176,3.8714,1
cuda,MegatronBertForCausalLM,2,17.9100,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,17.8682,3.9927,1
cuda,MobileBertForMaskedLM,16,67.8226,2.4888,1
cuda,MobileBertForQuestionAnswering,32,69.3574,2.6717,1
cuda,OPTForCausalLM,4,3.4635,1.6613,1
cuda,PLBartForCausalLM,16,2.0995,2.8356,1
cuda,PLBartForConditionalGeneration,8,4.7638,2.3987,1
cuda,PegasusForCausalLM,8,3.2462,3.0446,4
cuda,PegasusForConditionalGeneration,4,7.3466,4.9660,7
cuda,RobertaForCausalLM,4,6.1651,1.3934,1
cuda,RobertaForQuestionAnswering,64,6.3535,6.9911,1
cuda,Speech2Text2ForCausalLM,64,2.0857,2.4032,4
cuda,T5ForConditionalGeneration,4,8.9463,10.3887,1
cuda,T5Small,1,8.8062,2.7431,1
cuda,TrOCRForCausalLM,8,3.3516,2.8454,1
cuda,XGLMForCausalLM,2,7.3148,7.0945,4
cuda,XLNetLMHeadModel,4,14.7117,10.3729,1
cuda,YituTechConvBert,1,9.7523,1.3873,1
