dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.683512,16.331438,1.342453,42.300689,2.792296,1.010474,0.141152,9.613437,37.022317
cuda,AlbertForQuestionAnswering,2,1.688069,15.316779,1.321062,34.715279,2.796104,1.011190,0.140206,0.675003,21.493321
cuda,BartForCausalLM,2,10.214798,24.432994,1.644180,49.328885,2.810889,1.220781,0.250951,8.545142,35.199137
cuda,BartForConditionalGeneration,1,27.702718,51.393183,2.694774,94.541435,8.061104,2.638241,0.981981,1.032439,47.164735
cuda,BertForMaskedLM,64,5.697049,33.199991,1.738390,52.436182,3.224921,1.334807,0.285316,10.952865,32.046349
cuda,BertForQuestionAnswering,64,5.607059,30.776596,1.452828,45.610787,3.461571,1.323374,0.278172,0.498836,16.905467
cuda,BigBird,1,13.222089,13.987033,1.140846,28.180408,2.412395,1.191683,0.217062,10.347680,25.812792
cuda,BlenderbotSmallForCausalLM,64,5.290387,19.888291,1.003458,48.886922,2.277086,0.899755,0.161627,12.685337,42.765103
cuda,BlenderbotSmallForConditionalGeneration,32,13.520649,35.224901,2.277591,73.580164,5.958827,2.196190,0.580678,19.668583,60.495322
cuda,CamemBert,1,5.665949,29.425471,1.538811,45.486444,2.873527,1.167778,0.262771,3.053112,20.771062
cuda,DebertaForMaskedLM,4,8.583356,30.754917,2.447799,52.827862,4.646726,2.089948,0.337705,21.020562,45.808317
cuda,DebertaForQuestionAnswering,4,8.451267,25.305119,2.538943,40.627560,4.591709,2.084162,0.334099,19.217720,37.340087
cuda,DistilBertForMaskedLM,16,2.001020,18.634392,0.887827,33.760519,1.701134,0.710697,0.119183,10.305877,26.386407
cuda,DistilBertForQuestionAnswering,32,1.977483,21.052972,0.875684,37.753428,1.665416,0.702281,0.115437,14.143336,31.782416
cuda,DistillGPT2,1,1.694688,22.588877,0.809253,42.200665,1.350216,0.609675,0.098967,18.463222,38.936309
cuda,ElectraForCausalLM,1,5.769960,30.601462,1.569029,50.659605,2.928468,1.180182,0.267407,3.633070,25.379504
cuda,ElectraForQuestionAnswering,64,5.684024,36.410107,1.763831,61.937405,3.281874,1.392247,0.293856,10.917196,38.341972
cuda,GPT2ForSequenceClassification,4,4.278785,35.936632,1.695733,52.447738,2.928591,1.276567,0.232127,6.303758,24.612089
cuda,LayoutLMForMaskedLM,16,6.074977,33.312047,1.789397,51.714297,3.277383,1.361449,0.298842,10.028648,30.342560
cuda,LayoutLMForSequenceClassification,16,5.983545,31.605040,1.756671,53.266383,3.900424,1.962340,0.292921,24.134575,47.676539
cuda,M2M100ForConditionalGeneration,2,27.804160,59.978046,3.373544,129.416056,7.158804,3.252444,0.751436,42.019190,115.099359
cuda,MBartForCausalLM,16,10.352124,27.136916,1.495399,54.581383,3.086537,1.746558,0.278371,8.357347,37.413041
cuda,MBartForConditionalGeneration,8,28.485040,50.478645,3.382184,101.288862,9.240830,3.187930,1.116487,13.539738,68.576504
cuda,MT5ForConditionalGeneration,2,7.810327,60.473381,2.466033,121.286629,6.006303,2.626468,0.434270,39.100357,102.579081
cuda,MegatronBertForCausalLM,2,17.589642,63.670382,3.547807,85.933113,7.424263,2.727416,0.790094,6.172332,32.228013
cuda,MegatronBertForQuestionAnswering,8,18.265331,61.259312,3.253788,81.397778,7.104310,2.494501,0.738894,12.324288,35.956324
cuda,MobileBertForMaskedLM,16,142.226320,44.250527,4.065191,83.371240,12.005665,4.512401,2.621742,19.899169,63.508624
cuda,MobileBertForQuestionAnswering,32,142.029892,45.406677,4.052886,83.377994,11.179408,4.484302,2.627498,10.664433,53.098974
cuda,OPTForCausalLM,4,5.223223,26.380097,1.425961,52.059730,3.393877,1.375313,0.256892,18.103436,45.313244
cuda,PLBartForCausalLM,16,3.356850,20.644942,0.840603,43.090183,1.823769,0.697559,0.112118,10.208671,33.554365
cuda,PLBartForConditionalGeneration,8,7.977801,37.373657,2.212087,80.410086,4.397520,1.731540,0.388583,29.250675,74.653082
cuda,PegasusForCausalLM,8,10.311139,25.689300,1.416378,51.415421,3.233606,1.272864,0.263140,13.446224,40.712317
cuda,PegasusForConditionalGeneration,4,27.760021,37.545879,3.505438,83.648296,8.055085,3.423734,0.804649,18.437366,68.340422
cuda,RobertaForCausalLM,4,5.702117,35.869750,1.886826,53.460984,3.304843,1.373122,0.284531,19.540894,39.140326
cuda,RobertaForQuestionAnswering,64,5.691944,31.819446,1.454418,46.302164,3.133309,1.310434,0.276635,0.506012,16.560936
cuda,Speech2Text2ForCausalLM,64,3.370699,23.764468,0.711963,44.915693,1.431224,0.687893,0.113370,9.642977,31.571717
cuda,T5ForConditionalGeneration,4,4.719566,71.010165,1.687083,194.784704,4.363699,1.507605,0.280363,18.950644,144.551300
cuda,T5Small,1,4.652485,67.434277,1.359277,98.700167,3.747923,1.227543,0.256764,17.503458,50.267040
cuda,TrOCRForCausalLM,8,10.301608,25.013645,1.643298,48.689935,2.838541,1.227562,0.252606,0.412593,25.845289
cuda,XGLMForCausalLM,1,16.374447,53.197106,2.797482,106.702475,6.375834,2.307458,0.655348,26.216672,82.763729
cuda,XLNetLMHeadModel,4,20.027093,157.932274,3.726300,184.120176,9.230684,3.206858,0.838997,30.255366
cuda,YituTechConvBert,1,10.123585,50.804267,2.332486,83.297394,5.567448,1.810756,0.444385,38.690256,73.693973
