dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.694343
cuda,AlbertForQuestionAnswering,2,1.667157
cuda,AllenaiLongformerBase,1,17.242339
cuda,BartForCausalLM,2,2.132381
cuda,BartForConditionalGeneration,1,4.933069
cuda,BertForMaskedLM,64,2.514375
cuda,BertForQuestionAnswering,64,2.353839
cuda,BigBird,1,50.928673
cuda,BlenderbotSmallForCausalLM,64,1.359087
cuda,BlenderbotSmallForConditionalGeneration,32,3.043106
cuda,CamemBert,1,2.277588
cuda,DistilBertForMaskedLM,16,1.335972
cuda,DistilBertForQuestionAnswering,32,1.262578
cuda,DistillGPT2,1,1.065064
cuda,ElectraForCausalLM,1,2.038921
cuda,ElectraForQuestionAnswering,64,2.073651
cuda,GPT2ForSequenceClassification,4,2.038987
cuda,LayoutLMForMaskedLM,16,2.484588
cuda,LayoutLMForSequenceClassification,16,2.507781
cuda,M2M100ForConditionalGeneration,2,69.919705
cuda,MBartForCausalLM,16,2.174899
cuda,MBartForConditionalGeneration,8,5.071454
cuda,MT5ForConditionalGeneration,2,4.487858
cuda,MegatronBertForCausalLM,2,4.634338
cuda,MegatronBertForQuestionAnswering,8,4.690816
cuda,MobileBertForMaskedLM,16,9.580954
cuda,MobileBertForQuestionAnswering,32,9.576454
cuda,OPTForCausalLM,4,2.055756
cuda,PLBartForCausalLM,16,1.250995
cuda,PLBartForConditionalGeneration,8,2.473754
cuda,PegasusForCausalLM,8,27.757711
cuda,PegasusForConditionalGeneration,4,30.143136
cuda,RobertaForCausalLM,4,2.306162
cuda,RobertaForQuestionAnswering,64,2.405485
cuda,Speech2Text2ForCausalLM,64,2.279505
cuda,T5ForConditionalGeneration,4,3.149701
cuda,T5Small,1,3.088173
cuda,TrOCRForCausalLM,8,2.263226
cuda,XGLMForCausalLM,1,133.469752
cuda,XLNetLMHeadModel,4,4.707789
cuda,YituTechConvBert,1,3.184312
