dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.054250,8.820782,2.220630,1.379307,4.201456,2.852002,0.978906,0.134060,24.222646,27.681162
cuda,AlbertForQuestionAnswering,2,1.071302,8.961691,2.289950,1.373100,4.240688,2.887071,0.983159,0.133282,3.841783,7.263201
cuda,BartForCausalLM,2,1.025137,10.364242,2.881784,1.416890,4.736614,3.061753,1.133821,0.158884,26.048679,29.437203
cuda,BartForConditionalGeneration,1,2.817120,26.713504,6.765298,3.333411,11.169899,7.538481,2.423362,0.397746,43.974104,52.004250
cuda,BertForMaskedLM,64,1.328164,10.681508,3.401351,1.524221,5.731516,3.508376,1.662633,0.186625,16.987782,20.961113
cuda,BertForQuestionAnswering,64,1.346841,10.569953,3.346811,1.505338,5.636032,3.463607,1.619298,0.183818,2.990612,6.901343
cuda,BigBird,1,6.582559,28.540706,10.004076,2.279252,9.760991,6.297216,2.785300,0.310014,25.362807,27.610644
cuda,BlenderbotSmallForCausalLM,64,0.687207,6.911946,1.795539,1.000560,3.201359,1.971963,0.819920,0.112863,23.011862,25.495831
cuda,BlenderbotSmallForConditionalGeneration,32,1.820579,17.128569,4.612550,2.685760,8.362147,5.449273,2.041117,0.291394,36.898483,43.529260
cuda,CamemBert,1,1.350919,10.262948,3.009331,1.282593,4.755740,3.133017,1.078368,0.177082,16.236894,19.386529
cuda,DistillGPT2,1,0.621679,4.345219,1.399511,0.602245,2.096767,1.267030,0.526387,0.083038,0.000005,1.508400
cuda,ElectraForCausalLM,1,1.352883,10.303759,3.029397,1.323126,4.811461,3.163669,1.093715,0.179317,18.977942,22.199591
cuda,ElectraForQuestionAnswering,64,1.346114,10.621172,3.353876,1.526468,5.271253,3.449876,1.256658,0.185563,16.075584,19.637590
cuda,GPT2ForSequenceClassification,4,1.293690,9.409233,3.047737,1.374446,4.691421,3.042913,1.119815,0.166012,9.121758,12.241798
cuda,LayoutLMForMaskedLM,16,1.516064,11.250521,3.509931,1.567771,5.872899,3.613503,1.685519,0.188249,0.000012,4.050710
cuda,LayoutLMForSequenceClassification,16,1.439397,10.670133,3.353804,1.503594,5.981837,4.103445,1.321751,0.186061,1.236869,5.487354
cuda,M2M100ForConditionalGeneration,2,2.625441,24.376627,6.613470,3.310414,12.109083,7.673250,3.002983,0.460465,80.884124,89.962429
cuda,MBartForCausalLM,16,0.994297,9.870006,2.529490,1.436068,4.955824,2.857578,1.555724,0.164903,17.840407,21.812316
cuda,MBartForConditionalGeneration,8,2.795696,26.582541,6.785304,3.796969,12.013151,8.043984,2.758551,0.410532,40.955869,50.264752
cuda,MT5ForConditionalGeneration,2,3.010407,18.962558,5.486539,2.322652,8.859762,6.109688,1.746829,0.305974,33.566929,39.463951
cuda,MegatronBertForCausalLM,2,2.661321,21.928865,6.502964,2.977058,10.861169,7.527671,2.389696,0.369447,13.652895,21.223783
cuda,MegatronBertForQuestionAnswering,8,2.679046,21.724377,6.727103,2.706217,10.235406,7.137594,2.182475,0.341203,8.057132,14.948818
cuda,MobileBertForMaskedLM,16,6.715802,36.158025,6.061373,4.105663,16.699816,11.278950,4.099689,0.723524,37.428072,52.595470
cuda,MobileBertForQuestionAnswering,32,6.584801,36.370459,7.457740,4.089522,17.366357,11.299876,4.764834,0.730791,20.123718,35.233450
cuda,PLBartForCausalLM,16,0.562523,5.826399,1.757369,0.840336,2.864540,1.840544,0.651363,0.087612,14.849640,16.856170
cuda,PLBartForConditionalGeneration,8,1.354774,14.107241,3.805878,1.967137,7.081115,4.675762,1.594807,0.232259,35.782258,41.176066
cuda,PegasusForCausalLM,8,1.058460,9.899612,2.687531,1.355939,4.632183,2.772715,1.131703,0.161736,9.560736,12.977959
cuda,PegasusForConditionalGeneration,4,2.492366,24.845607,6.443814,3.356323,11.642238,7.428377,2.959346,0.443762,44.383228,53.228740
cuda,RobertaForCausalLM,4,1.368062,11.026691,3.548555,1.673030,5.820424,3.584876,1.677630,0.186393,6.438471,10.501482
cuda,RobertaForQuestionAnswering,64,1.345707,10.591029,3.351541,1.493463,5.611872,3.451364,1.611188,0.184141,0.954983,4.826164
cuda,Speech2Text2ForCausalLM,64,0.594480,4.555361,1.305734,0.724519,2.469825,1.473339,0.651722,0.089658,16.744584,18.685356
cuda,T5ForConditionalGeneration,4,1.989040,12.505435,3.870604,1.866119,5.542251,3.546089,1.250361,0.215349,23.920074,27.594933
cuda,T5Small,1,1.981060,11.903438,3.393908,1.585395,4.971041,3.185981,1.055220,0.207308,22.897619,26.193124
cuda,TrOCRForCausalLM,8,0.950001,10.029848,2.853448,1.378453,4.684361,3.054913,1.105762,0.155349,3.479832,6.805630
cuda,XGLMForCausalLM,1,2.085077,20.841464,5.287520,2.589157,9.065237,5.962579,1.971051,0.317397,129.293706,135.888088
cuda,YituTechConvBert,1,1.916205,15.507329,4.249562,2.333225,6.929397,4.609256,1.640597,0.253831,18.721529,23.906443
