dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.0002,2.1799,9.3071
cuda,AlbertForQuestionAnswering,2,1.0002,2.1472,9.2237
cuda,AllenaiLongformerBase,1,0.9959,26.4743,3.3196
cuda,BartForCausalLM,2,0.9992,2.3764,7.1694
cuda,BartForConditionalGeneration,1,1.0140,5.3620,9.8275
cuda,BertForMaskedLM,64,0.9998,2.8640,8.4769
cuda,BertForQuestionAnswering,64,0.9994,2.6428,5.4718
cuda,BigBird,1,1.0192,65.3896,3.7468
cuda,BlenderbotSmallForCausalLM,64,1.0002,1.6088,7.7762
cuda,BlenderbotSmallForConditionalGeneration,32,1.0090,3.4114,7.1276
cuda,CamemBert,1,1.0349,2.4371,1.8522
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.0271,1.4391,2.0077
cuda,DistilBertForQuestionAnswering,32,1.0341,1.3640,1.7994
cuda,DistillGPT2,1,1.0318,1.1488,1.5086
cuda,ElectraForCausalLM,1,1.0369,2.1965,0.4879
cuda,ElectraForQuestionAnswering,64,0.9995,2.5664,10.3903
cuda,GPT2ForSequenceClassification,4,1.0009,2.4327,9.0901
cuda,LayoutLMForMaskedLM,16,0.9992,2.9778,11.6702
cuda,LayoutLMForSequenceClassification,16,0.9994,2.9202,8.8804
cuda,M2M100ForConditionalGeneration,2,1.4586,87.0808,7.8595
cuda,MBartForCausalLM,16,1.0121,2.3668,5.0639
cuda,MBartForConditionalGeneration,8,1.0115,5.5082,6.7197
cuda,MT5ForConditionalGeneration,2,1.0174,4.9023,4.9461
cuda,MegatronBertForCausalLM,2,1.0363,4.9735,5.3641
cuda,MegatronBertForQuestionAnswering,8,1.0365,5.0280,5.3320
cuda,MobileBertForMaskedLM,16,1.0166,10.4750,2.0614
cuda,MobileBertForQuestionAnswering,32,1.0125,10.4381,2.1374
cuda,OPTForCausalLM,4,1.0177,2.2269,2.1113
cuda,PLBartForCausalLM,16,1.0122,1.3647,2.7450
cuda,PLBartForConditionalGeneration,8,1.0162,2.6983,2.9830
cuda,PegasusForCausalLM,8,1.3672,37.6656,4.0716
cuda,PegasusForConditionalGeneration,4,1.3874,47.1707,6.6082
cuda,RobertaForCausalLM,4,1.0343,2.5015,1.8153
cuda,RobertaForQuestionAnswering,64,0.9993,2.6940,5.4718
cuda,Speech2Text2ForCausalLM,64,1.2712,13.0744,2.2260
cuda,T5ForConditionalGeneration,4,1.0010,3.5815,8.2443
cuda,T5Small,1,1.0207,3.3275,2.5096
cuda,TrOCRForCausalLM,8,1.0087,2.4402,3.9667
cuda,XGLMForCausalLM,1,1.4488,146.1998,9.1473
cuda,XLNetLMHeadModel,4,1.0005,5.2556,9.9975
cuda,YituTechConvBert,1,1.0228,3.4423,1.8019
