dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.0001,1.6677,9.3071
cuda,AlbertForQuestionAnswering,2,1.0002,1.6583,9.2237
cuda,AllenaiLongformerBase,1,0.9841,1.7395,3.2183
cuda,BartForCausalLM,2,1.0000,1.3346,7.1694
cuda,BartForConditionalGeneration,1,1.0128,3.1595,9.8275
cuda,BertForMaskedLM,64,0.9999,1.7085,8.4769
cuda,BertForQuestionAnswering,64,0.9997,1.6099,5.4718
cuda,BigBird,1,0.9918,7.3002,3.5985
cuda,BlenderbotSmallForCausalLM,64,0.9989,1.0610,7.7762
cuda,BlenderbotSmallForConditionalGeneration,32,1.0126,2.1713,7.1276
cuda,CamemBert,1,1.0358,1.5260,1.8508
cuda,DebertaForMaskedLM,4,0.9323,4.3373,4.6198
cuda,DebertaForQuestionAnswering,4,0.9291,4.3558,3.3890
cuda,DistilBertForMaskedLM,16,1.0277,0.7518,2.0068
cuda,DistilBertForQuestionAnswering,32,1.0293,0.7401,1.7994
cuda,DistillGPT2,1,1.0251,0.8512,1.5095
cuda,ElectraForCausalLM,1,1.0311,1.5134,0.4873
cuda,ElectraForQuestionAnswering,64,0.9996,1.8369,10.3903
cuda,GPT2ForSequenceClassification,4,0.9998,1.7363,9.0894
cuda,LayoutLMForMaskedLM,16,0.9995,1.9126,11.6702
cuda,LayoutLMForSequenceClassification,16,0.9999,1.8354,8.8804
cuda,M2M100ForConditionalGeneration,2,1.0090,3.1479,7.8857
cuda,MBartForCausalLM,16,1.0112,1.3152,5.0639
cuda,MBartForConditionalGeneration,8,1.0124,3.4125,6.7197
cuda,MT5ForConditionalGeneration,2,1.0191,3.5127,4.9461
cuda,MegatronBertForCausalLM,2,1.0334,3.3835,5.3641
cuda,MegatronBertForQuestionAnswering,8,1.0357,3.3914,5.3320
cuda,MobileBertForMaskedLM,16,1.0151,7.7556,2.0614
cuda,MobileBertForQuestionAnswering,32,1.0149,7.8073,2.1374
cuda,OPTForCausalLM,4,1.0127,1.4138,2.1113
cuda,PLBartForCausalLM,16,1.0125,0.7916,2.7472
cuda,PLBartForConditionalGeneration,8,1.0123,1.6913,2.9830
cuda,PegasusForCausalLM,8,1.0065,1.3623,4.0212
cuda,PegasusForConditionalGeneration,4,1.0113,3.1007,6.6082
cuda,RobertaForCausalLM,4,1.0396,1.5633,1.8153
cuda,RobertaForQuestionAnswering,64,0.9999,1.6993,5.4718
cuda,Speech2Text2ForCausalLM,64,1.0069,0.8799,1.8484
cuda,T5ForConditionalGeneration,4,0.9988,2.4765,8.2443
cuda,T5Small,1,1.0220,2.3642,2.5096
cuda,TrOCRForCausalLM,8,1.0137,1.2725,3.9667
cuda,XGLMForCausalLM,1,1.0112,2.5050,9.1347
cuda,XLNetLMHeadModel,4,1.0048,3.8412,9.9975
cuda,YituTechConvBert,1,1.0234,2.1607,1.8019
