dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.6355,45.7638,10.2807
cuda,AlbertForQuestionAnswering,2,1.6438,21.8819,10.0197
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.4323,61.3208,8.3482
cuda,BartForConditionalGeneration,1,1.7404,123.2207,12.1808
cuda,BertForMaskedLM,64,1.3056,61.2753,8.3717
cuda,BertForQuestionAnswering,64,1.4109,21.5929,6.0850
cuda,BigBird,1,4.0670,107.8715,4.6425
cuda,BlenderbotSmallForCausalLM,64,1.2683,48.2834,8.4047
cuda,BlenderbotSmallForConditionalGeneration,32,1.7451,90.8243,7.2719
cuda,CamemBert,1,3.0523,58.8755,2.9621
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,0,0.0000
cuda,DistilBertForQuestionAnswering,0,0.0000
cuda,DistillGPT2,1,1.2693,26.0119,1.7878
cuda,ElectraForCausalLM,1,4.6330,59.6360,0.6977
cuda,ElectraForQuestionAnswering,64,1.9090,60.5585,8.9199
cuda,GPT2ForSequenceClassification,4,2.0773,53.2679,6.6915
cuda,LayoutLMForMaskedLM,16,1.5296,48.3852,10.1416
cuda,LayoutLMForSequenceClassification,16,1.6443,31.6963,7.9608
cuda,M2M100ForConditionalGeneration,2,3.1719,172.9641,12.3008
cuda,MBartForCausalLM,16,1.3454,48.5275,6.9474
cuda,MBartForConditionalGeneration,8,2.2290,118.1227,10.7799
cuda,MT5ForConditionalGeneration,2,5.8201,118.7799,6.8558
cuda,MegatronBertForCausalLM,2,3.6626,102.9844,7.7099
cuda,MegatronBertForQuestionAnswering,8,2.4815,93.7992,8.4943
cuda,MobileBertForMaskedLM,16,4.6754,141.8314,2.8637
cuda,MobileBertForQuestionAnswering,32,3.9290,110.5770,3.4390
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.4456,36.4623,3.1319
cuda,PLBartForConditionalGeneration,8,2.5010,86.9895,4.2354
cuda,PegasusForCausalLM,8,1.6688,33.7476,6.2621
cuda,PegasusForConditionalGeneration,4,2.8290,112.4617,10.3073
cuda,RobertaForCausalLM,4,3.8661,51.3023,2.7687
cuda,RobertaForQuestionAnswering,64,1.4052,19.3147,6.0851
cuda,Speech2Text2ForCausalLM,64,2.0705,41.5994,2.0860
cuda,T5ForConditionalGeneration,4,1.5885,84.2951,7.0580
cuda,T5Small,1,1.5109,80.2036,2.4030
cuda,TrOCRForCausalLM,8,1.7551,19.7395,5.9587
cuda,XGLMForCausalLM,1,2.8771,208.2142,13.8748
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,4.1443,80.8066,2.8574
