dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,22.440398,19.836088,16.118980,9.151392,2.317918,14.630373,3.230758,1.594725,0.152418,0.002689,5.481184,10.576452
cuda,AlbertForQuestionAnswering,4,22.255653,19.691668,15.888639,8.893064,2.272940,14.395241,3.178487,1.568669,0.147478,0.002738,2.782293,10.499136
cuda,BartForCausalLM,4,27.501379,21.941869,17.898967,10.183134,2.147195,15.163041,3.808043,2.028617,0.297865,0.002798,2.271086,10.231343
cuda,BartForConditionalGeneration,2,56.410684,44.800115,40.808995,21.365655,5.101449,27.178839,10.348209,5.675979,1.236113,0.002931,0.431175,18.653611
cuda,BertForMaskedLM,16,27.464037,22.317281,18.628962,10.805954,2.264320,15.963565,4.132536,2.026038,0.288756,0.002666,2.957291,10.643226
cuda,BertForQuestionAnswering,16,27.376765,22.289136,18.572493,10.742759,2.240877,15.678489,4.108912,2.037658,0.286943,0.002645,2.619633,10.361608
cuda,BlenderbotForCausalLM,4,43.294980,32.245138,28.871660,13.804102,4.375307,21.275690,7.835434,4.079568,0.897399,0.002930,7.316630,18.022748
cuda,BlenderbotSmallForCausalLM,64,18.982896,15.279881,11.367934,6.230903,1.444275,9.874691,2.283575,1.357479,0.165457,0.002697,3.327723,7.153088
cuda,BlenderbotSmallForConditionalGeneration,64,40.154754,31.855746,27.822714,15.030553,3.677348,19.560199,6.524477,3.359337,0.649184,0.003046,2.259084,13.357412
cuda,CamemBert,16,27.594552,22.433880,18.705389,10.806228,2.243858,14.730598,4.108945,2.032024,0.294202,0.002710,1.629561,9.400837
cuda,DebertaForMaskedLM,4,37.619429,30.040694,26.129056,18.697741,2.223430,28.122262,4.566372,2.353682,0.286518,0.004439,2.801750,15.045282
cuda,DebertaForQuestionAnswering,8,40.980339,33.174032,28.445452,20.763339,2.250234,31.363622,4.282245,2.544424,0.287919,0.004499,3.258846,16.577216
cuda,DebertaV2ForMaskedLM,1,54.689430,39.806566,35.931956,21.087993,3.301450,29.900724,6.540306,3.632303,0.551768,0.005955,1.186876,18.806818
